StoreID,ProductID,DateTime,Demand,PredictedDemandDistribution,PredictedDemandVariance,PredictedDemandProbability
6,17_1,2017-01-02,147.35231496488106,,-1,1
6,17_1,2017-01-03,159.1020530561417,,-1,1
6,17_1,2017-01-04,149.7717751160325,,-1,1
6,17_1,2017-01-05,147.35231496488106,,-1,1
6,17_1,2017-01-06,307.26812607777924,,-1,1
6,17_1,2017-01-07,215.29033752645583,,-1,1
6,17_1,2017-01-08,181.2252421859656,,-1,1
6,17_1,2017-01-09,159.1020530561417,,-1,1
6,17_1,2017-01-10,171.13884657207117,,-1,1
6,17_1,2017-01-11,165.43979177095562,,-1,1
6,17_1,2017-01-12,248.57645013466026,,-1,1
6,17_1,2017-01-13,161.77845422105034,,-1,1
6,17_1,2017-01-14,157.35002372409136,,-1,1
6,17_1,2017-01-15,277.6937278085943,,-1,1
6,17_1,2017-01-16,165.43979177095562,,-1,1
6,17_1,2017-01-17,153.07939531669655,,-1,1
6,17_1,2017-01-18,182.27652770822078,,-1,1
6,17_1,2017-01-19,239.27042095413626,,-1,1
6,17_1,2017-01-20,212.68184775371688,,-1,1
6,17_1,2017-01-21,166.37211193935335,,-1,1
6,17_1,2017-01-22,167.31135373504725,,-1,1
6,17_1,2017-01-23,265.18304157689437,,-1,1
6,17_1,2017-01-24,213.98083426924623,,-1,1
6,17_1,2017-01-25,179.14652622434744,,-1,1
6,17_1,2017-01-26,151.41374165959988,,-1,1
6,17_1,2017-01-27,255.04868181221295,,-1,1
6,17_1,2017-01-28,193.24551950804127,,-1,1
6,17_1,2017-01-29,220.63568669912524,,-1,1
6,17_1,2017-01-30,226.1581416010301,,-1,1
6,17_1,2017-01-31,166.37211193935335,,-1,1
6,17_1,2017-02-01,146.55721889310993,,-1,1
6,17_1,2017-02-02,178.11894439057946,,-1,1
6,17_1,2017-02-03,220.63568669912524,,-1,1
6,17_1,2017-02-04,230.42067675967783,,-1,1
6,17_1,2017-02-05,216.61046496364546,,-1,1
6,17_1,2017-02-06,162.68372268563098,,-1,1
6,17_1,2017-02-07,236.2712243888876,,-1,1
6,17_1,2017-02-08,174.08539851086442,,-1,1
6,17_1,2017-02-09,164.5143290388363,,-1,1
6,17_1,2017-02-10,239.27042095413626,,-1,1
6,17_1,2017-02-11,211.3932718458952,,-1,1
6,17_1,2017-02-12,160.87979348759225,,-1,1
