big_demand,prob_demand
68,7.41737158667158E-05
67,0.00021680435687058578
66,0.00046556475168395978
65,0.00087006502204205671
64,0.0014918736414365114
63,0.0024027063345291358
62,0.0036803788012000497
61,0.0054024763573934731
60,0.0076381659203833413
59,0.01043903271460675
58,0.01383010669835375
57,0.017802238037145316
56,0.022306690618657712
55,0.027252391979564548
54,0.032505931949768349
53,0.037894317345724952
52,0.043210668216821423
51,0.048223277745098131
50,0.052688447435346938
49,0.056336201112013262
48,0.058986360274946942
