big_demand,prob_lead_demand
4685,0.00013412308775451027
4686,0.00012757370174522014
4687,0.00012128827672729528
4688,0.00011525885924589121
4689,0.00010947761827217938
4690,0.00010393684832943573
4691,9.8628972357961772E-05
4692,9.3546544323779411E-05
4693,8.8682251576274125E-05
4694,8.4028916960168687E-05
4695,7.9579500687410848E-05
4696,7.5327101974736508E-05
4697,7.1264960452838112E-05
4698,6.7386457353215841E-05
4699,6.3685116478926653E-05
4700,6.0154604965566439E-05
4701,5.6788733838927273E-05
4702,5.3581458375862448E-05
4703,5.0526878274973619E-05
4704,4.7619237643796493E-05
4705,4.4852924809216109E-05
4706,4.2222471957880671E-05
4707,3.9722554613410587E-05
4708,3.7347990957215205E-05
4709,3.5093740999732281E-05
4710,3.2954905608898313E-05
4711,3.0926725402639359E-05
4712,2.9004579512143245E-05
4713,2.7183984222635148E-05
4714,2.5460591498329825E-05
4715,2.383018739817654E-05
4716,2.2288690388945181E-05
4717,2.0832149562128181E-05
4718,1.9456742761048174E-05
4719,1.815877462447158E-05
4720,1.6934674552929103E-05
4721,1.578099460383916E-05
4722,1.4694407321418717E-05
4723,1.367170350724721E-05
4724,1.2709789937225898E-05
4725,1.1805687030545455E-05
4726,1.0956526476140071E-05
4727,1.0159548821967168E-05
4728,9.4121010323085288E-06
4729,8.71163401814074E-06
4730,8.0557001454719352E-06
4731,7.4419507263875085E-06
4732,6.86813349738974E-06
4733,6.332090089456748E-06
4734,5.8317534940837791E-06
4735,5.3651455294060371E-06
4736,4.9303743103364978E-06
4737,4.5256317264855917E-06
4738,4.1491909314618992E-06
4739,3.7994038469849047E-06
4740,3.4746986850724723E-06
4741,3.1735774913974437E-06
4742,2.8946137127398218E-06
4743,2.6364497912939769E-06
4744,2.3977947884240915E-06
4745,2.1774220402961659E-06
4746,1.9741668476518213E-06
4747,1.7869242018274877E-06
4748,1.614646548963571E-06
4749,1.4563415941910377E-06
4750,1.3110701474286872E-06
4751,1.1779440122729748E-06
4752,1.0561239193138308E-06
4753,9.4481750506491905E-07
4754,8.4327733755514835E-07
4755,7.5079898949048969E-07
4756,6.667191597609628E-07
4757,5.9041384393778789E-07
4758,5.2129655427982219E-07
4759,4.5881658964679943E-07
4760,4.0245735559988939E-07
4761,3.5173473485743674E-07
4762,3.0619550816588313E-07
4763,2.6541582554250179E-07
4764,2.2899972774828472E-07
4765,1.9657771775553918E-07
4766,1.6780538188602859E-07
4767,1.4236206021161212E-07
4768,1.1994956573029886E-07
4769,1.0029095175654594E-07
4770,8.3129326895375891E-08
4771,6.822671690548437E-08
4772,5.5362972696914471E-08
4773,4.4334723654020159E-08
4774,3.495437542422552E-08
4775,2.7049151267549086E-08
4776,2.0460176020748263E-08
4777,1.5041601693295956E-08
4778,1.0659773680050152E-08
4779,7.1924365473010174E-09
4780,4.527978324797202E-09
4781,2.5647122161714519E-09
4782,1.2101946238420615E-09
4783,3.8057837173540613E-10
4597,0.002648930220536441
4596,0.0027037340545007821
4595,0.0027589462460077385
4594,0.0028145480693143213
4593,0.0028705201989071495
4592,0.002926842716938053
4591,0.002983495121426006
4590,0.0030404563352263835
4589,0.0030977047157673106
4588,0.0031552180655519892
4587,0.003212973643424568
4586,0.00327094817659612
4585,0.0033291178734261308
4584,0.0033874584369537426
4583,0.003445945079171858
4582,0.00350455253603611
4581,0.0035632550831994638
4580,0.0036220265524621394
4579,0.0036808403489253854
4578,0.0037396694688364412
4577,0.0037984865181109528
4576,0.0038572637315179453
4575,0.0039159729925112964
4574,0.0039745858536906374
4573,0.0040330735578734444
4572,0.0040914070597589782
4571,0.0041495570481637732
4570,0.0042074939688072216
4569,0.0042651880476248516
4568,0.0043226093145858442
4567,0.00437972762799044
4566,0.0044365126992218394
4565,0.0044929341179263576
4564,0.004548961377594727
4563,0.0046045639015164681
4562,0.00465971106907861
4561,0.0047143722423790852
4560,0.0047685167931244979
4559,0.0048221141297812636
4558,0.0048751337249483091
4557,0.0049275451429191437
4556,0.0049793180674003118
4555,0.0050304223293528467
4554,0.0050808279349228158
4553,0.0051305050934266523
4552,0.0051794242453565027
4551,0.0052275560903706332
4550,0.0052748716152334705
4549,0.00532134212166988
4548,0.0053669392540978194
4547,0.0054116350272036774
4546,0.0054554018533243334
4545,0.0054982125696001324
4544,0.005540040464862909
4543,0.00558085930622335
4542,0.0056206433653222783
4541,0.0056593674442103779
4540,0.005697006900821565
4539,0.0057335376740052122
4538,0.0057689363080830544
4537,0.00580317997689697
4536,0.00583624650731445
4535,0.005868114402159022
4534,0.0058987628625336783
4533,0.0059281718095059539
4532,0.0059563219051240813
4531,0.0059831945727345159
4530,0.0060087720165718566
4529,0.006033037240593269
4528,0.0060559740665303346
4527,0.0060775671511323348
4526,0.0060978020025760707
4525,0.00611666499601833
4524,0.0061341433882684095
4523,0.0061502253315591166
4522,0.0061648998863961212
4521,0.006178157033466582
4520,0.0061899876845895006
4519,0.006200383692691434
4518,0.0062093378607926391
4517,0.0062168439499901878
4516,0.0062228966864258991
4515,0.0062274917672284942
4514,0.0062306258654208219
4598,0.0025945532120004449
4599,0.00254062051555948
4600,0.002487149002133161
4601,0.0024341549224098482
4602,0.002381653903109961
4603,0.00232966094398973
4604,0.0022781904155773987
4605,0.0022272560576329448
4606,0.0021768709783214859
4607,0.0021270476540896925
4608,0.0020777979302336268
4609,0.0020291333368837603
4610,0.0019810647957522014
4611,0.0019336022367637921
4612,0.0018867549706530057
4613,0.001840531692651976
4614,0.0017949404867866365
4615,0.0017499888307644549
4616,0.0017056836014366725
4617,0.0016620310808174246
4618,0.0016190369626415135
4619,0.0015767063594422741
4620,0.0015350438101303845
4621,0.0014940532880541998
4622,0.0014537382095217316
4623,0.0014141014427641462
4624,0.0013751453173203529
4625,0.0013368716338219774
4626,0.0012992816741578712
4627,0.0012623762119971119
4628,0.0012261555236493288
4629,0.0011906193992410844
4630,0.0011557671541870622
4631,0.0011215976409346847
4632,0.0010881092609609302
4633,0.0010552999770000852
4634,0.001023167325481327
4635,0.00099170842915510555
4636,0.00096092000988751787
4637,0.000930798401602003
4638,0.00090133956334795425
4639,0.00087253909247607885
4640,0.00084439223790064549
4641,0.00081689391342902606
4642,0.00079003871113935385
4643,0.0007638209147874086
4644,0.00073823451322428766
4645,0.00071327321380680142
4646,0.00068893045578300425
4647,0.00066519942363566995
4648,0.00064207306036707836
4649,0.00061954408070889722
4650,0.00059760498424149522
4651,0.000576248068407548
4652,0.00055546544140532114
4653,0.00053524903494757837
4654,0.00051559061687261485
4655,0.00049648180359450887
4656,0.00047791407238024006
4657,0.0004598787734419254
4658,0.0004423671418330131
4659,0.00042537030913786846
4660,0.00040887931494479259
4661,0.000392885118093103
4662,0.00037737860768552358
4663,0.00036235061385771368
4664,0.00034779191829737777
4665,0.00033369326450598881
4666,0.000320045367796742
4667,0.00030683892502295253
4668,0.00029406462403167705
4669,0.00028171315283791946
4670,0.00026977520851534256
4671,0.00025824150579995339
4672,0.00024710278540378538
4673,0.00023634982203612188
4674,0.00022597343213033496
4675,0.00021596448127491675
4676,0.00020631389134778211
4677,0.00019701264735339457
4678,0.000188051803962749
4679,0.000179422491756686
4680,0.00017111592317346004
4681,0.00016312339816190478
4682,0.00015543630954194772
4683,0.00014804614807461866
4684,0.00014094450724407264
