big_demand,prob_lead_demand
712,0.001975084441833566
713,0.001806851475221864
714,0.0016493249185714511
715,0.0015021769018358747
716,0.001365055422355647
717,0.0012375882238489639
718,0.0011193865542851783
719,0.0010100487782747007
720,0.00090916382271607674
721,0.00081631443758171
722,0.00073108025685315317
723,0.00065304064769379272
724,0.00058177733893325766
725,0.00051687682280088427
726,0.00045793252655654384
727,0.00040454675320261355
728,0.0003563323928024819
729,0.0003129144080652499
730,0.00027393109977456729
731,0.000239035159337479
732,0.00020789451720639967
733,0.00018019299718689461
734,0.00015563078769169323
735,0.00013392474184546405
736,0.00011480851899519165
737,9.80325806486167E-05
738,8.3364054159981225E-05
739,7.0586477620517956E-05
740,5.9499439403092444E-05
741,4.9918125668426632E-05
742,4.1672788876452447E-05
743,3.4608149972354425E-05
744,2.8582746444290928E-05
745,2.3468237889938664E-05
746,1.914868009305011E-05
747,1.551977791022705E-05
748,1.2488126513165678E-05
749,9.9704497338143317E-06
750,7.8928434303280172E-06
751,6.1900309415341071E-06
752,4.8046368378988326E-06
753,3.6864843185857515E-06
754,2.7919207576899292E-06
755,2.0831750782010723E-06
756,1.5277498391254452E-06
757,1.0978501680790432E-06
758,7.6985096615384886E-07
759,5.2380316040812715E-07
760,3.429791871317432E-07
761,2.1345735993305238E-07
762,1.2374431314469972E-07
763,6.4434314126802692E-08
764,2.7903907493845056E-08
765,8.0400885869728811E-09
711,0.0021543235831247521
663,0.016234243633755148
664,0.016184317148704656
665,0.0161088157655887
666,0.016008109970833337
667,0.015882682358671088
668,0.015733123928939347
669,0.015560129634318142
670,0.015364493222538524
671,0.015147101425397229
672,0.014908927552054913
673,0.014651024549016898
674,0.014374517593351396
675,0.01408059628905621
676,0.013770506539019496
677,0.013445542166722229
678,0.013107036362701007
679,0.012756353030841733
680,0.012394878108829216
681,0.012024010935567677
682,0.0116451557361518
683,0.011259713292055709
684,0.010869072860672508
685,0.010474604404239951
686,0.010077651183591623
687,0.0096795227671471334
688,0.00928148850016696
689,0.0088847714736209078
690,0.0084905430261240783
691,0.0080999178063523181
692,0.0077139554416903689
693,0.0073336438881453116
694,0.0069599033371519721
695,0.0065935836464830009
696,0.0062354623793302718
697,0.00588624344340641
698,0.0055465563166212893
699,0.0052169558409359143
700,0.0048979225614250331
701,0.0045898635834252
702,0.0042931195423111064
703,0.0040079604019097066
704,0.0037345818837490148
705,0.003473114508739863
706,0.0032236264887176417
707,0.0029861269128057242
708,0.0027605691856928639
709,0.0025468546746500458
710,0.0023448365223353368
