big_demand,prob_demand
6816,0.00073809426446066876
6817,0.000718593236981762
6818,0.00069945739410438715
6819,0.00068068441774620761
6820,0.00066227186656903439
6821,0.00064421718016449507
6822,0.00062651768324468223
6823,0.00060917058983388488
6824,0.00059217300745760375
6825,0.00057552194132512577
6826,0.00055921429850199638
6827,0.00054324689206883454
6828,0.000527616445263012
6829,0.00051231959559978478
6830,0.00049735289896960151
6831,0.000482712833708348
6832,0.00046839580463743988
6833,0.0004543981470707215
6834,0.00044071613078525916
6835,0.00042734596395320164
6836,0.0004142837970319837
6837,0.00040152572661025185
6838,0.00038906779920699544
6839,0.00037690601502146035
6840,0.00036503633163154184
6841,0.00035345466763844183
6842,0.0003421569062554918
6843,0.00033113889883914458
6844,0.00032039646836023626
6845,0.00030992541281374435
6846,0.00029972150856533755
6847,0.000289780513633167
6848,0.00028009817090339745
6849,0.00027067021127812828
6850,0.00026149235675442212
6851,0.00025256032343328193
6852,0.00024386982445750912
6853,0.00023541657287747179
6854,0.00022719628444392088
6855,0.00021920468032707795
6856,0.00021143748976132213
6857,0.00020389045261489286
6858,0.00019655932188411925
6859,0.00018943986611177739
6860,0.0001825278717292672
6861,0.00017581914532238563
6862,0.00016930951582055817
6863,0.00016299483660947697
6864,0.00015687098756717166
6865,0.00015093387702361775
6866,0.00014517944364406975
6867,0.00013960365823637464
6868,0.00013420252548259774
6869,0.0001289720855953614
6870,0.00012390841589936784
6871,0.00011900763233863821
6872,0.00011426589091007018
6873,0.00010967938902397122
6874,0.00010524436679228632
6875,0.00010095710824529621
6876,9.6813942477613039E-05
6877,9.2811244724355651E-05
6878,8.8945437368432889E-05
6879,8.5212990879911146E-05
6880,8.1610424688488992E-05
6881,7.8134307990138568E-05
6882,7.4781260489020966E-05
6883,7.1547953075811046E-05
6884,6.8431108443611535E-05
6885,6.5427501642662057E-05
6886,6.2533960575083416E-05
6887,5.9747366430924018E-05
6888,5.70646540668021E-05
6889,5.4482812328462571E-05
6890,5.1998884318586544E-05
6891,4.9609967611214568E-05
6892,4.7313214414159617E-05
6893,4.5105831680804069E-05
6894,4.2985081172686387E-05
6895,4.0948279474297262E-05
6896,3.8992797961512583E-05
6897,3.7116062725100825E-05
6898,3.5315554450747084E-05
6899,3.3588808257041331E-05
6900,3.193341349288067E-05
6901,3.034701349573671E-05
6902,2.882730531223869E-05
6903,2.7372039382519992E-05
6904,2.5979019189772956E-05
6905,2.4646100876450972E-05
6906,2.3371192828550176E-05
6907,2.2152255229395202E-05
6908,2.0987299584343343E-05
6909,1.9874388217811484E-05
6910,1.8811633744017012E-05
6911,1.7797198512811779E-05
6912,1.6829294031972223E-05
6913,1.5906180367294437E-05
6914,1.5026165521825314E-05
