s_Q,prob_lead_lifetime
26625,1.2098848721644113E-14
26626,4.97836819898093E-14
26627,1.2802178551198514E-13
26628,2.63356848874025E-13
26629,4.7400977082629522E-13
26630,7.7998418027287156E-13
26631,1.2031768417888862E-12
26632,1.767493118978091E-12
26633,2.498967673542358E-12
26634,3.4258905825701675E-12
26635,4.5789390612606328E-12
26636,5.991314983079892E-12
26637,7.6988883942057529E-12
26638,9.7403472240430661E-12
26639,1.2157353398597556E-11
26640,1.4994705568569047E-11
26641,1.830050866917611E-11
26642,2.2126350533940463E-11
26643,2.6527485789954961E-11
26644,3.1563027267519136E-11
26645,3.7296145162460884E-11
26646,4.3794274194964955E-11
26647,5.1129329014302104E-11
26648,5.9377928104493163E-11
26649,6.86216264516512E-11
26650,7.8947157239521019E-11
26651,9.04466828455736E-11
26652,1.0321805541592205E-10
26653,1.1736508730329564E-10
26654,1.3299783165833798E-10
26655,1.5023287347059614E-10
26656,1.6919363136171669E-10
26657,1.9001067043958157E-10
26658,2.128220265283904E-10
26659,2.3777354209602154E-10
26660,2.6501921420638819E-10
26661,2.9472155483094697E-10
26662,3.2705196385999926E-10
26663,3.6219111516096978E-10
26664,4.0032935603743284E-10
26665,4.4166712044928943E-10
26666,4.8641535636118127E-10
26667,5.3479596759294525E-10
26668,5.870422705526784E-10
26669,6.4339946623978561E-10
26670,7.0412512791221335E-10
26671,7.6948970481895687E-10
26672,8.3977704240582091E-10
26673,9.1528491940935857E-10
26674,9.9632560226086727E-10
26675,1.0832264172293109E-09
26676,1.1763303407390427E-09
26677,1.2759966083052425E-09
26678,1.3826013425369993E-09
26679,1.4965382006650686E-09
26680,1.6182190420583629E-09
26681,1.7480746162003443E-09
26682,1.8865552716035504E-09
26683,2.0341316861475694E-09
26684,2.1912956193328888E-09
26685,2.3585606869500827E-09
26686,2.5364631586709062E-09
26687,2.7255627790748864E-09
26688,2.92644361263212E-09
26689,3.1397149131698929E-09
26690,3.36601201835787E-09
26691,3.6059972697534896E-09
26692,3.8603609589561819E-09
26693,4.1298223004259658E-09
26694,4.4151304315287529E-09
26695,4.7170654403777623E-09
26696,5.0364394220468472E-09
26697,5.374097563738749E-09
26698,5.7309192594975588E-09
26699,6.10781925506155E-09
26700,6.5057488234590413E-09
26701,6.9256969719564386E-09
26702,7.3686916809739292E-09
26703,7.835801175590983E-09
26704,8.3281352302695713E-09
26705,8.8468465074297086E-09
26706,9.3931319305176566E-09
26707,9.9682340922132911E-09
26708,1.0573442698428987E-08
26709,1.1210096048758179E-08
26710,1.1879582554037377E-08
26711,1.2583342291691044E-08
26712,1.3322868599534194E-08
26713,1.4099709708712808E-08
26714,1.4915470416467342E-08
26715,1.577181379940986E-08
26716,1.6670462968009725E-08
26717,1.7613202862988353E-08
26718,1.8601882094327097E-08
26719,1.9638414823597713E-08
26720,2.0724782690328552E-08
26721,2.1863036783123918E-08
26722,2.3055299656257893E-08
26723,2.4303767392467868E-08
26724,2.5610711712676244E-08
26725,2.6978482133372263E-08
26726,2.8409508172389277E-08
26727,2.9906301603815407E-08
26728,3.1471458762778227E-08
26729,3.3107662900847484E-08
26730,3.4817686592800316E-08
26731,3.6604394195497508E-08
26732,3.8470744359620396E-08
26733,4.0419792595018345E-08
26734,4.2454693890420228E-08
26735,4.4578705388262963E-08
26736,4.6795189115390961E-08
26737,4.9107614770381688E-08
26738,5.1519562568251826E-08
26739,5.4034726143299643E-08
26740,5.6656915510837092E-08
26741,5.9390060088566258E-08
26742,6.223821177835348E-08
26743,6.5205548109151561E-08
26744,6.8296375441822208E-08
26745,7.1515132236604457E-08
26746,7.4866392383978229E-08
26747,7.8354868599663447E-08
26748,8.1985415884497055E-08
26749,8.5763035049925412E-08
26750,8.9692876309844832E-08
26751,9.3780242939520118E-08
26752,9.80305950023074E-08
26753,1.0244955314490096E-07
26754,1.0704290246181997E-07
26755,1.1181659642984478E-07
26756,1.167767609131075E-07
26757,1.2192969823953459E-07
26758,1.2728189134933131E-07
26759,1.3284000801619412E-07
26760,1.38610905141925E-07
26761,1.4460163312511868E-07
26762,1.5081944030457878E-07
26763,1.5727177747812037E-07
26764,1.6396630249739218E-07
26765,1.7091088493935789E-07
26766,1.7811361085505466E-07
26767,1.8558278759623951E-07
26768,1.933269487205246E-07
26769,2.0135485897558937E-07
26770,2.0967551936304521E-07
26771,2.1829817228251588E-07
26772,2.2723230675648195E-07
26773,2.3648766373643118E-07
26774,2.46074241490831E-07
26775,2.5600230107543268E-07
26776,2.6628237188640261E-07
26777,2.7692525729675347E-07
26778,2.8794204037653607E-07
26779,2.99344089697238E-07
26780,3.1114306522081357E-07
26781,3.23350924273754E-07
26782,3.3597992760658647E-07
26783,3.4904264553917371E-07
26784,3.6255196419216785E-07
26785,3.7652109180494661E-07
26786,3.9096356514034189E-07
26787,4.05893255976455E-07
26788,4.2132437768581924E-07
26789,4.3727149190216178E-07
26790,4.537495152749805E-07
26791,4.7077372631213989E-07
26792,4.883597723106535E-07
26793,5.0652367637581322E-07
26794,5.252818445287786E-07
26795,5.4465107290272507E-07
26796,5.6464855502763743E-07
26797,5.8529188920377023E-07
26798,6.06599085963811E-07
26799,6.2858857562372453E-07
26800,6.5127921592224048E-07
26801,6.74690299748914E-07
26802,6.9884156296065774E-07
26803,7.2375319228661783E-07
26804,7.4944583332122147E-07
26805,7.7594059860521833E-07
26806,8.03259075794466E-07
26807,8.3142333591622351E-07
26808,8.60455941712632E-07
26809,8.9037995607107878E-07
26810,9.2121895054106611E-07
26811,9.5299701393718053E-07
26812,9.857387610277427E-07
26813,1.0194693413086567E-06
26814,1.0542144478619337E-06
26815,1.0900003262983706E-06
26816,1.1268537837837733E-06
26817,1.1648021981481037E-06
26818,1.20387352707689E-06
26819,1.244096317384177E-06
26820,1.2854997143662971E-06
26821,1.3281134712356392E-06
26822,1.3719679586336024E-06
26823,1.417094174221857E-06
26824,1.4635237523509927E-06
26825,1.5112889738055952E-06
26826,1.5604227756247296E-06
26827,1.6109587609968055E-06
26828,1.6629312092277034E-06
26829,1.7163750857810232E-06
26830,1.7713260523892772E-06
26831,1.8278204772347784E-06
26832,1.8858954451989432E-06
26833,1.9455887681786591E-06
26834,2.00693899546839E-06
26835,2.0699854242064975E-06
26836,2.1347681098843915E-06
26837,2.2013278769169342E-06
26838,2.2697063292724715E-06
26839,2.3399458611609846E-06
26840,2.4120896677785368E-06
26841,2.48618175610637E-06
26842,2.562266955762857E-06
26843,2.6403909299064063E-06
26844,2.7206001861875211E-06
26845,2.802942087747962E-06
26846,2.88746486426511E-06
26847,2.9742176230394128E-06
26848,3.0632503601228231E-06
26849,3.1546139714860578E-06
26850,3.2483602642224981E-06
26851,3.3445419677863771E-06
26852,3.4432127452630172E-06
26853,3.5444272046686757E-06
26854,3.648240910277535E-06
26855,3.7547103939734278E-06
26856,3.8638931666236419E-06
26857,3.9758477294722733E-06
26858,4.0906335855503957E-06
26859,4.2083112511003576E-06
26860,4.328942267011442E-06
26861,4.4525892102639693E-06
26862,4.5793157053790744E-06
26863,4.7091864358710368E-06
26864,4.8422671556993305E-06
26865,4.9786247007171967E-06
26866,5.1183270001136433E-06
26867,5.2614430878456864E-06
26868,5.4080431140576474E-06
26869,5.5581983564841343E-06
26870,5.7119812318333177E-06
26871,5.8694653071472286E-06
26872,6.0307253111354716E-06
26873,6.1958371454788476E-06
26874,6.3648778960994113E-06
26875,6.5379258443930926E-06
26876,6.7150604784214991E-06
26877,6.8963625040587723E-06
26878,7.0819138560900821E-06
26879,7.2717977092575E-06
