PolicyName,StoreID,ProductID,SupplierID,Quantity,OrderTimestamp,ETA,ConfidenceInterval,Fulfilled
s_Q_perishable,2,10_1,3,195,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,1_1,1,347,2017-01-02,2017-01-04,1,False
s_Q_perishable,2,2_1,1,1501,2017-01-02,2017-01-05,1,False
s_Q_perishable,2,3_1,1,1674,2017-01-02,2017-01-03,1,False
s_Q_perishable,2,4_1,1,7134,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,5_1,2,132,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,6_1,2,118,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,7_1,2,49,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,8_1,2,330,2017-01-02,2017-01-05,0,False
s_Q_perishable,2,9_1,3,170,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,10_1,3,195,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,1_1,1,347,2017-01-02,2017-01-04,1,False
s_Q_perishable,2,2_1,1,1501,2017-01-02,2017-01-05,1,False
s_Q_perishable,2,3_1,1,1674,2017-01-02,2017-01-03,1,False
s_Q_perishable,2,4_1,1,7134,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,5_1,2,132,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,6_1,2,118,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,7_1,2,49,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,8_1,2,330,2017-01-02,2017-01-05,0,False
s_Q_perishable,2,9_1,3,170,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,10_1,3,195,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,1_1,1,347,2017-01-02,2017-01-04,1,False
s_Q_perishable,2,2_1,1,1501,2017-01-02,2017-01-05,1,False
s_Q_perishable,2,3_1,1,1674,2017-01-02,2017-01-03,1,False
s_Q_perishable,2,4_1,1,7134,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,5_1,2,132,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,6_1,2,118,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,7_1,2,49,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,8_1,2,330,2017-01-02,2017-01-05,0,False
s_Q_perishable,2,9_1,3,170,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,10_1,3,195,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,1_1,1,347,2017-01-02,2017-01-04,1,False
s_Q_perishable,2,2_1,1,1501,2017-01-02,2017-01-05,1,False
s_Q_perishable,2,3_1,1,1674,2017-01-02,2017-01-03,1,False
s_Q_perishable,2,4_1,1,7134,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,5_1,2,132,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,6_1,2,118,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,7_1,2,49,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,8_1,2,330,2017-01-02,2017-01-05,0,False
s_Q_perishable,2,9_1,3,170,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,10_1,3,195,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,1_1,1,347,2017-01-02,2017-01-04,1,False
s_Q_perishable,2,2_1,1,1501,2017-01-02,2017-01-05,1,False
s_Q_perishable,2,3_1,1,1674,2017-01-02,2017-01-03,1,False
s_Q_perishable,2,4_1,1,7134,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,5_1,2,132,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,6_1,2,118,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,7_1,2,49,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,8_1,2,330,2017-01-02,2017-01-05,0,False
s_Q_perishable,2,9_1,3,170,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,10_1,3,195,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,1_1,1,347,2017-01-02,2017-01-04,1,False
s_Q_perishable,2,2_1,1,1501,2017-01-02,2017-01-05,1,False
s_Q_perishable,2,3_1,1,1674,2017-01-02,2017-01-03,1,False
s_Q_perishable,2,4_1,1,7134,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,5_1,2,132,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,6_1,2,118,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,7_1,2,49,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,8_1,2,330,2017-01-02,2017-01-05,0,False
s_Q_perishable,2,9_1,3,170,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,10_1,3,195,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,1_1,1,347,2017-01-02,2017-01-04,1,False
s_Q_perishable,2,2_1,1,1501,2017-01-02,2017-01-05,1,False
s_Q_perishable,2,3_1,1,1674,2017-01-02,2017-01-03,1,False
s_Q_perishable,2,4_1,1,7134,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,5_1,2,132,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,6_1,2,118,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,7_1,2,49,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,8_1,2,330,2017-01-02,2017-01-05,0,False
s_Q_perishable,2,9_1,3,170,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,10_1,3,195,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,1_1,1,347,2017-01-02,2017-01-04,1,False
s_Q_perishable,2,2_1,1,1501,2017-01-02,2017-01-05,1,False
s_Q_perishable,2,3_1,1,1674,2017-01-02,2017-01-03,1,False
s_Q_perishable,2,4_1,1,7134,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,5_1,2,132,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,6_1,2,118,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,7_1,2,49,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,8_1,2,330,2017-01-02,2017-01-05,0,False
s_Q_perishable,2,9_1,3,170,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,10_1,3,195,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,1_1,1,347,2017-01-02,2017-01-04,1,False
s_Q_perishable,2,2_1,1,1501,2017-01-02,2017-01-05,1,False
s_Q_perishable,2,3_1,1,1674,2017-01-02,2017-01-03,1,False
s_Q_perishable,2,4_1,1,7134,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,5_1,2,132,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,6_1,2,118,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,7_1,2,49,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,8_1,2,330,2017-01-02,2017-01-05,0,False
s_Q_perishable,2,9_1,3,170,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,10_1,3,195,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,1_1,1,347,2017-01-02,2017-01-04,1,False
s_Q_perishable,2,2_1,1,1501,2017-01-02,2017-01-05,1,False
s_Q_perishable,2,3_1,1,1674,2017-01-02,2017-01-03,1,False
s_Q_perishable,2,4_1,1,7134,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,5_1,2,132,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,6_1,2,118,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,7_1,2,49,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,8_1,2,330,2017-01-02,2017-01-05,0,False
s_Q_perishable,2,9_1,3,170,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,10_1,3,195,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,1_1,1,347,2017-01-02,2017-01-04,1,False
s_Q_perishable,2,2_1,1,1501,2017-01-02,2017-01-05,1,True
s_Q_perishable,2,3_1,1,1674,2017-01-02,2017-01-03,1,False
s_Q_perishable,2,4_1,1,7134,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,5_1,2,132,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,6_1,2,118,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,7_1,2,49,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,8_1,2,330,2017-01-02,2017-01-05,0,True
s_Q_perishable,2,9_1,3,170,2017-01-02,2017-01-04,0,False
s_Q_perishable,2,10_1,3,195,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,1_1,1,347,2017-01-02,2017-01-04,1,True
s_Q_perishable,2,2_1,1,1501,2017-01-02,2017-01-05,1,True
s_Q_perishable,2,3_1,1,1674,2017-01-02,2017-01-03,1,False
s_Q_perishable,2,4_1,1,7134,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,5_1,2,132,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,6_1,2,118,2017-01-02,2017-01-04,0,True
s_Q_perishable,2,7_1,2,49,2017-01-02,2017-01-03,0,False
s_Q_perishable,2,8_1,2,330,2017-01-02,2017-01-05,0,True
s_Q_perishable,2,9_1,3,170,2017-01-02,2017-01-04,0,True
s_Q_perishable,2,10_1,3,195,2017-01-02,2017-01-03,0,True
s_Q_perishable,2,1_1,1,347,2017-01-02,2017-01-04,1,True
s_Q_perishable,2,2_1,1,1501,2017-01-02,2017-01-05,1,True
s_Q_perishable,2,3_1,1,1674,2017-01-02,2017-01-03,1,True
s_Q_perishable,2,4_1,1,7134,2017-01-02,2017-01-03,0,True
s_Q_perishable,2,5_1,2,132,2017-01-02,2017-01-03,0,True
s_Q_perishable,2,6_1,2,118,2017-01-02,2017-01-04,0,True
s_Q_perishable,2,7_1,2,49,2017-01-02,2017-01-03,0,True
s_Q_perishable,2,8_1,2,330,2017-01-02,2017-01-05,0,True
s_Q_perishable,2,9_1,3,170,2017-01-02,2017-01-04,0,True
s_Q_perishable,2,10_1,3,195,2017-01-02,2017-01-03,0,True
s_Q_perishable,2,1_1,1,347,2017-01-02,2017-01-04,1,True
s_Q_perishable,2,2_1,1,1501,2017-01-02,2017-01-05,1,True
s_Q_perishable,2,3_1,1,1674,2017-01-02,2017-01-03,1,True
s_Q_perishable,2,4_1,1,7134,2017-01-02,2017-01-03,0,True
s_Q_perishable,2,5_1,2,132,2017-01-02,2017-01-03,0,True
s_Q_perishable,2,6_1,2,118,2017-01-02,2017-01-04,0,True
s_Q_perishable,2,7_1,2,49,2017-01-02,2017-01-03,0,True
s_Q_perishable,2,8_1,2,330,2017-01-02,2017-01-05,0,True
s_Q_perishable,2,9_1,3,170,2017-01-02,2017-01-04,0,True
