big_demand,prob_lead_demand
2014,0.0092322018078876463
2015,0.0092239733443454219
2016,0.0092111166066554343
2017,0.0091936526335378039
2018,0.0091716091694712121
2019,0.0091450205924074931
2020,0.0091139278258404247
2021,0.0090776592759012932
2022,0.0090369781629499046
2023,0.0089919418421440123
2024,0.0089426137076780154
2025,0.008889063038239494
2026,0.0088313648297466824
2027,0.0087695996159695717
2028,0.008703853277671373
2029,0.008634216840937365
2030,0.00856078626538509
2031,0.0084836622229738125
2032,0.0084029498681516424
2033,0.0083187586000953977
2034,0.0082312018178120859
2035,0.0081403966688807713
2036,0.0080464637926205423
2037,0.0079495270584732745
2038,0.0078497133003902885
2039,0.0077471520480087309
2040,0.0076419752553971562
2041,0.0075343170281410767
2042,0.0074243133495266178
2043,0.0073121018065664158
2044,0.0071978213165943923
2045,0.007081611855136687
2046,0.0069636141857445126
2047,0.0068439695924511759
2048,0.006722819615490293
2049,0.0066003057908854967
2050,0.0064765693944937473
2051,0.0063517511910554433
2052,0.0062259911887741033
2053,0.0060994283999178988
2054,0.0059722006079037373
2055,0.0058444441412931871
2056,0.0057162936550974926
2057,0.0055878819197574762
2058,0.0054593396181320565
2059,0.0053307951507984494
2060,0.0052023744499355186
2061,0.0050742008020323278
2062,0.0049463946796337137
2063,0.0048190735823061236
2064,0.004692351886979044
2065,0.0045663407077902356
2066,0.0044411477655366786
2067,0.00431687726680823
2068,0.004193629792856716
2069,0.00407150219822984
2070,0.0039505875191775354
2071,0.0038309748918166249
2072,0.003712749480019819
2073,0.0035959924129755814
2074,0.0034807807323468032
2075,0.0033671873489387882
2076,0.0032552810087698144
2077,0.0031451262684215964
2078,0.0030367834795314995
2079,0.0029303087822730237
2080,0.0028257541076570987
2081,0.0027231671884726237
2082,0.0026225915786712772
2083,0.0025240666809884542
2084,0.0024276277825797518
2085,0.0023333060984398407
2086,0.0022411288223586003
2087,0.0021511191851579336
2088,0.0020632965199406071
2089,0.001977676334072274
2090,0.0018942703876061941
2091,0.0018130867778502517
2092,0.0017341300297655927
2093,0.0016574011918766012
2094,0.0015828979373626339
2095,0.0015106146699933611
2096,0.0014405426345614695
2097,0.0013726700314585936
2098,0.0013069821350342023
2099,0.0012434614153704229
2100,0.0011820876631010939
2101,0.0011228381168986643
2102,0.0010656875932494121
2103,0.00101060861813508
2104,0.00095757156023774665
2105,0.00090654476528478206
2106,0.00085749469115164838
2107,0.00081038604334308852
2108,0.000765181910476235
2109,0.00072184389939483
2110,0.00068033226954947157
2111,0.00064060606628657611
2112,0.00060262325269781747
2113,0.00056634083969163114
2114,0.00053171501396026349
2115,0.00049870126352819129
2116,0.00046725450058196369
2117,0.00043732918129650225
2118,0.00040887942238864811
2119,0.00038185911414643852
2120,0.00035622202970005042
2121,0.00033192193031945228
2122,0.0003089126665430683
2123,0.00028714827496200378
2124,0.00026658307050483085
2125,0.00024717173408871426
2126,0.00022886939552413713
2127,0.00021163171158117852
2128,0.00019541493914708783
2129,0.00018017600342555557
2130,0.00016587256114921381
2131,0.00015246305879707778
2132,0.0001399067858288974
2133,0.0001281639229676057
2134,0.00011719558557977284
2135,0.00010696386222187983
2136,9.743184843725037E-05
2137,8.8563675904510149E-05
2138,8.0324537053577457E-05
2139,7.2680705278949353E-05
2140,6.55995508930873E-05
2141,5.904955297403147E-05
2142,5.3000307272156857E-05
2143,4.7422530349768673E-05
2144,4.2288060135402557E-05
2145,3.75698530812913E-05
2146,3.3241978117859848E-05
2147,2.9279607603303214E-05
2148,2.5659005469353546E-05
2149,2.2357512766033867E-05
2150,1.9353530808992026E-05
2151,1.6626502132526839E-05
2152,1.4156889449977842E-05
2153,1.1926152820729245E-05
2154,9.9167252197533972E-06
2155,8.111986701368862E-06
2156,6.4962373439639152E-06
2157,5.0546691566970018E-06
2158,3.7733371229129665E-06
2159,2.6391295480421203E-06
2160,1.6397378724655364E-06
2161,7.6362610192530812E-07
