PolicyName,StoreID,ProductID,SupplierID,Quantity,OrderTimestamp,ETA,ConfidenceInterval,Fulfilled
Sim,2,14_1,4.0,6536,2017-01-01 07:00:00,2017-01-04 07:00:00,0,False
Sim,2,10_1,3.0,112,2017-01-01 07:00:00,2017-01-02 07:00:00,0,False
Sim,2,8_1,2.0,78,2017-01-01 07:00:00,2017-01-04 07:00:00,0,False
Sim,2,17_1,5.0,574,2017-01-01 07:00:00,2017-01-03 07:00:00,0,False
Sim,2,16_1,4.0,376,2017-01-01 07:00:00,2017-01-04 07:00:00,1,False
Sim,2,20_1,5.0,238,2017-01-01 07:00:00,2017-01-03 07:00:00,1,False
Sim,2,4_1,1.0,6960,2017-01-01 07:00:00,2017-01-02 07:00:00,0,False
Sim,2,2_1,1.0,315,2017-01-01 07:00:00,2017-01-04 07:00:00,1,False
Sim,2,11_1,3.0,220,2017-01-01 07:00:00,2017-01-02 07:00:00,1,False
Sim,2,14_1,4,6384,2017-01-03 07:00:00,2017-01-06 07:00:00,0,False
Sim,2,5_1,2,44,2017-01-03 07:00:00,2017-01-04 07:00:00,0,False
Sim,2,13_1,4,160,2017-01-03 07:00:00,2017-01-05 07:00:00,0,False
Sim,2,12_1,3,2080,2017-01-03 07:00:00,2017-01-06 07:00:00,0,False
Sim,2,3_1,1,1638,2017-01-03 07:00:00,2017-01-04 07:00:00,1,False
Sim,2,17_1,5,560,2017-01-03 07:00:00,2017-01-05 07:00:00,0,False
Sim,2,15_1,4,132,2017-01-03 07:00:00,2017-01-06 07:00:00,0,False
Sim,2,18_1,5,32,2017-01-03 07:00:00,2017-01-04 07:00:00,0,False
Sim,2,17_1,5,518,2017-01-05 07:00:00,2017-01-07 07:00:00,0,False
Sim,2,14_1,4,6632,2017-01-05 07:00:00,2017-01-08 07:00:00,0,False
Sim,2,3_1,1,1652,2017-01-06 07:00:00,2017-01-07 07:00:00,1,False
Sim,2,11_1,3,360,2017-01-06 07:00:00,2017-01-07 07:00:00,1,False
Sim,2,12_1,3,2430,2017-01-06 07:00:00,2017-01-09 07:00:00,0,False
Sim,2,4_1,1,6740,2017-01-06 07:00:00,2017-01-07 07:00:00,0,False
Sim,2,9_1,3,38,2017-01-06 07:00:00,2017-01-08 07:00:00,0,False
Sim,2,16_1,4,528,2017-01-06 07:00:00,2017-01-09 07:00:00,1,False
Sim,2,19_1,5,13,2017-01-06 07:00:00,2017-01-08 07:00:00,1,False
Sim,2,15_1,4,126,2017-01-06 07:00:00,2017-01-09 07:00:00,0,False
