PolicyName,StoreID,ProductID,SupplierID,Quantity,OrderTimestamp,ETA,ConfidenceInterval,Fulfilled
Sim,1,20_1,5.0,450,2017-01-01 07:00:00,2017-01-03 07:00:00,0,False
Sim,1,16_1,4.0,1020,2017-01-01 07:00:00,2017-01-04 07:00:00,0,False
Sim,1,4_1,1.0,3765,2017-01-01 07:00:00,2017-01-02 07:00:00,0,False
Sim,1,2_1,1.0,45,2017-01-01 07:00:00,2017-01-04 07:00:00,0,False
Sim,1,19_1,5.0,1003,2017-01-01 07:00:00,2017-01-02 07:00:00,0,False
Sim,1,1_1,1.0,117,2017-01-01 07:00:00,2017-01-03 07:00:00,0,False
Sim,1,9_1,3.0,80,2017-01-01 07:00:00,2017-01-04 07:00:00,0,False
Sim,1,19_1,5,680,2017-01-02 07:00:00,2017-01-03 07:00:00,0,False
Sim,1,1_1,1,78,2017-01-02 07:00:00,2017-01-04 07:00:00,0,False
Sim,1,9_1,3,60,2017-01-02 07:00:00,2017-01-05 07:00:00,0,False
Sim,1,18_1,5,48,2017-01-03 07:00:00,2017-01-06 07:00:00,0,False
Sim,1,9_1,3,40,2017-01-03 07:00:00,2017-01-06 07:00:00,0,False
Sim,1,8_1,2,836,2017-01-03 07:00:00,2017-01-06 07:00:00,0,False
Sim,1,1_1,1,130,2017-01-03 07:00:00,2017-01-05 07:00:00,0,False
Sim,1,5_1,2,64,2017-01-03 07:00:00,2017-01-05 07:00:00,0,False
Sim,1,19_1,5,680,2017-01-03 07:00:00,2017-01-04 07:00:00,0,False
Sim,1,9_1,3,60,2017-01-04 07:00:00,2017-01-07 07:00:00,0,False
Sim,1,1_1,1,91,2017-01-04 07:00:00,2017-01-06 07:00:00,0,False
Sim,1,19_1,5,629,2017-01-04 07:00:00,2017-01-05 07:00:00,0,False
Sim,1,1_1,1,78,2017-01-05 07:00:00,2017-01-07 07:00:00,0,False
Sim,1,19_1,5,680,2017-01-05 07:00:00,2017-01-06 07:00:00,0,False
Sim,1,9_1,3,60,2017-01-05 07:00:00,2017-01-08 07:00:00,0,False
Sim,1,3_1,1,38,2017-01-06 07:00:00,2017-01-08 07:00:00,0,False
Sim,1,10_1,3,510,2017-01-06 07:00:00,2017-01-08 07:00:00,0,False
Sim,1,1_1,1,104,2017-01-06 07:00:00,2017-01-08 07:00:00,0,False
Sim,1,20_1,5,490,2017-01-06 07:00:00,2017-01-08 07:00:00,0,False
Sim,1,14_1,4,147,2017-01-06 07:00:00,2017-01-09 07:00:00,1,False
Sim,1,4_1,1,3450,2017-01-06 07:00:00,2017-01-07 07:00:00,0,False
Sim,1,9_1,3,70,2017-01-06 07:00:00,2017-01-09 07:00:00,0,False
Sim,1,15_1,4,180,2017-01-06 07:00:00,2017-01-07 07:00:00,1,False
Sim,1,12_1,3,366,2017-01-06 07:00:00,2017-01-09 07:00:00,1,False
Sim,1,19_1,5,969,2017-01-06 07:00:00,2017-01-07 07:00:00,0,False
Sim,1,2_1,1,30,2017-01-06 07:00:00,2017-01-09 07:00:00,0,False
Sim,1,17_1,5,8,2017-01-06 07:00:00,2017-01-09 07:00:00,1,False
Sim,1,7_1,2,11298,2017-01-07 07:00:00,2017-01-09 07:00:00,1,False
Sim,1,9_1,3,100,2017-01-07 07:00:00,2017-01-10 07:00:00,0,False
Sim,1,8_1,2,748,2017-01-07 07:00:00,2017-01-10 07:00:00,0,False
Sim,1,5_1,2,48,2017-01-07 07:00:00,2017-01-09 07:00:00,0,False
Sim,1,1_1,1,182,2017-01-07 07:00:00,2017-01-09 07:00:00,0,False
Sim,1,6_1,2,80,2017-01-07 07:00:00,2017-01-08 07:00:00,1,False
Sim,1,19_1,5,833,2017-01-07 07:00:00,2017-01-08 07:00:00,0,False
Sim,1,13_1,4,51,2017-01-07 07:00:00,2017-01-10 07:00:00,0,False
