s_Q,prob_lead_lifetime
16043,3.8297926965740149E-18
16044,4.5261061430662117E-18
16045,5.339029833498123E-18
16046,6.2865217940167208E-18
16047,7.389079344116289E-18
16048,8.670068321867865E-18
16049,1.0156091394969754E-17
16050,1.1877399700709429E-17
16051,1.3868352478411111E-17
16052,1.6167929816378138E-17
16053,1.8820304134833883E-17
16054,2.1875476570258341E-17
16055,2.5389985018394055E-17
16056,2.9427691236899782E-17
16057,3.4060655108288173E-17
16058,3.9370104923813951E-17
16059,4.5447513374118646E-17
16060,5.2395789827758266E-17
16061,6.0330600449669527E-17
16062,6.9381828763977958E-17
16063,7.969519040552722E-17
16064,9.1434017038754957E-17
16065,1.0478122575814963E-16
16066,1.1994149172907255E-16
16067,1.3714364338931054E-16
16068,1.5664330121896645E-16
16069,1.7872578290840832E-16
16070,2.0370929972079648E-16
16071,2.3194847096766114E-16
16072,2.6383818580424941E-16
16073,2.9981784401777918E-16
16074,3.4037601013896278E-16
16075,3.8605551806863394E-16
16076,4.3745906649134823E-16
16077,4.9525534866161389E-16
16078,5.6018576371213262E-16
16079,6.3307176046424408E-16
16080,7.1482286883691958E-16
16081,8.06445478371506E-16
16082,9.0905242813551227E-16
16083,1.0238734773618862E-15
16084,1.1522667316435344E-15
16085,1.2957311053608177E-15
16086,1.4559199072983966E-15
16087,1.6346556431345694E-15
16088,1.833946135690333E-15
16089,2.0560020715375995E-15
16090,2.303256090818994E-15
16091,2.5783835459599424E-15
16092,2.88432506439386E-15
16093,3.2243110605117833E-15
16094,3.6018883528294975E-15
16095,4.0209490538812976E-15
16096,4.4857619126453348E-15
16097,5.0010063024293045E-15
16098,5.57180906114751E-15
16099,6.2037844058548184E-15
16100,6.9030771593259916E-15
16101,7.67640954343988E-15
16102,8.5311318122097531E-15
16103,9.4752770165597154E-15
16104,1.0517620213452262E-14
16105,1.1667742453796939E-14
16106,1.293609990679196E-14
16107,1.4334098503050857E-14
16108,1.5874174505129826E-14
16109,1.7569881441988832E-14
16110,1.9435983873585072E-14
16111,2.1488558483309722E-14
16112,2.3745103029443976E-14
16113,2.6224653722335908E-14
16114,2.8947911631702442E-14
16115,3.1937378768460854E-14
16116,3.5217504527918474E-14
16117,3.8814843226131579E-14
16118,4.275822350892333E-14
16119,4.7078930463573912E-14
16120,5.1810901316715951E-14
16121,5.6990935658646571E-14
16122,6.26589211942728E-14
16123,6.8858076084415023E-14
16124,7.56352090083905E-14
16125,8.3040998149876708E-14
16126,9.1130290383218881E-14
16127,9.9962422016804028E-14
16128,1.0960156253410323E-13
16129,1.2011708286171079E-13
16130,1.3158394978743055E-13
16131,1.4408314825042478E-13
16132,1.5770213332991934E-13
16133,1.7253531386922091E-13
16134,1.8868456978814403E-13
16135,2.0625980525965931E-13
16136,2.2537954005598575E-13
16137,2.4617154150577467E-13
16138,2.6877349964782596E-13
16139,2.9333374831828428E-13
16140,3.2001203506786638E-13
16141,3.4898034297374692E-13
16142,3.804237675876973E-13
16143,4.145414524483395E-13
16144,4.51547586781385E-13
16145,4.916724692179459E-13
16146,5.3516364157788379E-13
16147,5.8228709699322652E-13
16148,6.3332856688641122E-13
16149,6.8859489157008252E-13
16150,7.4841547949989724E-13
16151,8.1314386048988277E-13
16152,8.8315933849193583E-13
16153,9.588687498476655E-13
16154,1.04070833324264E-12
16155,1.1291457179308438E-12
16156,1.2246820371515029E-12
16157,1.3278541740321056E-12
16158,1.439237147661224E-12
16159,1.5594466474233218E-12
16160,1.6891417241160521E-12
16161,1.8290276468193316E-12
16162,1.9798589349556346E-12
16163,2.1424425754734561E-12
16164,2.3176414356014919E-12
16165,2.5063778821610339E-12
16166,2.7096376189890126E-12
16167,2.9284737546155072E-12
16168,3.1640111129579877E-12
16169,3.4174508004416036E-12
16170,3.6900750436313421E-12
16171,3.9832523121690956E-12
16172,4.2984427425480211E-12
16173,4.6372038790289095E-12
16174,5.001196748810473E-12
16175,5.3921922894082552E-12
16176,5.8120781470771845E-12
16177,6.2628658660317696E-12
16178,6.74669848917713E-12
16179,7.265858592065097E-12
16180,7.8227767728339287E-12
16181,8.42004062197964E-12
16182,9.0604041969428726E-12
16183,9.7467980276797834E-12
16184,1.0482339680620136E-11
16185,1.1270344909702462E-11
16186,1.2114339424516861E-11
16187,1.3018071306982773E-11
16188,1.3985524109443475E-11
16189,1.5020930668573623E-11
16190,1.6128787671073121E-11
16191,1.7313871008761211E-11
16192,1.8581251962392829E-11
16193,1.9936314255295311E-11
16194,2.1384772019771878E-11
16195,2.2932688721139437E-11
16196,2.458649708626642E-11
16197,2.6353020085552848E-11
16198,2.8239493019453122E-11
16199,3.0253586762884052E-11
16200,3.2403432223190593E-11
