PolicyName,StoreID,ProductID,SupplierID,Quantity,OrderTimestamp,ETA,ConfidenceInterval,Fulfilled
s_Q,6,11_1,3,333,2017-01-02,2017-01-03,1,False
s_Q,6,20_1,5,38,2017-01-12,2017-01-13,0,False
s_Q,6,20_1,5,43,2017-01-04,2017-01-05,0,False
s_Q,6,20_1,5,43,2017-01-06,2017-01-07,0,False
s_Q,6,20_1,5,43,2017-01-08,2017-01-09,0,False
s_Q,6,20_1,5,38,2017-01-10,2017-01-11,0,False
s_Q,6,13_1,4,50,2017-01-09,2017-01-11,0,False
s_Q,6,12_1,3,1591,2017-01-02,2017-01-05,1,False
s_Q,6,14_1,4,133,2017-01-02,2017-01-05,0,False
s_Q,6,15_1,4,62,2017-01-02,2017-01-03,0,False
s_Q,6,16_1,4,44,2017-01-02,2017-01-03,1,False
s_Q,6,17_1,5,441,2017-01-02,2017-01-04,1,False
s_Q,6,18_1,5,75,2017-01-02,2017-01-05,0,False
s_Q,6,19_1,5,569,2017-01-02,2017-01-03,0,False
s_Q,6,20_1,5,283,2017-01-02,2017-01-03,0,False
s_Q,6,11_1,3,333,2017-01-02,2017-01-03,1,False
s_Q,6,20_1,5,38,2017-01-12,2017-01-13,0,False
s_Q,6,20_1,5,43,2017-01-04,2017-01-05,0,False
s_Q,6,20_1,5,43,2017-01-06,2017-01-07,0,False
s_Q,6,20_1,5,43,2017-01-08,2017-01-09,0,False
s_Q,6,20_1,5,38,2017-01-10,2017-01-11,0,False
s_Q,6,13_1,4,50,2017-01-09,2017-01-11,0,False
s_Q,6,12_1,3,1591,2017-01-02,2017-01-05,1,False
s_Q,6,14_1,4,133,2017-01-02,2017-01-05,0,False
s_Q,6,15_1,4,62,2017-01-02,2017-01-03,0,False
s_Q,6,16_1,4,44,2017-01-02,2017-01-03,1,False
s_Q,6,17_1,5,441,2017-01-02,2017-01-04,1,False
s_Q,6,18_1,5,75,2017-01-02,2017-01-05,0,False
s_Q,6,19_1,5,569,2017-01-02,2017-01-03,0,False
s_Q,6,20_1,5,283,2017-01-02,2017-01-03,0,False
s_Q,6,11_1,3,333,2017-01-02,2017-01-03,1,False
s_Q,6,20_1,5,38,2017-01-12,2017-01-13,0,True
s_Q,6,20_1,5,43,2017-01-04,2017-01-05,0,False
s_Q,6,20_1,5,43,2017-01-06,2017-01-07,0,False
s_Q,6,20_1,5,43,2017-01-08,2017-01-09,0,False
s_Q,6,20_1,5,38,2017-01-10,2017-01-11,0,False
s_Q,6,13_1,4,50,2017-01-09,2017-01-11,0,False
s_Q,6,12_1,3,1591,2017-01-02,2017-01-05,1,False
s_Q,6,14_1,4,133,2017-01-02,2017-01-05,0,False
s_Q,6,15_1,4,62,2017-01-02,2017-01-03,0,False
s_Q,6,16_1,4,44,2017-01-02,2017-01-03,1,False
s_Q,6,17_1,5,441,2017-01-02,2017-01-04,1,False
s_Q,6,18_1,5,75,2017-01-02,2017-01-05,0,False
s_Q,6,19_1,5,569,2017-01-02,2017-01-03,0,False
s_Q,6,20_1,5,283,2017-01-02,2017-01-03,0,False
s_Q,6,11_1,3,333,2017-01-02,2017-01-03,1,False
s_Q,6,20_1,5,38,2017-01-12,2017-01-13,0,True
s_Q,6,20_1,5,43,2017-01-04,2017-01-05,0,False
s_Q,6,20_1,5,43,2017-01-06,2017-01-07,0,False
s_Q,6,20_1,5,43,2017-01-08,2017-01-09,0,False
s_Q,6,20_1,5,38,2017-01-10,2017-01-11,0,False
s_Q,6,13_1,4,50,2017-01-09,2017-01-11,0,False
