StoreID,ProductID,TransactionDateTime,Units,Price
5,20_1,2017-01-08 07:00:55,1,5.97
5,20_1,2017-01-08 07:02:01,1,5.97
5,8_1,2017-01-08 07:02:04,1,21.7
5,12_1,2017-01-08 07:02:24,1,22.43
5,16_1,2017-01-08 07:02:34,1,5.52
5,14_1,2017-01-08 07:02:35,1,8.29
5,4_1,2017-01-08 07:03:29,1,9.74
5,2_1,2017-01-08 07:03:39,1,11.95
5,19_1,2017-01-08 07:03:54,1,9.63
5,2_1,2017-01-08 07:04:08,1,11.95
5,4_1,2017-01-08 07:04:27,1,9.74
5,14_1,2017-01-08 07:06:06,1,8.29
5,2_1,2017-01-08 07:07:07,1,11.95
5,2_1,2017-01-08 07:07:42,1,11.95
5,20_1,2017-01-08 07:07:58,1,5.97
5,14_1,2017-01-08 07:08:00,1,8.29
5,5_1,2017-01-08 07:09:16,1,8.04
5,2_1,2017-01-08 07:09:33,1,11.95
5,20_1,2017-01-08 07:09:37,1,5.97
5,19_1,2017-01-08 07:09:42,1,9.63
5,14_1,2017-01-08 07:10:20,1,8.29
5,16_1,2017-01-08 07:10:37,1,5.52
5,5_1,2017-01-08 07:11:45,1,8.04
5,14_1,2017-01-08 07:11:46,1,8.29
5,4_1,2017-01-08 07:11:55,1,9.74
5,17_1,2017-01-08 07:11:55,1,7.93
5,4_1,2017-01-08 07:12:36,1,9.74
5,4_1,2017-01-08 07:12:54,1,9.74
5,12_1,2017-01-08 07:12:59,1,22.43
5,14_1,2017-01-08 07:13:46,1,8.29
5,16_1,2017-01-08 07:14:19,1,5.52
5,20_1,2017-01-08 07:14:20,1,5.97
5,16_1,2017-01-08 07:14:21,1,5.52
5,14_1,2017-01-08 07:14:31,1,8.29
5,16_1,2017-01-08 07:14:49,1,5.52
5,4_1,2017-01-08 07:15:00,1,9.74
5,14_1,2017-01-08 07:15:08,1,8.29
5,4_1,2017-01-08 07:15:26,1,9.74
5,17_1,2017-01-08 07:15:52,1,7.93
5,20_1,2017-01-08 07:16:53,1,5.97
5,2_1,2017-01-08 07:16:58,1,11.95
5,20_1,2017-01-08 07:17:23,1,5.97
5,20_1,2017-01-08 07:17:48,1,5.97
5,8_1,2017-01-08 07:18:18,1,21.7
5,19_1,2017-01-08 07:18:55,1,9.63
5,17_1,2017-01-08 07:19:29,1,7.93
5,20_1,2017-01-08 07:19:44,1,5.97
5,5_1,2017-01-08 07:19:59,1,8.04
5,4_1,2017-01-08 07:20:26,1,9.74
5,17_1,2017-01-08 07:20:29,1,7.93
5,20_1,2017-01-08 07:20:49,1,5.97
5,20_1,2017-01-08 07:21:38,1,5.97
5,14_1,2017-01-08 07:23:40,1,8.29
5,4_1,2017-01-08 07:23:43,1,9.74
5,14_1,2017-01-08 07:24:57,1,8.29
5,14_1,2017-01-08 07:25:01,1,8.29
5,4_1,2017-01-08 07:25:09,1,9.74
5,16_1,2017-01-08 07:25:40,1,5.52
5,20_1,2017-01-08 07:25:41,1,5.97
5,14_1,2017-01-08 07:25:53,1,8.29
5,2_1,2017-01-08 07:26:04,1,11.95
5,20_1,2017-01-08 07:26:14,1,5.97
5,5_1,2017-01-08 07:27:33,1,8.04
5,2_1,2017-01-08 07:28:49,1,11.95
5,4_1,2017-01-08 07:29:23,1,9.74
5,5_1,2017-01-08 07:29:27,1,8.04
5,4_1,2017-01-08 07:29:40,1,9.74
5,5_1,2017-01-08 07:31:01,1,8.04
5,14_1,2017-01-08 07:31:29,1,8.29
