StoreID,ProductID,InventoryDateTime,Units,ExpiryDateTime
1,1_1,2017-01-05 00:00:00,191,2017-01-05 07:00:00
1,1_1,2017-01-05 00:00:00,291,2017-01-05 07:00:00
1,1_1,2017-01-05 00:00:00,291,2017-01-05 07:00:00
1,3_1,2017-01-05 00:00:00,77,2017-01-11 07:00:00
1,3_1,2017-01-05 00:00:00,120,2017-01-11 07:00:00
1,3_1,2017-01-05 00:00:00,120,2017-01-11 07:00:00
1,5_1,2017-01-05 00:00:00,94,2017-01-08 07:00:00
1,5_1,2017-01-05 00:00:00,153,2017-01-08 07:00:00
1,5_1,2017-01-05 00:00:00,153,2017-01-08 07:00:00
1,10_1,2017-01-05 00:00:00,501,2017-01-10 07:00:00
1,10_1,2017-01-05 00:00:00,1651,2017-01-10 07:00:00
1,10_1,2017-01-05 00:00:00,1651,2017-01-10 07:00:00
1,11_1,2017-01-05 00:00:00,35,2017-01-07 07:00:00
1,15_1,2017-01-05 00:00:00,102,2017-01-05 07:00:00
1,19_1,2017-01-05 00:00:00,422,2044-05-21 07:00:00
1,20_1,2017-01-05 00:00:00,544,2017-01-08 07:00:00
1,20_1,2017-01-05 00:00:00,1083,2017-01-08 07:00:00
1,20_1,2017-01-05 00:00:00,1083,2017-01-08 07:00:00
