StoreID,ProductID,InventoryDateTime,Units,ExpiryDateTime
5,2_1,2017-01-10 00:00:00,206,2017-01-11 07:00:00
5,2_1,2017-01-10 00:00:00,383,2017-01-11 07:00:00
5,2_1,2017-01-10 00:00:00,383,2017-01-11 07:00:00
5,8_1,2017-01-10 00:00:00,76,2017-01-10 07:00:00
5,8_1,2017-01-10 00:00:00,195,2017-01-10 07:00:00
5,8_1,2017-01-10 00:00:00,195,2017-01-10 07:00:00
5,14_1,2017-01-10 00:00:00,325,2044-05-23 07:00:00
5,14_1,2017-01-10 00:00:00,713,2044-05-23 07:00:00
5,14_1,2017-01-10 00:00:00,713,2044-05-23 07:00:00
5,16_1,2017-01-10 00:00:00,305,2044-05-23 07:00:00
5,16_1,2017-01-10 00:00:00,892,2044-05-23 07:00:00
5,16_1,2017-01-10 00:00:00,892,2044-05-23 07:00:00
5,17_1,2017-01-10 00:00:00,250,2044-05-23 07:00:00
5,17_1,2017-01-10 00:00:00,338,2044-05-23 07:00:00
5,17_1,2017-01-10 00:00:00,338,2044-05-23 07:00:00
5,19_1,2017-01-10 00:00:00,95,2044-05-23 07:00:00
5,19_1,2017-01-10 00:00:00,232,2044-05-23 07:00:00
5,19_1,2017-01-10 00:00:00,232,2044-05-23 07:00:00
