StoreID,ProductID,InventoryDateTime,Units,ExpiryDateTime
4,1_1,2017-01-06 00:00:00,297,2017-01-06 07:00:00
4,1_1,2017-01-06 00:00:00,398,2017-01-06 07:00:00
4,1_1,2017-01-06 00:00:00,398,2017-01-06 07:00:00
4,1_1,2017-01-06 00:00:00,398,2017-01-06 07:00:00
4,2_1,2017-01-06 00:00:00,96,2017-01-10 07:00:00
4,2_1,2017-01-06 00:00:00,99,2017-01-10 07:00:00
4,3_1,2017-01-06 00:00:00,2,2017-01-10 07:00:00
4,5_1,2017-01-06 00:00:00,2991,2017-01-09 07:00:00
4,5_1,2017-01-06 00:00:00,4666,2017-01-09 07:00:00
4,5_1,2017-01-06 00:00:00,4666,2017-01-09 07:00:00
4,5_1,2017-01-06 00:00:00,4666,2017-01-09 07:00:00
4,7_1,2017-01-06 00:00:00,155,2017-01-11 07:00:00
4,7_1,2017-01-06 00:00:00,208,2017-01-11 07:00:00
4,7_1,2017-01-06 00:00:00,208,2017-01-11 07:00:00
4,7_1,2017-01-06 00:00:00,208,2017-01-11 07:00:00
4,8_1,2017-01-06 00:00:00,27,2017-01-08 07:00:00
4,9_1,2017-01-06 00:00:00,94,2017-01-11 07:00:00
4,9_1,2017-01-06 00:00:00,2178,2017-01-11 07:00:00
4,9_1,2017-01-06 00:00:00,2178,2017-01-11 07:00:00
4,10_1,2017-01-06 00:00:00,537,2017-01-11 07:00:00
4,10_1,2017-01-06 00:00:00,714,2017-01-11 07:00:00
4,10_1,2017-01-06 00:00:00,714,2017-01-11 07:00:00
4,10_1,2017-01-06 00:00:00,714,2017-01-11 07:00:00
4,11_1,2017-01-06 00:00:00,318,2017-01-09 07:00:00
4,11_1,2017-01-06 00:00:00,506,2017-01-09 07:00:00
4,11_1,2017-01-06 00:00:00,506,2017-01-09 07:00:00
4,11_1,2017-01-06 00:00:00,506,2017-01-09 07:00:00
4,12_1,2017-01-06 00:00:00,158,2017-01-08 07:00:00
4,12_1,2017-01-06 00:00:00,159,2017-01-08 07:00:00
4,13_1,2017-01-06 00:00:00,13,2017-01-11 07:00:00
4,13_1,2017-01-06 00:00:00,158,2017-01-11 07:00:00
4,13_1,2017-01-06 00:00:00,158,2017-01-11 07:00:00
4,14_1,2017-01-06 00:00:00,314,2044-05-22 07:00:00
4,14_1,2017-01-06 00:00:00,2091,2044-05-22 07:00:00
4,14_1,2017-01-06 00:00:00,2091,2044-05-22 07:00:00
4,16_1,2017-01-06 00:00:00,156,2044-05-22 07:00:00
4,16_1,2017-01-06 00:00:00,2016,2044-05-22 07:00:00
4,16_1,2017-01-06 00:00:00,2016,2044-05-22 07:00:00
4,17_1,2017-01-06 00:00:00,115,2044-05-23 07:00:00
4,17_1,2017-01-06 00:00:00,161,2044-05-23 07:00:00
4,17_1,2017-01-06 00:00:00,161,2044-05-23 07:00:00
4,17_1,2017-01-06 00:00:00,161,2044-05-23 07:00:00
4,18_1,2017-01-06 00:00:00,7,2017-01-06 07:00:00
4,18_1,2017-01-06 00:00:00,79,2017-01-06 07:00:00
4,18_1,2017-01-06 00:00:00,79,2017-01-06 07:00:00
4,19_1,2017-01-06 00:00:00,198,2044-05-23 07:00:00
4,19_1,2017-01-06 00:00:00,270,2044-05-23 07:00:00
4,19_1,2017-01-06 00:00:00,270,2044-05-23 07:00:00
4,19_1,2017-01-06 00:00:00,270,2044-05-23 07:00:00
4,20_1,2017-01-06 00:00:00,57,2017-01-08 07:00:00
4,20_1,2017-01-06 00:00:00,340,2017-01-08 07:00:00
4,20_1,2017-01-06 00:00:00,340,2017-01-08 07:00:00
