StoreID,ProductID,InventoryDateTime,Units,ExpiryDateTime
1,2_1,2017-01-11 00:00:00,56,2017-01-11 07:00:00
1,2_1,2017-01-11 00:00:00,153,2017-01-11 07:00:00
1,2_1,2017-01-11 00:00:00,153,2017-01-11 07:00:00
1,3_1,2017-01-11 00:00:00,38,2017-01-11 07:00:00
1,9_1,2017-01-11 00:00:00,103,2017-01-12 07:00:00
1,9_1,2017-01-11 00:00:00,280,2017-01-12 07:00:00
1,9_1,2017-01-11 00:00:00,280,2017-01-12 07:00:00
1,13_1,2017-01-11 00:00:00,57,2017-01-12 07:00:00
1,13_1,2017-01-11 00:00:00,147,2017-01-12 07:00:00
1,13_1,2017-01-11 00:00:00,147,2017-01-12 07:00:00
1,14_1,2017-01-11 00:00:00,78,2044-05-23 07:00:00
1,14_1,2017-01-11 00:00:00,544,2044-05-23 07:00:00
1,14_1,2017-01-11 00:00:00,544,2044-05-23 07:00:00
1,16_1,2017-01-11 00:00:00,430,2044-05-23 07:00:00
1,16_1,2017-01-11 00:00:00,3232,2044-05-23 07:00:00
1,16_1,2017-01-11 00:00:00,3232,2044-05-23 07:00:00
1,17_1,2017-01-11 00:00:00,33,2044-05-23 07:00:00
1,17_1,2017-01-11 00:00:00,58,2044-05-23 07:00:00
1,17_1,2017-01-11 00:00:00,58,2044-05-23 07:00:00
