StoreID,ProductID,InventoryDateTime,Units,ExpiryDateTime
2,2_1,2017-01-10 00:00:00,335,2017-01-11 07:00:00
2,2_1,2017-01-10 00:00:00,1501,2017-01-11 07:00:00
2,2_1,2017-01-10 00:00:00,1501,2017-01-11 07:00:00
2,8_1,2017-01-10 00:00:00,213,2017-01-10 07:00:00
2,8_1,2017-01-10 00:00:00,330,2017-01-10 07:00:00
2,8_1,2017-01-10 00:00:00,330,2017-01-10 07:00:00
2,9_1,2017-01-10 00:00:00,99,2017-01-11 07:00:00
2,13_1,2017-01-10 00:00:00,158,2017-01-11 07:00:00
2,14_1,2017-01-10 00:00:00,7079,2044-05-23 07:00:00
2,14_1,2017-01-10 00:00:00,20052,2044-05-23 07:00:00
2,14_1,2017-01-10 00:00:00,20052,2044-05-23 07:00:00
2,16_1,2017-01-10 00:00:00,1009,2044-05-23 07:00:00
2,16_1,2017-01-10 00:00:00,1552,2044-05-23 07:00:00
2,16_1,2017-01-10 00:00:00,1552,2044-05-23 07:00:00
2,17_1,2017-01-10 00:00:00,196,2044-05-22 07:00:00
2,19_1,2017-01-10 00:00:00,68,2044-05-22 07:00:00
