StoreID,ProductID,InventoryDateTime,Units,ExpiryDateTime
1,7_1,2017-01-13 00:00:00,617,2017-01-17 07:00:00
1,7_1,2017-01-13 00:00:00,23134,2017-01-17 07:00:00
1,7_1,2017-01-13 00:00:00,23134,2017-01-17 07:00:00
1,14_1,2017-01-13 00:00:00,202,2044-05-23 07:00:00
1,14_1,2017-01-13 00:00:00,544,2044-05-23 07:00:00
1,16_1,2017-01-13 00:00:00,1667,2044-05-23 07:00:00
1,16_1,2017-01-13 00:00:00,3232,2044-05-23 07:00:00
1,17_1,2017-01-13 00:00:00,9,2044-05-23 07:00:00
1,17_1,2017-01-13 00:00:00,58,2044-05-23 07:00:00
1,17_1,2017-01-13 00:00:00,58,2044-05-23 07:00:00
