StoreID,ProductID,InventoryDateTime,Units,ExpiryDateTime
1,7_1,2017-01-12 00:00:00,12042,2017-01-17 07:00:00
1,7_1,2017-01-12 00:00:00,23134,2017-01-17 07:00:00
1,7_1,2017-01-12 00:00:00,23134,2017-01-17 07:00:00
1,9_1,2017-01-12 00:00:00,59,2017-01-12 07:00:00
1,9_1,2017-01-12 00:00:00,280,2017-01-12 07:00:00
1,9_1,2017-01-12 00:00:00,280,2017-01-12 07:00:00
1,13_1,2017-01-12 00:00:00,31,2017-01-12 07:00:00
1,13_1,2017-01-12 00:00:00,147,2017-01-12 07:00:00
1,13_1,2017-01-12 00:00:00,147,2017-01-12 07:00:00
1,14_1,2017-01-12 00:00:00,419,2044-05-23 07:00:00
1,14_1,2017-01-12 00:00:00,544,2044-05-23 07:00:00
1,16_1,2017-01-12 00:00:00,2526,2044-05-23 07:00:00
1,16_1,2017-01-12 00:00:00,3232,2044-05-23 07:00:00
1,17_1,2017-01-12 00:00:00,18,2044-05-23 07:00:00
1,17_1,2017-01-12 00:00:00,58,2044-05-23 07:00:00
1,17_1,2017-01-12 00:00:00,58,2044-05-23 07:00:00
