StoreID,ProductID,TransactionDateTime,Units,Price
2,4_1,2017-01-03 07:00:13,1,1.61
2,4_1,2017-01-03 07:00:16,1,1.61
2,4_1,2017-01-03 07:00:19,1,1.61
2,4_1,2017-01-03 07:00:20,1,1.61
2,5_1,2017-01-03 07:00:30,1,12.85
2,4_1,2017-01-03 07:00:39,1,1.61
2,4_1,2017-01-03 07:00:41,1,1.61
2,3_1,2017-01-03 07:00:43,1,2.6
2,4_1,2017-01-03 07:00:46,1,1.61
2,4_1,2017-01-03 07:00:46,1,1.61
2,4_1,2017-01-03 07:00:52,1,1.61
2,3_1,2017-01-03 07:00:54,1,2.6
2,3_1,2017-01-03 07:00:59,1,2.6
2,4_1,2017-01-03 07:01:05,1,1.61
2,3_1,2017-01-03 07:01:08,1,2.6
2,3_1,2017-01-03 07:01:16,1,2.6
2,4_1,2017-01-03 07:01:18,1,1.61
2,4_1,2017-01-03 07:01:22,1,1.61
2,3_1,2017-01-03 07:01:22,1,2.6
2,3_1,2017-01-03 07:01:23,1,2.6
2,4_1,2017-01-03 07:01:30,1,1.61
2,4_1,2017-01-03 07:01:34,1,1.61
2,4_1,2017-01-03 07:01:35,1,1.61
2,4_1,2017-01-03 07:01:36,1,1.61
2,11_1,2017-01-03 07:01:36,1,9.42
2,3_1,2017-01-03 07:01:38,1,2.6
2,4_1,2017-01-03 07:01:46,1,1.61
2,3_1,2017-01-03 07:01:51,1,2.6
2,4_1,2017-01-03 07:01:54,1,1.61
2,4_1,2017-01-03 07:01:56,1,1.61
2,3_1,2017-01-03 07:02:06,1,2.6
2,4_1,2017-01-03 07:02:06,1,1.61
2,4_1,2017-01-03 07:02:07,1,1.61
2,4_1,2017-01-03 07:02:08,1,1.61
2,11_1,2017-01-03 07:02:09,1,9.42
2,4_1,2017-01-03 07:02:12,1,1.61
2,4_1,2017-01-03 07:02:15,1,1.61
2,4_1,2017-01-03 07:02:16,1,1.61
2,4_1,2017-01-03 07:02:35,1,1.61
2,3_1,2017-01-03 07:02:44,1,2.6
2,4_1,2017-01-03 07:02:46,1,1.61
2,4_1,2017-01-03 07:02:48,1,1.61
2,4_1,2017-01-03 07:02:48,1,1.61
2,4_1,2017-01-03 07:02:50,1,1.61
2,4_1,2017-01-03 07:02:52,1,1.61
2,4_1,2017-01-03 07:02:53,1,1.61
2,3_1,2017-01-03 07:02:54,1,2.6
2,4_1,2017-01-03 07:03:10,1,1.61
2,3_1,2017-01-03 07:03:13,1,2.6
2,3_1,2017-01-03 07:03:14,1,2.6
2,4_1,2017-01-03 07:03:26,1,1.61
2,4_1,2017-01-03 07:03:31,1,1.61
2,4_1,2017-01-03 07:03:32,1,1.61
2,4_1,2017-01-03 07:03:33,1,1.61
2,4_1,2017-01-03 07:03:40,1,1.61
2,4_1,2017-01-03 07:04:06,1,1.61
2,4_1,2017-01-03 07:04:17,1,1.61
2,11_1,2017-01-03 07:04:32,1,9.42
2,4_1,2017-01-03 07:04:41,1,1.61
2,4_1,2017-01-03 07:04:55,1,1.61
2,3_1,2017-01-03 07:04:55,1,2.6
2,4_1,2017-01-03 07:05:00,1,1.61
2,3_1,2017-01-03 07:05:08,1,2.6
2,4_1,2017-01-03 07:05:16,1,1.61
2,4_1,2017-01-03 07:05:22,1,1.61
2,4_1,2017-01-03 07:05:33,1,1.61
2,4_1,2017-01-03 07:05:34,1,1.61
2,4_1,2017-01-03 07:05:47,1,1.61
2,4_1,2017-01-03 07:05:53,1,1.61
2,4_1,2017-01-03 07:05:57,1,1.61
2,4_1,2017-01-03 07:05:59,1,1.61
2,4_1,2017-01-03 07:06:01,1,1.61
2,3_1,2017-01-03 07:06:19,1,2.6
2,11_1,2017-01-03 07:06:19,1,9.42
2,4_1,2017-01-03 07:06:20,1,1.61
2,3_1,2017-01-03 07:06:21,1,2.6
2,4_1,2017-01-03 07:06:29,1,1.61
2,4_1,2017-01-03 07:06:31,1,1.61
2,4_1,2017-01-03 07:06:33,1,1.61
2,4_1,2017-01-03 07:06:36,1,1.61
2,4_1,2017-01-03 07:06:41,1,1.61
2,4_1,2017-01-03 07:06:42,1,1.61
2,4_1,2017-01-03 07:06:43,1,1.61
2,4_1,2017-01-03 07:06:47,1,1.61
2,4_1,2017-01-03 07:06:51,1,1.61
2,3_1,2017-01-03 07:06:57,1,2.6
2,4_1,2017-01-03 07:07:02,1,1.61
2,4_1,2017-01-03 07:07:06,1,1.61
2,4_1,2017-01-03 07:07:11,1,1.61
2,4_1,2017-01-03 07:07:14,1,1.61
2,4_1,2017-01-03 07:07:17,1,1.61
2,4_1,2017-01-03 07:07:19,1,1.61
2,4_1,2017-01-03 07:07:24,1,1.61
2,3_1,2017-01-03 07:07:37,1,2.6
2,4_1,2017-01-03 07:07:38,1,1.61
2,4_1,2017-01-03 07:07:42,1,1.61
2,4_1,2017-01-03 07:07:53,1,1.61
2,4_1,2017-01-03 07:07:57,1,1.61
2,4_1,2017-01-03 07:07:57,1,1.61
2,4_1,2017-01-03 07:08:04,1,1.61
2,4_1,2017-01-03 07:08:08,1,1.61
2,4_1,2017-01-03 07:08:09,1,1.61
2,4_1,2017-01-03 07:08:23,1,1.61
2,3_1,2017-01-03 07:08:24,1,2.6
2,4_1,2017-01-03 07:08:35,1,1.61
2,4_1,2017-01-03 07:08:48,1,1.61
2,4_1,2017-01-03 07:08:49,1,1.61
2,4_1,2017-01-03 07:08:55,1,1.61
2,3_1,2017-01-03 07:09:06,1,2.6
2,4_1,2017-01-03 07:09:10,1,1.61
2,4_1,2017-01-03 07:09:20,1,1.61
2,4_1,2017-01-03 07:09:21,1,1.61
2,3_1,2017-01-03 07:09:33,1,2.6
2,11_1,2017-01-03 07:09:34,1,9.42
2,4_1,2017-01-03 07:09:38,1,1.61
2,4_1,2017-01-03 07:09:46,1,1.61
2,4_1,2017-01-03 07:09:56,1,1.61
