StoreID,ProductID,InventoryDateTime,Units,ExpiryDateTime
2,2_1,2017-01-09 00:00:00,1013,2017-01-11 07:00:00
2,2_1,2017-01-09 00:00:00,1501,2017-01-11 07:00:00
2,2_1,2017-01-09 00:00:00,1501,2017-01-11 07:00:00
2,8_1,2017-01-09 00:00:00,305,2017-01-10 07:00:00
2,8_1,2017-01-09 00:00:00,330,2017-01-10 07:00:00
2,8_1,2017-01-09 00:00:00,330,2017-01-10 07:00:00
2,9_1,2017-01-09 00:00:00,152,2017-01-11 07:00:00
2,12_1,2017-01-09 00:00:00,4993,2017-01-09 07:00:00
2,12_1,2017-01-09 00:00:00,6717,2017-01-09 07:00:00
2,12_1,2017-01-09 00:00:00,6717,2017-01-09 07:00:00
2,13_1,2017-01-09 00:00:00,237,2017-01-11 07:00:00
2,14_1,2017-01-09 00:00:00,13815,2044-05-23 07:00:00
2,14_1,2017-01-09 00:00:00,20052,2044-05-23 07:00:00
2,14_1,2017-01-09 00:00:00,20052,2044-05-23 07:00:00
2,16_1,2017-01-09 00:00:00,1370,2044-05-23 07:00:00
2,16_1,2017-01-09 00:00:00,1552,2044-05-23 07:00:00
2,16_1,2017-01-09 00:00:00,1552,2044-05-23 07:00:00
2,17_1,2017-01-09 00:00:00,859,2044-05-22 07:00:00
2,19_1,2017-01-09 00:00:00,35,2044-05-22 07:00:00
2,19_1,2017-01-09 00:00:00,69,2044-05-22 07:00:00
