StoreID,ProductID,InventoryDateTime,Units,ExpiryDateTime
4,2_1,2017-01-10 00:00:00,17,2017-01-10 07:00:00
4,2_1,2017-01-10 00:00:00,99,2017-01-10 07:00:00
4,7_1,2017-01-10 00:00:00,127,2017-01-11 07:00:00
4,7_1,2017-01-10 00:00:00,208,2017-01-11 07:00:00
4,7_1,2017-01-10 00:00:00,208,2017-01-11 07:00:00
4,9_1,2017-01-10 00:00:00,112,2017-01-11 07:00:00
4,10_1,2017-01-10 00:00:00,423,2017-01-11 07:00:00
4,10_1,2017-01-10 00:00:00,714,2017-01-11 07:00:00
4,10_1,2017-01-10 00:00:00,714,2017-01-11 07:00:00
4,13_1,2017-01-10 00:00:00,94,2017-01-11 07:00:00
4,14_1,2017-01-10 00:00:00,243,2044-05-22 07:00:00
4,16_1,2017-01-10 00:00:00,319,2044-05-22 07:00:00
4,17_1,2017-01-10 00:00:00,85,2044-05-23 07:00:00
4,17_1,2017-01-10 00:00:00,161,2044-05-23 07:00:00
4,17_1,2017-01-10 00:00:00,161,2044-05-23 07:00:00
4,19_1,2017-01-10 00:00:00,155,2044-05-23 07:00:00
4,19_1,2017-01-10 00:00:00,270,2044-05-23 07:00:00
4,19_1,2017-01-10 00:00:00,270,2044-05-23 07:00:00
