StoreID,ProductID,TransactionDateTime,Units,Price
3,19_1,2017-01-10 07:00:21,1,1.32
3,19_1,2017-01-10 07:00:23,1,1.32
3,3_1,2017-01-10 07:00:30,1,2.63
3,3_1,2017-01-10 07:00:51,1,2.63
3,7_1,2017-01-10 07:00:55,1,8.89
3,3_1,2017-01-10 07:01:00,1,2.63
3,3_1,2017-01-10 07:01:09,1,2.63
3,9_1,2017-01-10 07:01:12,1,17.67
3,19_1,2017-01-10 07:01:30,1,1.32
3,3_1,2017-01-10 07:01:31,1,2.63
3,19_1,2017-01-10 07:01:37,1,1.32
3,8_1,2017-01-10 07:01:38,1,5.27
3,3_1,2017-01-10 07:01:46,1,2.63
3,19_1,2017-01-10 07:01:51,1,1.32
3,19_1,2017-01-10 07:01:56,1,1.32
3,19_1,2017-01-10 07:02:03,1,1.32
3,3_1,2017-01-10 07:02:08,1,2.63
3,3_1,2017-01-10 07:02:11,1,2.63
3,3_1,2017-01-10 07:02:12,1,2.63
3,19_1,2017-01-10 07:02:23,1,1.32
3,3_1,2017-01-10 07:02:41,1,2.63
3,3_1,2017-01-10 07:02:52,1,2.63
3,7_1,2017-01-10 07:03:11,1,8.89
3,19_1,2017-01-10 07:03:26,1,1.32
3,16_1,2017-01-10 07:03:26,1,6.6
3,3_1,2017-01-10 07:03:26,1,2.63
3,19_1,2017-01-10 07:03:35,1,1.32
3,3_1,2017-01-10 07:03:37,1,2.63
3,19_1,2017-01-10 07:03:59,1,1.32
3,19_1,2017-01-10 07:04:20,1,1.32
3,3_1,2017-01-10 07:04:34,1,2.63
3,3_1,2017-01-10 07:04:38,1,2.63
3,19_1,2017-01-10 07:04:41,1,1.32
3,8_1,2017-01-10 07:04:54,1,5.27
3,3_1,2017-01-10 07:05:26,1,2.63
3,19_1,2017-01-10 07:05:36,1,1.32
3,8_1,2017-01-10 07:05:43,1,5.27
3,19_1,2017-01-10 07:05:52,1,1.32
3,19_1,2017-01-10 07:05:57,1,1.32
3,19_1,2017-01-10 07:06:06,1,1.32
3,8_1,2017-01-10 07:06:30,1,5.27
3,19_1,2017-01-10 07:06:31,1,1.32
3,3_1,2017-01-10 07:06:38,1,2.63
3,19_1,2017-01-10 07:06:45,1,1.32
3,19_1,2017-01-10 07:06:57,1,1.32
3,8_1,2017-01-10 07:07:02,1,5.27
3,8_1,2017-01-10 07:07:26,1,5.27
3,19_1,2017-01-10 07:07:43,1,1.32
3,2_1,2017-01-10 07:07:47,1,19.2
3,3_1,2017-01-10 07:07:55,1,2.63
3,19_1,2017-01-10 07:07:56,1,1.32
3,3_1,2017-01-10 07:08:05,1,2.63
3,10_1,2017-01-10 07:08:05,1,24.25
3,3_1,2017-01-10 07:08:17,1,2.63
