StoreID,ProductID,TransactionDateTime,Units,Price
3,19_1,2017-01-04 07:00:03,1,1.36
3,19_1,2017-01-04 07:00:09,1,1.36
3,1_1,2017-01-04 07:00:21,1,7.21
3,19_1,2017-01-04 07:00:23,1,1.36
3,19_1,2017-01-04 07:00:33,1,1.36
3,19_1,2017-01-04 07:00:37,1,1.36
3,19_1,2017-01-04 07:00:46,1,1.36
3,1_1,2017-01-04 07:01:34,1,7.21
3,3_1,2017-01-04 07:01:55,1,2.53
3,19_1,2017-01-04 07:02:01,1,1.36
3,19_1,2017-01-04 07:02:01,1,1.36
3,19_1,2017-01-04 07:02:18,1,1.36
3,19_1,2017-01-04 07:02:31,1,1.36
3,1_1,2017-01-04 07:02:35,1,7.21
3,19_1,2017-01-04 07:02:39,1,1.36
3,3_1,2017-01-04 07:03:06,1,2.53
3,3_1,2017-01-04 07:03:19,1,2.53
3,19_1,2017-01-04 07:03:33,1,1.36
3,19_1,2017-01-04 07:03:39,1,1.36
3,19_1,2017-01-04 07:03:41,1,1.36
3,3_1,2017-01-04 07:04:03,1,2.53
3,1_1,2017-01-04 07:04:32,1,7.21
3,9_1,2017-01-04 07:04:36,1,14.42
3,17_1,2017-01-04 07:04:43,1,8.57
3,19_1,2017-01-04 07:04:43,1,1.36
3,19_1,2017-01-04 07:05:02,1,1.36
3,17_1,2017-01-04 07:05:03,1,8.57
3,3_1,2017-01-04 07:05:08,1,2.53
3,4_1,2017-01-04 07:05:12,1,16.98
3,3_1,2017-01-04 07:05:15,1,2.53
3,3_1,2017-01-04 07:05:24,1,2.53
3,19_1,2017-01-04 07:05:27,1,1.36
3,19_1,2017-01-04 07:05:31,1,1.36
3,19_1,2017-01-04 07:05:42,1,1.36
3,1_1,2017-01-04 07:05:45,1,7.21
3,3_1,2017-01-04 07:06:05,1,2.53
3,9_1,2017-01-04 07:06:13,1,14.42
3,19_1,2017-01-04 07:06:14,1,1.36
3,3_1,2017-01-04 07:06:17,1,2.53
3,3_1,2017-01-04 07:06:28,1,2.53
3,3_1,2017-01-04 07:06:29,1,2.53
3,19_1,2017-01-04 07:06:39,1,1.36
3,9_1,2017-01-04 07:06:45,1,14.42
3,19_1,2017-01-04 07:06:57,1,1.36
3,3_1,2017-01-04 07:07:02,1,2.53
3,19_1,2017-01-04 07:07:17,1,1.36
3,13_1,2017-01-04 07:07:26,1,18.51
3,19_1,2017-01-04 07:07:48,1,1.36
3,6_1,2017-01-04 07:07:52,1,21.14
3,19_1,2017-01-04 07:08:11,1,1.36
3,4_1,2017-01-04 07:08:43,1,16.98
3,3_1,2017-01-04 07:08:46,1,2.53
3,3_1,2017-01-04 07:08:52,1,2.53
3,4_1,2017-01-04 07:08:57,1,16.98
3,1_1,2017-01-04 07:09:16,1,7.21
3,3_1,2017-01-04 07:09:50,1,2.53
3,19_1,2017-01-04 07:09:56,1,1.36
3,19_1,2017-01-04 07:10:05,1,1.36
3,3_1,2017-01-04 07:10:07,1,2.53
3,4_1,2017-01-04 07:10:08,1,16.98
3,17_1,2017-01-04 07:10:12,1,8.57
3,3_1,2017-01-04 07:10:15,1,2.53
3,19_1,2017-01-04 07:10:26,1,1.36
3,3_1,2017-01-04 07:10:29,1,2.53
3,3_1,2017-01-04 07:10:33,1,2.53
3,6_1,2017-01-04 07:10:35,1,21.14
3,2_1,2017-01-04 07:10:42,1,20.57
3,3_1,2017-01-04 07:11:06,1,2.53
3,3_1,2017-01-04 07:11:23,1,2.53
3,13_1,2017-01-04 07:12:07,1,18.51
3,3_1,2017-01-04 07:12:10,1,2.53
3,3_1,2017-01-04 07:12:21,1,2.53
3,3_1,2017-01-04 07:12:25,1,2.53
3,19_1,2017-01-04 07:12:36,1,1.36
3,19_1,2017-01-04 07:12:52,1,1.36
3,14_1,2017-01-04 07:13:01,1,21.6
3,6_1,2017-01-04 07:13:29,1,21.14
3,3_1,2017-01-04 07:13:39,1,2.53
3,3_1,2017-01-04 07:13:46,1,2.53
3,19_1,2017-01-04 07:13:59,1,1.36
3,13_1,2017-01-04 07:14:00,1,18.51
3,19_1,2017-01-04 07:14:08,1,1.36
3,1_1,2017-01-04 07:14:10,1,7.21
3,3_1,2017-01-04 07:14:20,1,2.53
3,19_1,2017-01-04 07:15:06,1,1.36
3,3_1,2017-01-04 07:15:08,1,2.53
3,19_1,2017-01-04 07:15:34,1,1.36
3,1_1,2017-01-04 07:15:46,1,7.21
3,3_1,2017-01-04 07:15:46,1,2.53
3,19_1,2017-01-04 07:15:46,1,1.36
3,3_1,2017-01-04 07:15:49,1,2.53
3,19_1,2017-01-04 07:15:52,1,1.36
3,3_1,2017-01-04 07:15:57,1,2.53
3,19_1,2017-01-04 07:16:16,1,1.36
3,1_1,2017-01-04 07:16:16,1,7.21
3,19_1,2017-01-04 07:16:16,1,1.36
3,19_1,2017-01-04 07:16:17,1,1.36
3,19_1,2017-01-04 07:16:52,1,1.36
3,19_1,2017-01-04 07:16:52,1,1.36
3,19_1,2017-01-04 07:16:53,1,1.36
3,3_1,2017-01-04 07:17:14,1,2.53
