big_demand,prob_demand
55,0.053958882617654705
56,0.0507714877556716
57,0.046855915417612394
58,0.0424103885314215
59,0.037642493139915793
60,0.032753908009325
61,0.02792897401211291
62,0.023325271006892644
63,0.019067363184348925
64,0.015243761463070658
65,0.01190690330102576
66,0.0090761255012014146
67,0.0067416630627264032
68,0.0048714237066419452
69,0.0034170771958911962
70,0.0023209056633886039
71,0.0015216559446948204
72,0.00095933952134078329
73,0.00057881173360266411
74,0.00033211600591038978
75,0.00017967836256254418
76,9.0505716037970942E-05
77,4.15979514186744E-05
78,1.6826978395874312E-05
79,5.5496811360768087E-06
80,1.1946663866949806E-06
