big_demand,prob_lead_demand
33941,0.00099846258412113567
33715,0.0022805581134235317
33716,0.002280451520127489
33717,0.0022802731512913108
33718,0.0022800230243379851
33719,0.0022797011631501859
33720,0.0022793075980666192
33721,0.0022788423658774244
33722,0.0022783055098186248
33723,0.0022776970795657337
33724,0.0022770171312263272
33725,0.0022762657273317959
33726,0.0022754429368280803
33727,0.0022745488350655739
33728,0.0022735835037880391
33729,0.00227254703112065
33730,0.0022714395115571097
33731,0.0022702610459458448
33732,0.0022690117414753117
33733,0.0022676917116583872
33734,0.0022663010763158561
33735,0.0022648399615590093
33736,0.002263308499771331
33737,0.0022617068295893244
33738,0.0022600350958823889
33739,0.002258293449731909
33740,0.0022564820484093622
33741,0.0022546010553536246
33742,0.0022526506401473706
33743,0.0022506309784926111
33744,0.0022485422521853781
33745,0.0022463846490895635
33746,0.0022441583631098681
33747,0.0022418635941639361
33748,0.0022395005481536537
33749,0.0022370694369355962
33750,0.0022345704782906345
33751,0.0022320038958927595
33752,0.0022293699192770513
33753,0.0022266687838068469
33754,0.0022239007306401092
33755,0.0022210660066950129
33756,0.0022181648646147005
33757,0.0022151975627312803
33758,0.0022121643650290521
33759,0.0022090655411069419
33760,0.0022059013661401877
33761,0.002202672120841272
33762,0.0021993780914200869
33763,0.0021960195695433938
33764,0.0021925968522934981
33765,0.0021891102421262507
33766,0.002185560046828319
33767,0.0021819465794737179
33768,0.0021782701583796778
33769,0.0021745311070618177
33770,0.0021707297541885976
33771,0.0021668664335351522
33772,0.0021629414839364272
33773,0.0021589552492396378
33774,0.0021549080782561287
33775,0.0021508003247125668
33776,0.0021466323472015083
33777,0.0021424045091313275
33778,0.0021381171786755836
33779,0.0021337707287217276
33780,0.002129365536819285
33781,0.0021249019851273675
33782,0.0021203804603617126
33783,0.0021158013537410821
33784,0.0021111650609331551
33785,0.0021064719819998486
33786,0.0021017225213421508
33787,0.0020969170876443807
33788,0.0020920560938179592
33789,0.002087139956944704
33790,0.0020821690982195935
33791,0.0020771439428930788
33792,0.0020720649202129169
33793,0.0020669324633655474
33794,0.0020617470094170414
33795,0.0020565089992535591
33796,0.0020512188775214583
33797,0.0020458770925669252
33798,0.0020404840963752433
33799,0.0020350403445096453
33800,0.0020295462960497933
33801,0.0020240024135298944
33802,0.00201840916287645
33803,0.0020127670133456618
33804,0.0020070764374605032
33805,0.0020013379109474557
33806,0.0019955519126729528
33807,0.0019897189245795068
33808,0.0019838394316215426
33809,0.0019779139217009751
33810,0.001971942885602485
33811,0.00196592681692857
33812,0.0019598662120343413
33813,0.0019537615699620815
33814,0.001947613392375587
33815,0.0019414221834943095
33816,0.0019351884500272722
33817,0.001928912701106851
33818,0.0019225954482223208
33819,0.0019162372051532712
33820,0.0019098384879028877
33821,0.0019033998146310586
33822,0.0018969217055873739
33823,0.0018904046830439912
33824,0.001883849271228432
33825,0.0018772559962562476
33826,0.0018706253860636187
33827,0.0018639579703398858
33828,0.0018572542804600218
33829,0.0018505148494170549
33830,0.0018437402117544609
33831,0.0018369309034985176
33832,0.0018300874620906724
33833,0.0018232104263198833
33834,0.0018163003362549792
33835,0.0018093577331770509
33836,0.0018023831595118678
33837,0.0017953771587623272
33838,0.001788340275440983
33839,0.0017812730550026232
33840,0.0017741760437769345
33841,0.0017670497889012379
33842,0.0017598948382533616
33843,0.0017527117403845758
33844,0.0017455010444526954
33845,0.0017382633001552814
33846,0.0017309990576630018
33847,0.0017237088675531444
33848,0.0017163932807432935
33849,0.0017090528484251803
33850,0.0017016881219987237
33851,0.0016942996530062556
33852,0.00168688799306697
33853,0.0016794536938115842
33854,0.0016719973068172191
33855,0.0016645193835425009
33856,0.0016570204752629763
33857,0.0016495011330066949
