big_demand,prob_demand
19678,0.0028187330890994539
19679,0.0028255855124363254
19680,0.0028323009071900521
19681,0.0028388782747140193
19682,0.0028453166356898684
19683,0.0028516150303607994
19684,0.0028577725187603742
19685,0.002863788180936926
19686,0.0028696611171733582
19687,0.0028753904482023349
19688,0.0028809753154168021
19689,0.0028864148810757136
19690,0.0028917083285049578
19691,0.0028968548622933647
19692,0.0029018537084837667
19693,0.0029067041147590612
19694,0.0029114053506231396
19695,0.0029159567075767354
19696,0.0029203574992880373
19697,0.0029246070617580623
19698,0.0029287047534807139
19699,0.0029326499555975007
19700,0.0029364420720468121
19701,0.0029400805297077723
19702,0.0029435647785385523
19703,0.00294689429170916
19704,0.0029500685657286069
19705,0.00295308712056648
19706,0.0029559494997687757
19707,0.0029586552705680811
19708,0.0029612040239879686
19709,0.002963595374941608
19710,0.0029658289623245636
19711,0.00296790444910178
19712,0.0029698215223886073
19713,0.0029715798935260156
19714,0.0029731792981498337
19715,0.0029746194962540348
19716,0.002975900272248084
19717,0.0029770214350082532
19718,0.0029779828179229894
19719,0.0029787842789321937
19720,0.002979425700560518
19721,0.00297990698994463
19722,0.002980228078854362
19723,0.0029803889237078646
19724,0.0029803895055806658
19725,0.0029802298302086935
19726,0.0029799099279851984
19727,0.0029794298539516277
19728,0.0029787896877824633
19729,0.0029779895337639787
19730,0.0029770295207669334
19731,0.0029759098022132911
19732,0.0029746305560368579
19733,0.0029731919846379355
19734,0.0029715943148319541
19735,0.0029698377977921782
19736,0.0029679227089864139
19737,0.0029658493481077744
19738,0.0029636180389995782
19739,0.0029612291295743271
19740,0.0029586829917268125
19741,0.0029559800212414435
19742,0.0029531206376937373
19743,0.0029501052843460395
19744,0.00294693442803757
19745,0.0029436085590687083
19746,0.0029401281910796753
19747,0.0029364938609235986
19748,0.002932706128533961
19749,0.0029287655767866127
19750,0.0029246728113562193
19751,0.0029204284605673309
19752,0.0029160331752400709
19753,0.0029114876285304485
19754,0.0029067925157654786
19755,0.0029019485542729935
19756,0.0028969564832063543
19757,0.0028918170633640346
19758,0.002886531077004166
19759,0.0028810993276540656
19760,0.0028755226399149211
19761,0.0028698018592615178
19762,0.002863937851837263
19763,0.0028579315042444437
19764,0.0028517837233298393
19765,0.0028454954359657439
19766,0.0028390675888265004
19767,0.0028325011481605614
19768,0.0028257970995582242
19769,0.0028189564477150452
19770,0.0028119802161910503
19771,0.0028048694471658462
19772,0.0027976252011896077
19773,0.0027902485569301768
19774,0.0027827406109161828
19775,0.0027751024772764391
19776,0.0027673352874755513
19777,0.0027594401900458993
19778,0.0027514183503161006
19779,0.0027432709501359594
19780,0.0027349991875980644
19781,0.00272660427675608
19782,0.0027180874473398463
19783,0.0027094499444673893
19784,0.00270069302835384
19785,0.0026918179740175185
19786,0.0026828260709831093
19787,0.00267371862298213
19788,0.0026644969476507553
19789,0.0026551623762250567
19790,0.0026457162532338091
19791,0.0026361599361889357
19792,0.0026264947952736682
19793,0.0026167222130285394
19794,0.002606843584035322
19795,0.0025968603145989674
19796,0.002586773822427669
19797,0.0025765855363111671
19798,0.0025662968957973244
19799,0.0025559093508671906
19800,0.0025454243616084677
19801,0.0025348433978877394
19802,0.0025241679390212591
19803,0.0025133994734446519
19804,0.0025025394983815012
19805,0.0024915895195108981
19806,0.002480551050634181
19807,0.0024694256133407926
19808,0.0024582147366735241
19809,0.0024469199567930984
19810,0.0024355428166422904
19811,0.002424084865609646
19812,0.0024125476591928797
19813,0.0024009327586620947
19814,0.0023892417307228683
19815,0.002377476147179368
19816,0.0023656375845974974
19817,0.0023537276239682932
19818,0.0023417478503715496
19819,0.0023296998526398352
19820,0.0023175852230229929
19821,0.0023054055568531785
19822,0.00229316245221058
19823,0.0022808575095898793
19824,0.0022684923315675529
19825,0.0022560685224701105
19826,0.0022435876880433788
19827,0.0022310514351228466
19828,0.0022184613713053121
19829,0.0022058191046217166
19830,0.0021931262432114541
19831,0.0021803843949980695
19832,0.0021675951673666119
19833,0.0021547601668425206
19834,0.0021418809987723262
19835,0.0021289592670061127
19836,0.0021159965735818992
19837,0.0021029945184119717
19838,0.0020899546989713125
19839,0.0020768787099880947
19840,0.0020637681431364637
19841,0.0020506245867315653
19842,0.0020374496254269643
19843,0.0020242448399144727
19844,0.0020110118066265317
19845,0.0019977520974411517
19846,0.0019844672793895611
19847,0.0019711589143665024
19848,0.0019578285588434077
19849,0.0019444777635844067
19850,0.0019311080733652739
19851,0.0019177210266953673
19852,0.00190431815554265
19853,0.0018909009850618175
19854,0.0018774710333256288
19855,0.0018640298110594695
19856,0.001850578821379241
19857,0.0018371195595325923
19858,0.0018236535126435849
19859,0.0018101821594608267
19860,0.0017967069701091297
19861,0.0017832294058447574
19862,0.0017697509188142806
19863,0.0017562729518171357
19864,0.0017427969380718834
19865,0.00172932430098625
19866,0.00171585645393099
19867,0.0017023948000175837
19868,0.0016889407318798513
19869,0.0016754956314595142
19870,0.0016620608697956929
19871,0.0016486378068184748
19872,0.0016352277911464773
19873,0.0016218321598885275
19874,0.0016084522384494525
19875,0.0015950893403399919
19876,0.001581744766990921
19877,0.0015684198075713444
19878,0.0015551157388112359
19879,0.0015418338248282279
19880,0.0015285753169586732
19881,0.0015153414535930105
19882,0.0015021334600154475
19883,0.0014889525482479616
19884,0.0014757999168986916
19885,0.0014626767510146641
19886,0.0014495842219389115
19887,0.0014365234871720012
19888,0.0014234956902379387
19889,0.0014105019605545259
19890,0.0013975434133081071
19891,0.001384621149332767
19892,0.0013717362549939501
19893,0.0013588898020765352
19894,0.0013460828476773213
19895,0.0013333164341019928
19896,0.001320591588766484
19897,0.0013079093241028098
19898,0.0012952706374693233
19899,0.00128267651106539
19900,0.0012701279118504999
19901,0.0012576257914677759
19902,0.00124517108617191
19903,0.0012327647167614611
19904,0.001220407588515567
19905,0.0012081005911350003
19906,0.0011958445986875801
19907,0.0011836404695579406
19908,0.0011714890464015837
19909,0.0011593911561032658
19910,0.0011473476097396363
19911,0.0011353592025461615
19912,0.0011234267138882572
19913,0.0011115509072366571
19914,0.0010997326036194992
19915,0.0010879725326565753
19916,0.0010762714081085354
19917,0.0010646299278670081
19918,0.0010530488103298703
19919,0.0010415287206658802
19920,0.0010300703082108495
19921,0.0010186742064730422
19922,0.0010073410331425466
19923,0.000996071390104575
19924,0.000984865863456661
19925,0.00097372502352970937
19926,0.00096264942491287376
19927,0.00095163960648221037
19928,0.00094069609143307724
19929,0.0009298193873162236
19930,0.00091900998607755829
19931,0.00090826836410150714
19932,0.00089759498225796359
19933,0.00088699028595275555
19934,0.00087645470518159848
19935,0.00086598865458748
19936,0.00085559253352143836
19937,0.0008452667261066762
19938,0.00083501160130597244
19939,0.00082482751299232742
19940,0.00081471480002281592
19941,0.00080467378631556127
19942,0.00079470478092982366
19943,0.000784808078149114
19944,0.0007749839575672883
19945,0.00076523268417759307
19946,0.000755554508464576
19947,0.00074594966649882953
19948,0.000736418380034498
