big_demand,prob_demand
833,0.0010750686890979475
832,0.0011642098894526656
831,0.0012592288920557325
830,0.0013603660119276158
829,0.0014678576292110933
828,0.0015819346336892479
827,0.0017028207760544996
826,0.0018307309309850642
825,0.001965869278433631
824,0.0021084274107082955
823,0.0022585823742826013
822,0.0024164946564990512
821,0.0025823061286764878
820,0.0027561379584187472
819,0.00293808850505888
818,0.0031282312135220542
817,0.0033266125228773964
816,0.0035332498068749644
815,0.0037481293648617495
814,0.00397120448194562
813,0.0042023935783095014
812,0.0044415784677391944
811,0.0046886027459195605
810,0.0049432703291670986
809,0.0052053441640766895
808,0.0054745451283618185
807,0.0057505511426265638
806,0.00603299651191664
805,0.00632147151502461
804,0.00661552225817235
803,0.0069146508083665513
802,0.0072183156195472714
801,0.0075259322633318224
800,0.0078368744733352622
799,0.0081504755100355458
798,0.00846602985049903
797,0.0087827952043311557
796,0.00909999485452639
795,0.0094168203189245511
794,0.0097324343244390259
793,0.01004597408381498
792,0.010356554860695321
791,0.010663273806032266
790,0.010965214046135912
789,0.011261448998430698
788,0.011551046889743963
787,0.01183307544784804
786,0.012106606735220503
785,0.012370722091445397
784,0.012624517149003187
783,0.012867106884907777
782,0.01309763067014569
781,0.01331525727714963
780,0.013519189805448414
