s_Q,prob_lead_lifetime
389,4.0172515904954565E-22
390,5.0541982646085975E-21
391,3.5142956409776416E-20
392,1.7826747053458261E-19
393,7.3606602551620221E-19
394,2.6205500764717843E-18
395,8.330503189017976E-18
396,2.4198544457377097E-17
397,6.5281791075536578E-17
398,1.655183957618135E-16
399,3.979878976862591E-16
400,9.1393344733562645E-16
401,2.0156262658387085E-15
402,4.2887061615415448E-15
403,8.8366167592341661E-15
404,1.7686571768818796E-14
405,3.4478088868973086E-14
406,6.5608605204453842E-14
407,1.2210606751752545E-13
408,2.2263964345603233E-13
409,3.9828605413877982E-13
410,6.9996660729806839E-13
411,1.2098938952303942E-12
412,2.0589638741101263E-12
413,3.4528597734365715E-12
414,5.7107783363329534E-12
415,9.32224817449302E-12
416,1.5029614078389686E-11
417,2.3946572933540553E-11
418,3.7726869427945823E-11
419,5.8802143229090756E-11
420,9.0714269173293529E-11
421,1.3857571725705959E-10
422,2.09701921191072E-10
423,3.1447290540639339E-10
424,4.674980926426863E-10
425,6.891790067002256E-10
426,1.0077903101087768E-09
427,1.4622311944865449E-09
428,2.1056376013678116E-09
429,3.010092229078858E-09
430,4.2727250122926952E-09
431,6.0235630675158625E-09
432,8.4355673695244871E-09
433,1.1737385089921631E-08
434,1.6229453021877718E-08
435,2.2304210223596058E-08
436,3.0471318225070654E-08
437,4.1388945976483821E-08
438,5.5902355040005456E-08
439,7.5091218865096326E-08
440,1.0032732842000452E-07
441,1.3334457449888583E-07
442,1.7632335352358314E-07
443,2.3199181664132904E-07
444,3.0374666847471812E-07
445,3.9579651802941312E-07
446,5.1333108483655157E-07
447,6.6271986192362926E-07
448,8.5174412579190943E-07
449,1.0898664528803006E-06
450,1.3885421411532111E-06
451,1.7615771320877984E-06
452,2.2255371686104294E-06
453,2.8002129932293142E-06
454,3.5091463713053949E-06
455,4.3802215996865008E-06
456,5.4463269127014712E-06
457,6.7460898073549649E-06
458,8.3246897591928947E-06
459,1.0234751072087284E-05
460,1.2537317682726154E-05
461,1.5302910609399002E-05
462,1.8612667382865064E-05
463,2.2559561216171377E-05
464,2.7249695855887356E-05
465,3.2803670009911563E-05
466,3.9358002973049377E-05
467,4.7066610583646075E-05
468,5.6102317962452035E-05
469,6.6658392635985951E-05
470,7.8950078666391524E-05
471,9.32161093419066E-05
472,0.0001097201728787148
473,0.00012875230250650118
474,0.00015063015932469202
475,0.00017570017349953092
476,0.00020433850680548864
477,0.00023695179728473438
478,0.00027397764499576633
479,0.00031588479653885538
480,0.00036317298537346396
481,0.00041637238497055519
482,0.00047604263265499006
483,0.00054277138366678513
484,0.00061717235757136545
485,0.00069988284273164345
486,0.00079156062915673557
487,0.00089288034568317152
488,0.0010045291841239009
489,0.0011272020007150739
490,0.0012615957938531517
491,0.0014084035666726594
492,0.0015683075933691428
493,0.001741972119197706
494,0.0019300355356244709
495,0.0021331020840016251
496,0.0023517331531791993
497,0.0025864382484414423
498,0.0028376657208292804
499,0.0031057933570371767
500,0.0033911189403992088
501,0.0036938509027492623
502,0.0040140991949006652
503,0.0043518665098969322
504,0.0047070399978080459
505,0.0050793836134772419
506,0.0054685312390799559
507,0.0058739807214904238
508,0.0062950889601512752
509,0.0067310681743388357
510,0.0071809834693895187
511,0.0076437518096283789
512,0.0081181424914981339
513,0.0086027791938574263
514,0.0090961436637840738
515,0.0095965810757166533
516,0.010102307079677724
517,0.010611416530970518
518,0.011121893869491532
519,0.011631625092051987
520,0.012138411236272495
521,0.01263998327014693
522,0.013134018257710751
523,0.013618156648841235
524,0.014090020520499459
525,0.01454723257811052
526,0.014987435709657647
527,0.015408312871784615
528,0.015807607077061903
529,0.016183141244823746
530,0.016532837674813342
531,0.016854736903406217
532,0.01714701570647045
533,0.017408004020952411
534,0.017636200568958624
535,0.017830286983281225
536,0.017989140251759708
537,0.018111843319295044
538,0.01819769371038624
539,0.018246210061344047
540,0.018257136479408298
541,0.01823044467537881
542,0.018166333846560391
543,0.018065228317306569
544,0.017927772974702789
545,0.017754826566445638
546,0.017547452956254043
547,0.01730691045872346
548,0.017034639399971879
549,0.016732248072340455
550,0.01640149727046562
551,0.016044283611957387
552,0.015662621858484306
553,0.015258626462131539
554,0.01483449256738301
555,0.01439247670096858
556,0.013934877380165453
557,0.013464015865067494
558,0.012982217272012859
559,0.012491792254021942
560,0.011995019440023926
561,0.011494128808162913
562,0.010991286149929757
563,0.010488578761643247
564,0.0099880024783034517
565,0.0094914501424661624
566,0.0090007015779478873
567,0.0085174151152637365
568,0.0080431206931092531
569,0.0075792145382817255
570,0.00712695540552926
571,0.0066874623392141229
572,0.0062617139006406388
573,0.0058505487886455088
574,0.005454667766753925
575,0.0050746367979983987
576,0.0047108912784628657
577,0.0043637412527932759
578,0.0040333774893046969
579,0.0037198782888725008
580,0.0034232169004418519
581,0.0031432694166139887
582,0.0028798230252288642
583,0.0026325844969969582
584,0.0024011887948545921
585,0.0021852076976286465
586,0.0019841583385905295
587,0.0017975115683434375
588,0.0016247000610088778
589,0.0014651260926498311
590,0.0013181689310884878
591,0.0011831917865569308
592,0.0010595482827844376
593,0.00094658841801662874
594,0.00084366399493905348
595,0.00075013350742007931
596,0.00066536648029445864
597,0.00058874726599949829
598,0.00051967830869038964
599,0.00045758289245974407
600,0.00040190739544703152
601,0.00035212307594223549
602,0.00030772742007609732
603,0.00026824508337246515
604,0.00023322846035426486
605,0.00020225791759144292
606,0.00017494172611318988
607,0.0001509157290402923
608,0.0001298427796934913
609,0.000111411984369686
610,9.5337782520056645E-05
611,8.13588952824531E-05
612,6.9237171282497532E-05
613,5.8756356388523549E-05
614,4.9720811745405314E-05
615,4.1954201977429443E-05
616,3.5298172991176756E-05
617,2.9611036370729309E-05
618,2.4766474978258449E-05
619,2.0652282086040759E-05
620,1.7169144198114228E-05
621,1.422947569232965E-05
622,1.1756311542243838E-05
623,9.68226267387125E-06
624,7.948536980892163E-06
625,6.50402766552411E-06
626,5.3044693893257473E-06
627,4.3116617040670644E-06
628,3.4927583802738695E-06
629,2.8196205508999622E-06
630,2.2682310290049839E-06
631,1.8181667294183664E-06
632,1.4521258125520752E-06
633,1.1555059608583269E-06
634,9.1603008197471909E-07
635,7.2341569468312011E-07
636,5.690842822447411E-07
637,4.4590698094692942E-07
638,3.4798309910033882E-07
639,2.7044812345680011E-07
640,2.0930805724438783E-07
641,1.6129713889939935E-07
642,1.2375620627630235E-07
643,9.4529191773949942E-08
644,7.1875454503416925E-08
645,5.4395872294000469E-08
646,4.09708257572801E-08
647,3.07084063121275E-08
648,2.2901368184408267E-08
649,1.6991519682436241E-08
650,1.2540410762307734E-08
651,9.2053217088697522E-09
652,6.7196916915022513E-09
653,4.8772463149153125E-09
654,3.5191906002238991E-09
655,2.5239287923593976E-09
656,1.7988558046332097E-09
657,1.2738378627310307E-09
658,8.96062920350174E-10
659,6.25995618547761E-10
660,4.3421786818675552E-10
661,2.9897543489956514E-10
662,2.0428403796002315E-10
663,1.3847622189774215E-10
664,9.30933442646976E-11
665,6.2046101197037963E-11
666,4.0982674819108657E-11
667,2.6816358635847044E-11
668,1.73748618651732E-11
669,1.1141815212966855E-11
670,7.0676482240218168E-12
671,4.43228139218606E-12
672,2.7462289421371247E-12
673,1.6799547216138665E-12
674,1.0138427498788019E-12
675,6.03083678678114E-13
676,3.5326026077834008E-13
677,2.03537817339647E-13
678,1.1520950270152309E-13
679,6.3974787690859308E-14
680,3.479371770487675E-14
