big_demand,prob_demand
1569,2.4874803211945079E-09
1568,8.2719793133358732E-09
1485,0.0020154124658899974
1484,0.0021252113816958925
1483,0.0022388553890242743
1482,0.0023563483583146144
1481,0.0024776855820054775
1480,0.0026028534318778326
1479,0.0027318269977484422
1478,0.0028645736841329634
1477,0.0030010510343770527
1476,0.0031412064714259722
1475,0.0032849770647705931
1474,0.0034322870818003655
1473,0.0035830520825447542
1472,0.003737176714307601
1471,0.003894554598707791
1470,0.0040550682533280384
1469,0.0042185890493806584
1468,0.0043849772066812528
1467,0.0045540818270940579
1466,0.0047257409674760576
1465,0.0048997817530016825
1464,0.0050760205315962476
1463,0.0052542630700447178
1462,0.0054343047921735256
1461,0.0056159310593275639
1460,0.0057989174931829483
1459,0.0059830303407491653
1458,0.0061680268812226505
1457,0.0063536558741588266
1456,0.0065396580482314608
1455,0.0067257666296483094
1454,0.0069117079090912654
1453,0.0070972018458484911
1452,0.0072819606093813289
1451,0.0074656931569269652
1450,0.007648104090315487
1567,1.8320761472642858E-08
1566,3.3780847356534978E-08
1565,5.6003219953758591E-08
1564,8.6569324533195537E-08
1563,1.2731997441441785E-07
1562,1.803867690269263E-07
1561,2.4822612298068904E-07
1560,3.3365599559911981E-07
1559,4.398953994222391E-07
1558,5.706067535442692E-07
1557,7.2994113329463439E-07
1556,9.225864517113632E-07
1555,1.1538185905162504E-06
1554,1.4295554789260989E-06
1553,1.7564140976868995E-06
1552,2.1417703632789904E-06
1551,2.59382182341005E-06
1550,3.1216530698042345E-06
1549,3.735303748040246E-06
1548,4.44583901693236E-06
1547,5.2654222818416986E-06
1546,6.2073899975149072E-06
1545,7.2863283067464537E-06
1544,8.5181512515265863E-06
1543,9.9201802635503838E-06
1542,1.1511224611206594E-05
1541,1.3311662450620158E-05
1540,1.534352209916913E-05
1539,1.7630563121311949E-05
1538,2.0198356788717659E-05
1537,2.3074365449757292E-05
1536,2.628802031755391E-05
1535,2.9870797161159352E-05
1534,3.3856289361183922E-05
1533,3.8280277769503192E-05
1532,4.3180796792654259E-05
1531,4.8598196100362238E-05
1530,5.4575197344459464E-05
1529,6.1156945259427544E-05
1528,6.83910525040647E-05
1527,7.632763759452392E-05
1526,8.5019355272349009E-05
1525,9.4521418647335289E-05
1524,0.00010489161245424515
1523,0.00011619029676480596
1522,0.00012848040050221152
1521,0.0001418274041147353
1520,0.00015629931077825861
1519,0.00017196660551471423
1518,0.00018890220163485846
1517,0.00020718137393959564
1516,0.00022688167814447871
1515,0.00024808285602715552
1514,0.00027086672583756939
1513,0.00029531705755576817
1512,0.00032151943263230556
1511,0.00034956108790148863
1510,0.00037953074341811666
1509,0.00041151841403385325
1508,0.00044561520459984315
1507,0.00048191308875751424
1506,0.00052050467135945889
1505,0.00056148293464661973
1504,0.0006049409683963825
1503,0.00065097168434823539
1502,0.00069966751530892667
1501,0.00075112009943709666
1500,0.00080541995030758786
1499,0.0008626561134574889
1498,0.00092291581021882677
1497,0.00098628406974598766
1496,0.0010528433502487683
1495,0.0011226731505436919
1494,0.001195849613136167
1493,0.0012724451201434287
1492,0.001352527883462332
1491,0.0014361615306761075
1490,0.0015234046882795604
1489,0.0016143105638820377
1488,0.0017089265291212862
1487,0.0018072937050882694
1486,0.0019094465521226141
1449,0.0078288943879583212
1448,0.0080077621643458077
1447,0.0081844034546067913
1446,0.00835851302151935
1445,0.0085297851822078372
1444,0.0086979146516174971
1443,0.0088625973997266457
1442,0.0090235315193369671
1441,0.009180418101177831
1440,0.0093329621129695436
1439,0.0094808732790160645
1438,0.0096238669568386725
1437,0.0097616650073207613
1436,0.0098939966548095646
1435,0.010020599333614868
1434,0.010141219517356463
1433,0.01025561352764337
1432,0.010363548318616906
1431,0.010464802233957821
1430,0.010559165733044185
1429,0.010646442083051483
1428,0.010726448013908551
1427,0.01079901433316318
1426,0.010863986497967113
1425,0.010921225141562642
1424,0.010970606551840454
1423,0.011012023099739216
1422,0.011045383615472254
1421,0.011070613710792616
1420,0.011087656045744765
1419,0.011096470538597306
1418,0.011097034517905544
