big_demand,prob_lead_demand
1410,0.002904482599854619
1353,0.011381022707810648
1354,0.011365225619935514
1355,0.011340553259904376
1356,0.011307064810557951
1357,0.011264839016368012
1358,0.011213973886171931
1359,0.01115458632836013
1360,0.011086811720371114
1361,0.011010803414656056
1362,0.010926732183566804
1363,0.010834785605898191
1364,0.010735167398074331
1365,0.010628096693209719
1366,0.010513807271495831
1367,0.010392546745564151
1368,0.010264575704653533
1369,0.010130166821565117
1370,0.0099896039265194529
1371,0.0098431810521385828
1372,0.0096912014538599166
1373,0.0095339766101487158
1374,0.0093718252069126366
1375,0.009205072110533799
1376,0.0090340473339238069
1377,0.0088590849999731422
1378,0.0086805223067110329
1379,0.00849869849841489
1380,0.0083139538468108929
1381,0.0081266286463901015
1382,0.0079370622277291566
1383,0.0077455919925512994
1384,0.0075525524740947042
1385,0.0073582744261705534
1386,0.0071630839440959288
1387,0.0069673016204763304
1388,0.0067712417385919245
1389,0.0065752115059111056
1390,0.0063795103300166387
1391,0.00618442913898453
1392,0.0059902497480056978
1393,0.0057972442737864744
1394,0.0056056745980078791
1395,0.0054157918808663838
1396,0.0052278361254624837
1397,0.0050420357935484737
1398,0.0048586074728954346
1399,0.0046777555962922851
1400,0.0044996742813537775
1401,0.0043245428277729472
1402,0.0041525278747827918
1403,0.0039837853621439157
1404,0.003818456237949918
1405,0.0036566687185077902
1406,0.0034985383450165291
1407,0.0033441702717674675
1408,0.0031936548607489328
1409,0.0030470702555982121
1411,0.0027659462910295603
1412,0.0026315042681696256
1413,0.0025011883305016444
1414,0.0023750194846778104
1415,0.0022530083180839723
1416,0.0021351553956353488
1417,0.002021451677460504
1418,0.0019118789548666346
1419,0.0018064103019860926
1420,0.0017050105405255658
1421,0.0016076367150744089
1422,0.0015142385764769231
1423,0.0014247590708339082
1424,0.0013391348317708181
1425,0.0012572966736924718
1426,0.0011791700838364699
1427,0.0011046757110383314
1428,0.001033729849229886
1429,0.00096624491380754027
1430,0.0009021299091276835
1431,0.00084129088551170884
1432,0.00078363138427173153
1433,0.00072905286939926
1434,0.00067745514469165892
1435,0.00062873675522439
1436,0.00058279537220981429
1437,0.00053952816041484965
1438,0.0004988321274393303
1439,0.0004606044542836337
1440,0.00042474280675745997
1441,0.00039114562740088734
1442,0.0003597124077034779
1443,0.00033034394051679572
1444,0.00030294255265981597
1445,0.00027741231781501708
1446,0.00025365924990520172
1447,0.00023159147722707043
1448,0.00021111939769713578
1449,0.00019215581563863726
1450,0.00017461606060465156
1451,0.00015841808879261195
1452,0.00014348256765901005
1453,0.00012973294439024797
1454,0.00011709549892656943
1455,0.00010549938227087933
1456,9.4876640843254349E-05
1457,8.5162227665241852E-05
1458,7.6294001175874649E-05
1459,6.8212712493918726E-05
1460,6.0861981948465342E-05
1461,5.4188265702834263E-05
1462,4.8140813295119954E-05
1463,4.2671616912857169E-05
1464,3.7735353209463234E-05
1465,3.3289318456602552E-05
1466,2.9293357809677434E-05
1467,2.5709789443547497E-05
1468,2.250332429258431E-05
1469,1.9640982103545669E-05
1470,1.7092004481772804E-05
1471,1.4827765581139864E-05
1472,1.2821681056284724E-05
1473,1.1049115862188037E-05
1474,9.4872914514077864E-06
1475,8.1151928834800427E-06
1476,6.9134763244228347E-06
1477,5.864377377182443E-06
1478,4.9516206464917135E-06
1479,4.1603309042106987E-06
1480,3.4769461840279431E-06
1481,2.8891330976435715E-06
1482,2.3857046284500135E-06
1483,1.9565406234777222E-06
1484,1.5925111701735205E-06
1485,1.2854030116049234E-06
1486,1.0278491220959756E-06
1487,8.1326153524185853E-07
1488,6.3576748784631E-07
1489,4.9014891668348461E-07
1490,3.7178532019091105E-07
1491,2.7659997431905946E-07
1492,2.0100947084229971E-07
1493,1.4187652750233381E-07
1494,9.6466002416235265E-08
1495,6.2404030225507326E-08
1496,3.76401844617904E-08
1497,2.0412559513344649E-08
1498,9.2156563341341035E-09
1499,2.7709485702075775E-09
