big_demand,prob_lead_demand
22861,0.002676929882833939
22860,0.0026809274096080749
22859,0.0026848108568323019
22858,0.0026885797541350352
22857,0.0026922336452780918
22856,0.0026957720882525306
22855,0.0026991946553716986
22854,0.0027025009333614333
22853,0.0027056905234473976
22852,0.0027087630414395331
22851,0.0027117181178135871
22850,0.0027145553977897018
22849,0.00271727454140798
22848,0.0027198752236011229
22847,0.00272235713426401
22846,0.0027247199783202152
22845,0.0027269634757854859
22844,0.002729087361828115
22843,0.0027310913868261932
22842,0.0027329753164217758
22841,0.0027347389315718084
22840,0.0027363820285959718
22839,0.002737904419221315
22838,0.0027393059306236767
22837,0.0027405864054658655
22836,0.0027417457019326711
22835,0.0027427836937625712
22834,0.0027437002702762193
22833,0.0027444953364016431
22832,0.0027451688126961661
22831,0.0027457206353650641
22830,0.0027461507562768638
22829,0.00274645914297543
23155,0.0001953253319876325
23156,0.00019181828237845036
23157,0.00018835792775071585
23158,0.00018494392919491125
23159,0.00018157594554220699
23160,0.000178253633456669
23161,0.00017497664752717047
23162,0.00017174464035863224
23163,0.00016855726266302607
23164,0.00016541416334941785
23165,0.00016231498961367997
23166,0.00015925938702771795
23167,0.00015624699962789231
23168,0.00015327747000292138
23169,0.00015035043938108815
23170,0.00014746554771688823
23171,0.00014462243377692599
23172,0.00014182073522517666
23173,0.00013906008870737173
23174,0.00013634012993500149
23175,0.00013366049376819725
23176,0.00013102081429816126
23177,0.00012842072492854365
23178,0.00012585985845629631
23179,0.00012333784715161053
23180,0.00012085432283702265
23181,0.00011840891696570841
23182,0.0001160012606989004
23183,0.00011363098498253815
23184,0.00011129772062297617
23185,0.00010900109836186494
23186,0.00010674074895003388
23187,0.00010451630322059033
23188,0.00010232739216109942
23189,0.00010017364698463784
23190,9.8054699200225353E-05
23191,9.5970180682043E-05
23192,9.3919723737810384E-05
23193,9.1902961176210918E-05
23194,8.9919526373323012E-05
23195,8.7969053338005248E-05
23196,8.60511767763073E-05
23197,8.4165532155017987E-05
23198,8.2311755764049208E-05
23199,8.04894847778103E-05
23200,7.86983573156358E-05
23201,7.6938012501214149E-05
