s_Q,prob_lead_lifetime
92964,2.0562851443562929E-17
92965,1.9058117115971595E-17
92966,1.7654988094674186E-17
92967,1.63471607928863E-17
92968,1.5128689471327649E-17
92969,1.3993967718420348E-17
92970,1.2937710801476114E-17
92971,1.1954938851748827E-17
92972,1.1040960847659216E-17
92973,1.0191359361879255E-17
92974,9.40197603929647E-18
92975,8.6688977741642155E-18
92976,7.9884435559849848E-18
92977,7.3571519548707344E-18
92978,6.7717692182790491E-18
92979,6.2292379521375562E-18
92980,5.7266863604431212E-18
92981,5.261418018457813E-18
92982,4.8309021556220451E-18
92983,4.4327644252676246E-18
92984,4.0647781391409151E-18
92985,3.7248559456401505E-18
92986,3.411041931532077E-18
92987,3.1215041277426803E-18
92988,2.8545274006159395E-18
92989,2.6085067108040205E-18
92990,2.38194072269345E-18
92991,2.1734257479852012E-18
92992,1.981650007733439E-18
92993,1.8053881978086239E-18
92994,1.6434963433867707E-18
92995,1.4949069286786398E-18
92996,1.3586242887013565E-18
92997,1.2337202504612159E-18
92998,1.11933001146095E-18
92999,1.0146482439683151E-18
93000,9.18925413986165E-19
93001,8.3146430434795123E-19
93002,7.5161673182747376E-19
93003,6.7878044859838972E-19
93004,6.1239621880806821E-19
93005,5.5194506144251075E-19
93006,4.9694565105480083E-19
93007,4.4695186830951525E-19
93008,4.0155049266024741E-19
93009,3.6035902982744232E-19
93010,3.2302366707960489E-19
93011,2.8921734964316987E-19
93012,2.5863797187537327E-19
93013,2.3100667713083148E-19
93014,2.0606626053668135E-19
93015,1.8357966916349927E-19
93016,1.6332859434023465E-19
93017,1.4511215111148914E-19
93018,1.2874564007503944E-19
93019,1.140593870669413E-19
93020,1.008976563812353E-19
93021,8.911763342157546E-20
93022,7.8588472883364636E-20
93023,6.9190408757556141E-20
93024,6.0813922631495111E-20
93025,5.33589669383471E-20
93026,4.6734239975104136E-20
93027,4.0856509670167581E-20
93028,3.5649983235373E-20
93029,3.1045719984320127E-20
93030,2.6981084739273363E-20
93031,2.3399239382961835E-20
93032,2.024867023958585E-20
93033,1.7482749091468803E-20
93034,1.5059325754315131E-20
93035,1.2940350245170534E-20
93036,1.1091522683147923E-20
93037,9.4819691639912338E-21
93038,8.0839419458019146E-21
93039,6.8725423749441422E-21
93040,5.825465068463373E-21
