big_demand,prob_lead_demand
282,0.023170300047656304
283,0.022549134285646991
284,0.021860724776079515
285,0.021112128127885967
286,0.020310822575080833
287,0.019464590172330959
288,0.018581397964866641
289,0.017669280505855221
290,0.01673622597060247
291,0.015790067943938918
292,0.014838384741829701
293,0.01388840787826231
294,0.012946941011905468
295,0.012020290412193945
296,0.011114207679672023
297,0.010233865455193338
298,0.00938378190674379
299,0.0085678262967832011
300,0.0077892118098943962
301,0.007050499946454133
302,0.0063536585446443356
303,0.0056999957750858759
304,0.0050902434522833405
305,0.0045245967628886772
306,0.0040027597319852014
307,0.0035239950331418047
308,0.0030871767632032238
309,0.0026908448532150116
310,0.0023332598683392684
311,0.0020124570570854458
312,0.0017262986380723777
313,0.0014725234549665283
314,0.0012487932813062159
315,0.0010527352109804757
316,0.000881979722044856
317,0.00073419414688118319
318,0.00060711141682827483
319,0.00049855407160035077
320,0.000406453631230332
321,0.0003288655199092371
322,0.00026397980663614548
323,0.00021012808731662566
324,0.00016578687755087432
325,0.00012957791582601772
326,0.00010026579433302541
327,7.6753340415680523E-05
328,5.8075167004746229E-05
329,4.3389796575341808E-05
330,3.1970741468251408E-05
331,2.3196895121408771E-05
332,1.6542555168646072E-05
333,1.1567361804766968E-05
334,7.9063946326532075E-06
335,5.2606297412527676E-06
336,3.3879173203127838E-06
337,2.0945999291818265E-06
338,1.2278537099833809E-06
339,6.6880030873563256E-07
340,3.2640677501676021E-07
341,1.3216475505270448E-07
342,3.5519138787097968E-08
277,0.025063829371932134
278,0.024862368457680029
279,0.024568450395664635
280,0.024185462123763348
281,0.023717701415369646
