StoreID,ProductID,DateTime,Demand,PredictedDemandDistribution,PredictedDemandVariance,PredictedDemandProbability
6,13_1,2017-01-16,13.990485190331867,,-1,1
6,13_1,2017-01-17,24.920625174381108,,-1,1
6,13_1,2017-01-18,13.990485190331867,,-1,1
6,13_1,2017-01-19,10.145995323977264,,-1,1
6,13_1,2017-01-20,27.887673113040307,,-1,1
6,13_1,2017-01-21,20.510883314674395,,-1,1
6,13_1,2017-01-22,10.89004810208614,,-1,1
6,13_1,2017-01-23,17.824231156958252,,-1,1
6,13_1,2017-01-24,29.0057964067734,,-1,1
6,13_1,2017-01-25,21.9215270206812,,-1,1
6,13_1,2017-01-26,11.081580830963624,,-1,1
6,13_1,2017-01-27,11.694951782550561,,-1,1
6,13_1,2017-01-28,30.911968773225823,,-1,1
6,13_1,2017-01-29,16.00314657646023,,-1,1
6,13_1,2017-01-30,26.512333329540482,,-1,1
6,13_1,2017-01-31,9.306121896783909,,-1,1
6,13_1,2017-02-01,21.428293095161926,,-1,1
6,13_1,2017-02-02,16.581379911228847,,-1,1
6,13_1,2017-02-03,13.237100468241213,,-1,1
6,13_1,2017-02-04,11.870827267704554,,-1,1
6,13_1,2017-02-05,10.866264813724372,,-1,1
6,13_1,2017-02-06,12.305720531295915,,-1,1
6,13_1,2017-02-07,30.566628142880397,,-1,1
6,13_1,2017-02-08,11.081580830963624,,-1,1
6,13_1,2017-02-09,12.099679953025193,,-1,1
6,13_1,2017-02-10,9.764577743760821,,-1,1
6,13_1,2017-02-11,12.488057496978028,,-1,1
6,13_1,2017-02-12,18.707711741485554,,-1,1
6,13_1,2017-02-13,18.43929231294009,,-1,1
6,13_1,2017-02-14,22.564691422225213,,-1,1
6,13_1,2017-02-15,28.72601552808307,,-1,1
6,13_1,2017-02-16,13.347888898739033,,-1,1
6,13_1,2017-02-17,12.947852814363554,,-1,1
6,13_1,2017-02-18,10.35834725852236,,-1,1
6,13_1,2017-02-19,18.91005534787663,,-1,1
6,13_1,2017-02-20,25.682171212598014,,-1,1
6,13_1,2017-02-21,10.408298197443695,,-1,1
6,13_1,2017-02-22,12.22028355258161,,-1,1
6,13_1,2017-02-23,24.22674941345117,,-1,1
6,13_1,2017-02-24,26.98188110804762,,-1,1
6,13_1,2017-02-25,29.040262936511077,,-1,1
6,13_1,2017-02-26,27.851738524301904,,-1,1
