StoreID,ProductID,DateTime,Demand,PredictedDemandDistribution,PredictedDemandVariance,PredictedDemandProbability
2,4_1,2017-01-07,7064.097095423632,,-1,1
2,4_1,2017-01-08,6681.408459454456,,-1,1
2,4_1,2017-01-09,6933.345603259924,,-1,1
2,4_1,2017-01-10,7335.6786076006165,,-1,1
2,4_1,2017-01-11,7922.284326432445,,-1,1
2,4_1,2017-01-12,6325.9896068994785,,-1,1
2,4_1,2017-01-13,7064.097095423632,,-1,1
2,4_1,2017-01-14,6441.585453887616,,-1,1
2,4_1,2017-01-15,6933.345603259924,,-1,1
2,4_1,2017-01-16,6805.81563535154,,-1,1
2,4_1,2017-01-17,7621.428564372146,,-1,1
2,4_1,2017-01-18,6441.585453887616,,-1,1
2,4_1,2017-01-19,6805.81563535154,,-1,1
2,4_1,2017-01-20,7064.097095423632,,-1,1
2,4_1,2017-01-21,6805.81563535154,,-1,1
2,4_1,2017-01-22,7064.097095423632,,-1,1
2,4_1,2017-01-23,6681.408459454456,,-1,1
2,4_1,2017-01-24,6213.15623277047,,-1,1
2,4_1,2017-01-25,7198.1726154726375,,-1,1
2,4_1,2017-01-26,6213.15623277047,,-1,1
2,4_1,2017-01-27,6933.345603259924,,-1,1
2,4_1,2017-01-28,6103.003192108555,,-1,1
2,4_1,2017-01-29,7198.1726154726375,,-1,1
2,4_1,2017-01-30,6560.028953783746,,-1,1
2,4_1,2017-01-31,6933.345603259924,,-1,1
2,4_1,2017-02-01,7064.097095423632,,-1,1
2,4_1,2017-02-02,6325.9896068994785,,-1,1
2,4_1,2017-02-03,7922.284326432445,,-1,1
2,4_1,2017-02-04,6805.81563535154,,-1,1
2,4_1,2017-02-05,6805.81563535154,,-1,1
2,4_1,2017-02-06,6681.408459454456,,-1,1
2,4_1,2017-02-07,7064.097095423632,,-1,1
2,4_1,2017-02-08,7476.725634472523,,-1,1
2,4_1,2017-02-09,7335.6786076006165,,-1,1
2,4_1,2017-02-10,6933.345603259924,,-1,1
2,4_1,2017-02-11,6441.585453887616,,-1,1
2,4_1,2017-02-12,6681.408459454456,,-1,1
2,4_1,2017-02-13,6692.6351933199585,,-1,1
2,4_1,2017-02-14,6720.365728366384,,-1,1
2,4_1,2017-02-15,7281.74347332739,,-1,1
2,4_1,2017-02-16,6764.989654472939,,-1,1
2,4_1,2017-02-17,6964.952069309515,,-1,1
