big_demand,prob_demand
1879,0.0095593674546825165
1880,0.0095476754793238968
1881,0.0095300964303259919
1882,0.0095074195463987973
1883,0.009479678707027539
1884,0.009446915582612533
1885,0.0094091795199752609
1886,0.0093665274090194948
1887,0.0093190235311079051
1888,0.0092667393897757546
1889,0.0092097535244598273
1890,0.0091481513079745818
1891,0.0090820247285163438
1892,0.0090114721570214041
1893,0.0089365981007447238
1894,0.0088575129439614313
1895,0.0087743326767252064
1896,0.0086871786126439827
1897,0.0085961770966554787
1898,0.0085014592038022887
1899,0.0084031604300187634
1900,0.0083014203759499468
1901,0.0081963824248259
1902,0.0080881934154140838
1903,0.0079770033110669186
1904,0.0078629648658723079
1905,0.0077462332889015415
1906,0.0076269659075323213
1907,0.007505321830803784
1908,0.0073814616137371806
1909,0.007255546923529115
1910,0.0071277402084951019
1911,0.0069982043706095214
1912,0.0068671024424545452
1913,0.0067345972693547817
1914,0.0066008511974375295
1915,0.0064660257683200606
1916,0.0063302814210860333
1917,0.0061937772021730233
1918,0.0060566704837524939
1919,0.0059191166911427909
1920,0.0057812690397546383
1921,0.0056432782820279711
1922,0.0055052924647785023
1923,0.0053674566973323894
1924,0.005229912930788087
1925,0.0050927997487061772
1926,0.0049562521694897655
1927,0.0048204014606820049
1928,0.0046853749653709351
1929,0.0045512959408577514
1930,0.0044182834097107023
1931,0.0042864520232944823
1932,0.004155911937833703
1933,0.0040267687030384886
1934,0.0038991231632914472
1935,0.0037730713713665875
1936,0.0036487045146237095
1937,0.0035261088535955406
1938,0.0034053656728590767
1939,0.003286551244058297
1940,0.0031697368009212016
1941,0.0030549885260907185
1942,0.0029423675495670034
1943,0.0028319299585356961
1944,0.0027237268183361216
1945,0.0026178042043019361
1946,0.00251420324418635
1947,0.00241296017086432
1948,0.0023141063849843771
1949,0.0022176685272240495
1950,0.002123668559784461
1951,0.0020321238567417585
1952,0.0019430473028558652
1953,0.0018564474004209458
1954,0.0017723283837253886
1955,0.001690690340675564
1956,0.001611529341122155
1957,0.0015348375714160905
1958,0.0014606034747088417
1959,0.0013888118965008419
1960,0.0013194442349330566
1961,0.0012524785953085288
1962,0.0011878899483240568
1963,0.0011256502914876836
1964,0.0010657288131942853
1965,0.0010080920589299338
1966,0.00095270409907642357
1967,0.000899526697789328
1968,0.00084851948242712629
1969,0.00079964011301511583
1970,0.00075284445123579289
1971,0.00070808672844739271
1972,0.00066531971224430015
1973,0.00062449487108690819
1974,0.00058556253654408919
1975,0.00054847206270928811
1976,0.00051317198237030509
1977,0.0004796101595338088
1978,0.00044773393792808943
1979,0.00041749028513159023
1980,0.00038882593199945654
1981,0.00036168750708722255
1982,0.00033602166579748278
1983,0.00031177521400371414
1984,0.00028889522593411495
1985,0.00026732915612739857
1986,0.00024702494530215164
1987,0.00022793112001072397
1988,0.00020999688597827431
1989,0.00019317221505697535
1990,0.000177407925753963
1991,0.00016265575732030555
1992,0.00014886843741544821
1993,0.0001359997433885329
1994,0.00012400455724345905
1995,0.00011283891437904361
1996,0.00010246004621886468
1997,9.2826416867048065E-05
1998,8.3897753946644293E-05
1999,7.5635073795898554E-05
2000,6.8000701214707989E-05
2001,6.0958283969190571E-05
2002,5.4472802275612375E-05
2003,4.8510573497111889E-05
2004,4.3039252296651519E-05
2005,3.802782649804676E-05
2006,3.3446608913616155E-05
2007,2.9267225401867262E-05
2008,2.5462599421998587E-05
2009,2.2006933353626628E-05
2010,1.8875686850260662E-05
2011,1.6045552493730209E-05
2012,1.3494429013979552E-05
2013,1.1201392334643118E-05
2014,9.1466646994883729E-06
2015,7.3115821284709376E-06
2016,5.678560444691429E-06
2017,4.23106010528518E-06
2018,2.953550060082549E-06
2019,1.8314708521223968E-06
2020,8.511971636039746E-07
