big_demand,prob_lead_demand
584,0.017161421408463
585,0.017110206858655656
586,0.017029529851600382
587,0.016919843321320051
588,0.016781742965656366
589,0.016615961982482649
590,0.016420649572545323
591,0.016199404061787461
592,0.015953296338695574
593,0.015683504029986976
594,0.015391302117243275
595,0.015078052990904992
596,0.014745196052146491
597,0.014394236974173013
598,0.014026736733868428
599,0.01364430052256818
600,0.0132485666411636
601,0.01284119547991253
602,0.012423858677412844
603,0.011998228546377021
604,0.011565967846328195
605,0.011128719975320677
606,0.01068809964446992
607,0.010245684090644799
608,0.0098030048743028321
609,0.0093615403012874063
610,0.0089227084995831332
611,0.0084878611746424717
612,0.0080582780600246921
613,0.0076351620737702894
614,0.007219635185185559
615,0.006812734991521149
616,0.0064154119993628756
617,0.0060285276013607786
618,0.0056528527351384457
619,0.0052890672077769117
620,0.0049377596660801831
621,0.0045994281898315559
622,0.0042744814823766665
623,0.0039632406300691625
624,0.0036659413993519407
625,0.003382737037503442
626,0.0031137015403553672
627,0.0028588333476058884
628,0.0026180594237504629
629,0.0023912396801842291
630,0.0021781716917637691
631,0.0019785956591274511
632,0.0017921995664427278
633,0.001618624483056694
634,0.0014574699568467926
635,0.0013082994469675777
636,0.0011706457442197298
637,0.0010440163284628102
638,0.00092789861437100321
639,0.00082176503938555018
640,0.00072507795092299906
641,0.000637294253708295
642,0.00055786978244959059
643,0.00048626336987383053
644,0.00042194058530263225
645,0.00036437712435697869
646,0.000313061835923898
647,0.00026749937808019761
648,0.00022721250013247907
649,0.0001917439531880326
650,0.0001606580366167038
651,0.00013354179230891833
652,0.00011000586270443155
653,8.9685032099948451E-05
654,7.2238473698661211E-05
655,5.7349727215591594E-05
656,4.4726433590834066E-05
657,3.4099854496059956E-05
658,2.5224204870615008E-05
659,1.7875826727996494E-05
660,1.1852231977484577E-05
661,6.9710410650948821E-06
662,3.0688429137314552E-06
