s_Q,prob_lead_lifetime
6467,6.9587908603181233E-25
6468,6.0291667153501637E-24
6469,2.9375396679611483E-23
6470,1.0598804746610723E-22
6471,3.1540206511562237E-22
6472,8.1890087741743146E-22
6473,1.9189324895129413E-21
6474,4.1496047436903083E-21
6475,8.4101921540373461E-21
6476,1.6157057898236723E-20
6477,2.9673663802197027E-20
6478,5.2443558465079588E-20
6479,8.9657572557338271E-20
6480,1.4889411095323547E-19
6481,2.4102064402463668E-19
6482,3.8137552938663697E-19
6483,5.9130244314168056E-19
6484,9.0012531165916152E-19
6485,1.3476701047508657E-18
6486,1.9874616262599146E-18
6487,2.8907490263019826E-18
6488,4.151543735599256E-18
6489,5.8928885362741786E-18
6490,8.2746172680731426E-18
6491,1.1502912049605481E-17
6492,1.58420197985683E-17
6493,2.1628553304227248E-17
6494,2.9288875306131E-17
6495,3.9360148270031447E-17
6496,5.2515729282710762E-17
6497,6.9595700337322183E-17
6498,9.1643451060109067E-17
6499,1.1994937565105048E-16
6500,1.5610291071072227E-16
6501,2.0205432818296608E-16
6502,2.6018791060414875E-16
6503,3.3340837725296611E-16
6504,4.2524270299640467E-16
6505,5.399597803315851E-16
6506,6.8271072341209643E-16
6507,8.5969300521532365E-16
6508,1.078342060396083E-15
6509,1.347554482209794E-15
6510,1.6779474981311041E-15
6511,2.0821600319687044E-15
6512,2.5752013575303982E-15
6513,3.1748541280401669E-15
6514,3.9021394350904059E-15
6515,4.7818525202478938E-15
6516,5.8431788416843504E-15
6517,7.1204013984417418E-15
6518,8.6537115482164222E-15
6519,1.049013703395303E-14
6520,1.2684602574306222E-14
6521,1.5301140188596244E-14
6522,1.8414268434992259E-14
6523,2.2110561959440413E-14
6524,2.6490435201936751E-14
6525,3.1670166807350985E-14
6526,3.7784194263064961E-14
6527,4.4987711559948504E-14
6528,5.3459606273353546E-14
6529,6.3405776415629021E-14
6530,7.5062871752124528E-14
6531,8.8702509032085623E-14
6532,1.0463601580007227E-13
6533,1.2321976316104238E-13
6534,1.4486115411432963E-13
6535,1.7002534089270935E-13
6536,1.9924275219005139E-13
6537,2.3311751928551948E-13
6538,2.7233689892828332E-13
6539,3.1768180049238142E-13
6540,3.7003853540881983E-13
6541,4.3041191829751108E-13
6542,4.9993986162594142E-13
6543,5.7990961918991194E-13
6544,6.7177584832455175E-13
6545,7.7718067659653362E-13
6546,8.9797597589187486E-13
6547,1.0362480653944021E-12
6548,1.1943450850505339E-12
6549,1.3749073028451436E-12
6550,1.5809006426864913E-12
6551,1.8156537450375975E-12
6552,2.08289889976662E-12
6553,2.386817220156642E-12
6554,2.7320884587606741E-12
6555,3.1239458999635979E-12
6556,3.5682368008808629E-12
6557,4.071488891754365E-12
6558,4.6409834894787912E-12
6559,5.2848358234963948E-12
6560,6.012083222233443E-12
6561,6.8327818607278247E-12
6562,7.7581128263345117E-12
6563,8.8004983196253073E-12
6564,9.9737288720650423E-12
6565,1.1293102531002828E-11
6566,1.2775577036231194E-11
6567,1.4439936091118805E-11
6568,1.6306970915405957E-11
6569,1.8399678356473195E-11
6570,2.0743476931573049E-11
6571,2.33664422754863E-11
6572,2.6299563576678433E-11
6573,2.9577022700650144E-11
6574,3.3236497822181521E-11
6575,3.7319493518953236E-11
6576,4.1871699418003947E-11
6577,4.6943379634077684E-11
6578,5.2589795395570391E-11
6579,5.8871663419963083E-11
6580,6.5855652776810758E-11
6581,7.3614923163025793E-11
6582,8.2229707712882426E-11
6583,9.1787943674383973E-11
6584,1.0238595450494373E-10
6585,1.1412918717328766E-10
6586,1.2713300870167972E-10
6587,1.4152356624360412E-10
6588,1.5743871526752628E-10
6589,1.7502902070794136E-10
6590,1.9445883625125442E-10
6591,2.1590746724679846E-10
6592,2.395704230731764E-10
6593,2.6566076514781251E-10
6594,2.9441055714385343E-10
6595,3.2607242437410328E-10
6596,3.6092122971726582E-10
6597,3.9925587389818845E-10
6598,4.4140122839181985E-10
6599,4.8771020970104056E-10
6600,5.385660042621848E-10
6601,5.9438445375979618E-10
6602,6.5561661118478015E-10
6603,7.2275147854848309E-10
6604,7.9631893777019552E-10
6605,8.7689288688803488E-10
6606,9.6509459440395053E-10
6607,1.0615962852636297E-09
6608,1.1671249726922175E-09
6609,1.2824665508579126E-09
6610,1.4084701641185396E-09
6611,1.5460528694219633E-09
6612,1.6962046092807125E-09
6613,1.8599935136251215E-09
6614,2.0385715497587081E-09
6615,2.2331805405951067E-09
6616,2.4451585723486064E-09
6617,2.6759468138810211E-09
6618,2.9270967709769278E-09
6619,3.2002779999282874E-09
6620,3.4972863059585667E-09
6621,3.8200524532066912E-09
6622,4.1706514142231038E-09
6623,4.5513121882043961E-09
6624,4.9644282185103432E-09
6625,5.412568441368099E-09
6626,5.8984889990731727E-09
6627,6.4251456524466561E-09
6628,6.99570692880265E-09
6629,7.6135680432201961E-09
6630,8.2823656324995359E-09
6631,9.0059933428146858E-09
6632,9.78861831375203E-09
6633,1.0634698603148735E-08
6634,1.1549001598915494E-08
6635,1.2536623465844171E-08
6636,1.3603009677263686E-08
6637,1.4753976683315445E-08
6638,1.599573476957299E-08
6639,1.7334912161728813E-08
6640,1.8778580434113177E-08
6641,2.033428128189623E-08
6642,2.2010054718951931E-08
6643,2.3814468765532927E-08
6644,2.5756650692115159E-08
6645,2.7846319888020414E-08
6646,3.0093822425711779E-08
6647,3.2510167393979761E-08
6648,3.5107065075594126E-08
6649,3.7896967047386118E-08
6650,4.0893108283144614E-08
6651,4.4109551342158206E-08
6652,4.75612327287073E-08
6653,5.1264011510306416E-08
6654,5.5234720285011964E-08
6655,5.9491218590642417E-08
6656,6.4052448851304621E-08
6657,6.8938494959172827E-08
6658,7.4170643592031162E-08
6659,7.97714483696512E-08
6660,8.5764796954639512E-08
6661,9.217598120594304E-08
6662,9.9031770495745483E-08
6663,1.0636048830301334E-07
6664,1.1419209219945761E-07
6665,1.2255825734615419E-07
6666,1.3149246362151515E-07
6667,1.410300865037076E-07
6668,1.5120849183298286E-07
6669,1.6206713458168884E-07
6670,1.736476617619923E-07
6671,1.8599401960352832E-07
6672,1.9915256513530721E-07
6673,2.1317218230825111E-07
6674,2.2810440279667545E-07
6675,2.4400353161888882E-07
6676,2.609267777188306E-07
6677,2.7893438965230506E-07
6678,2.9808979652288365E-07
6679,3.1845975431393012E-07
6680,3.4011449776445475E-07
6681,3.6312789793758754E-07
6682,3.8757762563140863E-07
6683,4.1354532078262717E-07
6684,4.4111676801420088E-07
6685,4.7038207847836903E-07
6686,5.0143587814678223E-07
6687,5.3437750269938456E-07
6688,5.6931119916347351E-07
6689,6.0634633445388183E-07
6690,6.45597610964518E-07
6691,6.8718528936051444E-07
6692,7.31235418719005E-07
6693,7.7788007416501E-07
6694,8.2725760214711284E-07
6695,8.7951287349548009E-07
6696,9.347975444023413E-07
6697,9.9327032546229673E-07
6698,1.0550972589066917E-06
6699,1.1204520041628769E-06
6700,1.1895161318653312E-06
6701,1.2624794264414298E-06
6702,1.3395401973900922E-06
6703,1.4209055993665056E-06
6704,1.5067919611808143E-06
6705,1.5974251238127509E-06
6706,1.6930407875380505E-06
6707,1.7938848682557089E-06
6708,1.9002138630980498E-06
6709,2.0122952253979743E-06
6710,2.1304077490796122E-06
6711,2.25484196253012E-06
6712,2.3859005320012355E-06
6713,2.5238986745796748E-06
6714,2.66916458075536E-06
6715,2.8220398466058875E-06
6716,2.9828799156045058E-06
6717,3.1520545300472533E-06
6718,3.3299481920826573E-06
6719,3.5169606343146957E-06
6720,3.7135072999364216E-06
6721,3.9200198323378091E-06
6722,4.1369465741169523E-06
6723,4.3647530754088351E-06
6724,4.6039226114302767E-06
6725,4.85495670912372E-06
6726,5.1183756827656581E-06
6727,5.39471917838853E-06
6728,5.68454672684691E-06
6729,5.988438305340678E-06
6730,6.3069949071888123E-06
6731,6.6408391196281369E-06
6732,6.9906157093913213E-06
6733,7.3569922157979095E-06
6734,7.740659551071187E-06
6735,8.1423326075720363E-06
6736,8.562750871619058E-06
6737,9.0026790435414138E-06
6738,9.462907663588206E-06
6739,9.9442537432942188E-06
6740,1.0447561401878558E-05
6741,1.097370250722764E-05
6742,1.152357732098992E-05
6743,1.2098115147283969E-05
