StoreID,ProductID,DateTime,Demand,PredictedDemandDistribution,PredictedDemandVariance,PredictedDemandProbability
2,2_1,2017-01-03,328.2593835988259,,-1,1
2,2_1,2017-01-04,478.9118245379929,,-1,1
2,2_1,2017-01-05,376.81162737131325,,-1,1
2,2_1,2017-01-06,332.72635090141665,,-1,1
2,2_1,2017-01-07,601.2220522433557,,-1,1
2,2_1,2017-01-08,684.1215493096456,,-1,1
2,2_1,2017-01-09,668.6525070926804,,-1,1
2,2_1,2017-01-10,661.0930278181344,,-1,1
2,2_1,2017-01-11,773.7006087144873,,-1,1
2,2_1,2017-01-12,287.6731952516144,,-1,1
2,2_1,2017-01-13,646.313201752257,,-1,1
2,2_1,2017-01-14,378.58972296234793,,-1,1
2,2_1,2017-01-15,512.076648640372,,-1,1
2,2_1,2017-01-16,385.81476785006856,,-1,1
2,2_1,2017-01-17,464.5689515395295,,-1,1
2,2_1,2017-01-18,318.1416556867949,,-1,1
2,2_1,2017-01-19,420.70021487261016,,-1,1
2,2_1,2017-01-20,433.25897120133635,,-1,1
2,2_1,2017-01-21,325.32554845879037,,-1,1
2,2_1,2017-01-22,476.48074205765533,,-1,1
2,2_1,2017-01-23,453.05081991396713,,-1,1
2,2_1,2017-01-24,422.7593599325994,,-1,1
2,2_1,2017-01-25,406.6535712903212,,-1,1
2,2_1,2017-01-26,575.544515640717,,-1,1
2,2_1,2017-01-27,501.5544110199921,,-1,1
2,2_1,2017-01-28,286.43796094517995,,-1,1
2,2_1,2017-01-29,402.75517869757516,,-1,1
2,2_1,2017-01-30,554.2642669827922,,-1,1
2,2_1,2017-01-31,542.5740112048321,,-1,1
2,2_1,2017-02-01,351.42377521750467,,-1,1
2,2_1,2017-02-02,341.9053547545717,,-1,1
2,2_1,2017-02-03,787.7551236668593,,-1,1
2,2_1,2017-02-04,453.05081991396713,,-1,1
2,2_1,2017-02-05,402.75517869757516,,-1,1
2,2_1,2017-02-06,332.72635090141665,,-1,1
2,2_1,2017-02-07,292.68529793894163,,-1,1
2,2_1,2017-02-08,676.3279339810603,,-1,1
2,2_1,2017-02-09,334.23326472594016,,-1,1
2,2_1,2017-02-10,708.2347264393993,,-1,1
2,2_1,2017-02-11,506.77910334437286,,-1,1
2,2_1,2017-02-12,383.9914285692968,,-1,1
2,2_1,2017-02-13,366.9981068537627,,-1,1
