StoreID,ProductID,DateTime,Demand,PredictedDemandDistribution,PredictedDemandVariance,PredictedDemandProbability
2,2_1,2017-01-18,318.1416556867949,,-1,1
2,2_1,2017-01-19,420.70021487261016,,-1,1
2,2_1,2017-01-20,433.25897120133635,,-1,1
2,2_1,2017-01-21,325.32554845879037,,-1,1
2,2_1,2017-01-22,476.4807420576553,,-1,1
2,2_1,2017-01-23,453.05081991396713,,-1,1
2,2_1,2017-01-24,422.7593599325994,,-1,1
2,2_1,2017-01-25,406.6535712903212,,-1,1
2,2_1,2017-01-26,575.544515640717,,-1,1
2,2_1,2017-01-27,501.55441101999213,,-1,1
2,2_1,2017-01-28,286.43796094517995,,-1,1
2,2_1,2017-01-29,402.75517869757516,,-1,1
2,2_1,2017-01-30,554.2642669827922,,-1,1
2,2_1,2017-01-31,542.5740112048321,,-1,1
2,2_1,2017-02-01,351.42377521750467,,-1,1
2,2_1,2017-02-02,341.9053547545717,,-1,1
2,2_1,2017-02-03,787.7551236668593,,-1,1
2,2_1,2017-02-04,453.05081991396713,,-1,1
2,2_1,2017-02-05,402.75517869757516,,-1,1
2,2_1,2017-02-06,332.72635090141665,,-1,1
2,2_1,2017-02-07,292.68529793894163,,-1,1
2,2_1,2017-02-08,676.3279339810603,,-1,1
2,2_1,2017-02-09,334.23326472594016,,-1,1
2,2_1,2017-02-10,708.2347264393993,,-1,1
2,2_1,2017-02-11,506.77910334437286,,-1,1
2,2_1,2017-02-12,383.9914285692968,,-1,1
2,2_1,2017-02-13,366.9981068537627,,-1,1
2,2_1,2017-02-14,307.54832073021197,,-1,1
2,2_1,2017-02-15,327.27288380295585,,-1,1
2,2_1,2017-02-16,316.1988441028625,,-1,1
2,2_1,2017-02-17,594.1382538820569,,-1,1
2,2_1,2017-02-18,487.4253062708224,,-1,1
2,2_1,2017-02-19,408.3624419352366,,-1,1
2,2_1,2017-02-20,476.4046974741551,,-1,1
2,2_1,2017-02-21,420.9178362237958,,-1,1
2,2_1,2017-02-22,546.1851894759411,,-1,1
2,2_1,2017-02-23,337.4130393924521,,-1,1
2,2_1,2017-02-24,304.06004959372984,,-1,1
2,2_1,2017-02-25,311.89309934137214,,-1,1
2,2_1,2017-02-26,452.2018085982916,,-1,1
2,2_1,2017-02-27,454.4161990349118,,-1,1
2,2_1,2017-02-28,387.91363841682596,,-1,1
