big_demand,prob_lead_demand
237,0.027109575489448003
238,0.026951523118009291
239,0.026675805389751714
240,0.02628622630976734
241,0.025787958442486984
242,0.025187433347603618
243,0.024492209515637953
244,0.023710821450222033
245,0.022852613927840514
246,0.021927565715614751
247,0.020946107141735996
248,0.019918935894537505
249,0.018856835282799415
250,0.017770498933494028
251,0.016670365548662022
252,0.015566466907466719
253,0.014468291800956237
254,0.013384689736413876
255,0.01232372492173398
256,0.011292626344779717
257,0.010297730768701241
258,0.00934444674751542
259,0.0084372390354682889
260,0.0075796323020062293
261,0.0067742607478830262
262,0.0060228459608006194
263,0.0053262817823832116
264,0.0046847216218536651
265,0.0040975994192214713
266,0.0035637359220260893
267,0.0030814212830611518
268,0.00264849966669086
269,0.0022624537068193767
270,0.001920486874017616
271,0.0016196020641758729
272,0.0013566750035364612
273,0.0011285213618452187
274,0.0009319567637899015
275,0.00076384917715963531
276,0.00062116342437586354
277,0.00050099780463171725
278,0.00040061302179973787
279,0.00031745378601189781
280,0.00024916359410863441
281,0.00019359329750361838
282,0.00014880413814331463
283,0.00011306597752623036
284,8.48514637125437E-05
285,6.2826880232783958E-05
286,4.5840401751366673E-05
287,3.290844681792E-05
288,2.3200770312442785E-05
289,1.6024879397734975E-05
290,1.0810289117814453E-05
291,7.0930595801570461E-06
292,4.500978509039584E-06
293,2.73967361230759E-06
294,1.5798614777360812E-06
295,8.4586630563608721E-07
296,4.0547508330652842E-07
297,1.611377275230594E-07
298,4.2472572024481874E-08
