StoreID,ProductID,DateTime,Demand,PredictedDemandDistribution,PredictedDemandVariance,PredictedDemandProbability
4,7_1,2017-01-18,69.40592691183797,,-1,1
4,7_1,2017-01-19,60.29832000613053,,-1,1
4,7_1,2017-01-20,43.23574651170639,,-1,1
4,7_1,2017-01-21,57.02659606950756,,-1,1
4,7_1,2017-01-22,43.883116438552726,,-1,1
4,7_1,2017-01-23,67.64858366246358,,-1,1
4,7_1,2017-01-24,54.471825236282214,,-1,1
4,7_1,2017-01-25,40.82286782353243,,-1,1
4,7_1,2017-01-26,48.26748885332032,,-1,1
4,7_1,2017-01-27,50.68716966030154,,-1,1
4,7_1,2017-01-28,53.041621438140275,,-1,1
4,7_1,2017-01-29,51.361538605723716,,-1,1
4,7_1,2017-01-30,66.7239788447715,,-1,1
4,7_1,2017-01-31,68.99566752528354,,-1,1
4,7_1,2017-02-01,48.540018687424315,,-1,1
4,7_1,2017-02-02,52.4416917020261,,-1,1
4,7_1,2017-02-03,67.11841250540412,,-1,1
4,7_1,2017-02-04,48.44898634130824,,-1,1
4,7_1,2017-02-05,43.07552612130121,,-1,1
4,7_1,2017-02-06,43.72029400951,,-1,1
4,7_1,2017-02-07,64.0375637585401,,-1,1
4,7_1,2017-02-08,48.63124077197569,,-1,1
4,7_1,2017-02-09,42.99565695525678,,-1,1
4,7_1,2017-02-10,66.4625310514367,,-1,1
4,7_1,2017-02-11,44.458206421733024,,-1,1
4,7_1,2017-02-12,69.95741772871011,,-1,1
4,7_1,2017-02-13,40.983002308807094,,-1,1
4,7_1,2017-02-14,43.86762925722514,,-1,1
4,7_1,2017-02-15,52.380292259095896,,-1,1
4,7_1,2017-02-16,62.55313905405581,,-1,1
4,7_1,2017-02-17,41.00889119844083,,-1,1
4,7_1,2017-02-18,49.835286404722154,,-1,1
4,7_1,2017-02-19,64.23689510581026,,-1,1
4,7_1,2017-02-20,58.75251522877154,,-1,1
4,7_1,2017-02-21,44.50898378978814,,-1,1
4,7_1,2017-02-22,42.68527180415153,,-1,1
4,7_1,2017-02-23,47.05646334449422,,-1,1
4,7_1,2017-02-24,47.83983504525745,,-1,1
4,7_1,2017-02-25,43.587773504300976,,-1,1
4,7_1,2017-02-26,66.60535155766537,,-1,1
4,7_1,2017-02-27,45.63328785045098,,-1,1
4,7_1,2017-02-28,42.26718950879864,,-1,1
