s_Q,prob_lead_lifetime
12037,5.0071345459465939E-26
12038,4.2496341764655533E-25
12039,2.0284863049647662E-24
12040,7.1712453722520132E-24
12041,2.0912540145896624E-23
12042,5.321490766844546E-23
12043,1.2222962831093933E-22
12044,2.5911549112167159E-22
12045,5.1489346522822648E-22
12046,9.699591586311919E-22
12047,1.7470158974722331E-21
12048,3.0283571088737463E-21
12049,5.0786210061427052E-21
12050,8.2743673494057547E-21
12051,1.3142089748807505E-20
12052,2.0406582567256427E-20
12053,3.1051934506505873E-20
12054,4.6397827585002316E-20
12055,6.8194287278073686E-20
12056,9.87385646729038E-20
12057,1.4101844298608363E-19
12058,1.9888695797995811E-19
12059,2.7727431494116915E-19
12060,3.8244368524881745E-19
12061,5.2229858560400174E-19
12062,7.0675069640596726E-19
12063,9.4815827758430039E-19
12064,1.2618468069412624E-18
12065,1.6667251158250177E-18
12066,2.1860121495693196E-18
12067,2.8480915572909036E-18
12068,3.687513641043922E-18
12069,4.746166793884416E-18
12070,6.0746434583455415E-18
12071,7.7338288719560554E-18
12072,9.796744468280045E-18
12073,1.2350681806996152E-17
12074,1.5499667354427159E-17
12075,1.936730336975183E-17
12076,2.4100035618626989E-17
12077,2.9870904685815452E-17
12078,3.688384434657898E-17
12079,4.5378597842531217E-17
12080,5.5636331055687841E-17
12081,6.79860305541604E-17
12082,8.2811784369453823E-17
12083,1.0056105423975565E-16
12084,1.2175406000345286E-16
12085,1.469944099466925E-16
12086,1.7698112529973257E-16
12087,2.1252222284848702E-16
12088,2.5455003689773094E-16
12089,3.0413848071741587E-16
12090,3.62522468259379E-16
12091,4.3111973949436628E-16
12092,5.1155535734535607E-16
12093,6.056891710506183E-16
12094,7.1564657005880892E-16
12095,8.4385288443147975E-16
12096,9.9307182241213159E-16
12097,1.1664483735361622E-15
12098,1.3675566466389324E-15
12099,1.6004531566220256E-15
12100,1.8697361221302019E-15
12101,2.1806113886611404E-15
12102,2.5389656483840172E-15
12103,2.9514476894083921E-15
12104,3.4255584737707822E-15
12105,3.9697509153642653E-15
12106,4.5935403068221086E-15
12107,5.3076264284007325E-15
12108,6.1240284626381147E-15
12109,7.0562339364668892E-15
12110,8.1193630180428729E-15
12111,9.3303496093460468E-15
12112,1.0708140798193036E-14
12113,1.2273916365271977E-14
12114,1.4051330183813727E-14
12115,1.6066775502228151E-14
12116,1.8349676264179631E-14
12117,2.0932806796916433E-14
12118,2.3852642388008328E-14
12119,2.7149743473844236E-14
12120,3.0869176381194814E-14
12121,3.506097379681189E-14
12122,3.9780638390424984E-14
12123,4.5089693284667234E-14
12124,5.1056283352549959E-14
12125,5.7755831630280954E-14
12126,6.5271755461752841E-14
12127,7.3696247342217925E-14
12128,8.313112580391554E-14
12129,9.368876208718459E-14
12130,1.0549308876842226E-13
12131,1.1868069697275651E-13
12132,1.3340202928619828E-13
12133,1.4982267600111903E-13
12134,1.6812478288203604E-13
12135,1.8850857922789023E-13
12136,2.1119403563431701E-13
12137,2.3642266152704076E-13
12138,2.6445945324776458E-13
12139,2.9559500422917016E-13
12140,3.3014778959841368E-13
12141,3.684666384014416E-13
12142,4.1093340754633828E-13
12143,4.579658725256289E-13
12144,5.1002085099802852E-13
12145,5.6759757639278478E-13
12146,6.3124133984773175E-13
12147,7.0154742000899656E-13
12148,7.7916532150962349E-13
12149,8.6480334430989083E-13
12150,9.592335075278914E-13
12151,1.0632968529190547E-12
12152,1.1779091547820528E-12
12153,1.3040670647804932E-12
12154,1.4428547219795778E-12
12155,1.5954508603094346E-12
12156,1.7631364476872301E-12
12157,1.9473028931636508E-12
12158,2.1494608607115633E-12
12159,2.3712497306511871E-12
12160,2.6144477522132497E-12
12161,2.8809829333850456E-12
12162,3.1729447169711381E-12
12163,3.4925964947368867E-12
12164,3.84238901459628E-12
12165,4.2249747390627888E-12
12166,4.6432232166109183E-12
12167,5.1002375312041271E-12
12168,5.5993718990405938E-12
12169,6.1442504855595151E-12
12170,6.7387875199467896E-12
12171,7.3872087887881315E-12
12172,8.0940745951501329E-12
12173,8.8643042742344457E-12
12174,9.70320236185739E-12
12175,1.0616486517367481E-11
12176,1.1610317308236609E-11
12177,1.2691329969458597E-11
12178,1.3866668257072873E-11
12179,1.5144020521611864E-11
12180,1.6531658134062749E-11
12181,1.8038476404047093E-11
12182,1.967403813737063E-11
12183,2.1448619987893658E-11
12184,2.3373261766830479E-11
12185,2.5459818881124104E-11
12186,2.7721018081467663E-11
12187,3.0170516709878451E-11
12188,3.282296564648277E-11
12189,3.569407616536363E-11
12190,3.8800690919965444E-11
12191,4.2160859289667326E-11
12192,4.5793917330737173E-11
12193,4.9720572586987491E-11
12194,5.3962994028083832E-11
12195,5.854490739662842E-11
12196,6.3491696258876256E-11
12197,6.8830509068251111E-11
12198,7.4590372565745985E-11
12199,8.0802311856821859E-11
12200,8.7499477520597942E-11
12201,9.4717280123962247E-11
12202,1.0249353253075452E-10
12203,1.1086860041440493E-10
12204,1.1988556140136815E-10
12205,1.2959037329241149E-10
12206,1.4003205182929546E-10
12207,1.512628584956875E-10
12208,1.6333849886325732E-10
12209,1.7631833201687039E-10
12210,1.9026559161664342E-10
12211,2.0524761917936922E-10
12212,2.2133611018749062E-10
12213,2.3860737366043575E-10
12214,2.5714260585073786E-10
12215,2.7702817875599039E-10
12216,2.9835594416734342E-10
12217,3.2122355400597925E-10
12218,3.457347977308331E-10
12219,3.7199995763376475E-10
12220,4.0013618287250831E-10
12221,4.3026788312698727E-10
12222,4.6252714280111421E-10
12223,4.9705415672992175E-10
12224,5.3399768839089648E-10
12225,5.735155516587266E-10
12226,6.1577511718430976E-10
12227,6.6095384452194931E-10
12228,7.0923984117303841E-10
12229,7.6083244976044984E-10
12230,8.15942864595129E-10
12231,8.7479477894526017E-10
12232,9.3762506436864285E-10
12233,1.0046844835209118E-09
12234,1.0762384379056379E-09
12235,1.1525677520875251E-09
12236,1.2339694959466217E-09
12237,1.3207578466099707E-09
12238,1.4132649917572152E-09
12239,1.511842076058637E-09
12240,1.6168601925677448E-09
12241,1.728711420955994E-09
12242,1.8478099145445943E-09
12243,1.9745930381574661E-09
12244,2.1095225588904954E-09
12245,2.2530858919652718E-09
12246,2.4057974039102777E-09
12247,2.5681997753896354E-09
12248,2.7408654260781088E-09
12249,2.9243980040622883E-09
12250,3.1194339423306062E-09
12251,3.3266440849999987E-09
12252,3.5467353860141E-09
12253,3.7804526831371284E-09
12254,4.028580550158886E-09
12255,4.2919452303200046E-09
12256,4.5714166540619131E-09
12257,4.8679105443043426E-09
12258,5.1823906125526107E-09
12259,5.515870849239834E-09
12260,5.869417911813037E-09
12261,6.2441536141794479E-09
12262,6.6412575212376313E-09
12263,7.0619696523295524E-09
12264,7.5075932975630659E-09
12265,7.9794979510697933E-09
12266,8.4791223653811649E-09
12267,9.0079777312258413E-09
12268,9.5676509871734078E-09
12269,1.0159808263674479E-08
12270,1.0786198466173192E-08
12271,1.144865700209784E-08
12272,1.2149109656665697E-08
12273,1.2889576622571748E-08
12274,1.3672176688765885E-08
12275,1.4499131593661181E-08
12276,1.5372770548254368E-08
12277,1.6295534934781937E-08
12278,1.726998318667815E-08
12279,1.8298795855746903E-08
12280,1.938478087260652E-08
12281,2.0530879006615339E-08
12282,2.1740169531637717E-08
12283,2.3015876104161636E-08
12284,2.4361372860433334E-08
12285,2.5780190739431911E-08
12286,2.7276024038661429E-08
12287,2.8852737209899462E-08
12288,3.0514371902199423E-08
12289,3.2265154259606044E-08
12290,3.4109502481206477E-08
12291,3.6052034651301747E-08
12292,3.8097576847649559E-08
12293,4.0251171535893843E-08
12294,4.2518086258462646E-08
12295,4.4903822626384377E-08
12296,4.7414125622636887E-08
12297,5.0054993225815154E-08
12298,5.2832686363068245E-08
12299,5.5753739201426033E-08
12300,5.8824969786803894E-08
12301,6.20534910401416E-08
12302,6.54467221202979E-08
12303,6.9012400163493682E-08
12304,7.2758592409258089E-08
12305,7.66937087229993E-08
12306,8.0826514525486863E-08
12307,8.5166144139692915E-08
12308,8.9722114565603383E-08
12309,9.4504339693767122E-08
12310,9.95231449685137E-08
12311,1.047892825119182E-07
12312,1.1031394671975355E-07
12313,1.1610879034081579E-07
12314,1.221859410511564E-07
12315,1.2855801853490045E-07
12316,1.3523815208347688E-07
12317,1.4223999872520973E-07
12318,1.4957776189737166E-07
12319,1.5726621067291878E-07
12320,1.6532069955425113E-07
12321,1.7375718884647039E-07
12322,1.825922656227156E-07
12323,1.9184316529427266E-07
12324,2.0152779379825086E-07
12325,2.1166475041572631E-07
12326,2.2227335123333756E-07
12327,2.3337365326140781E-07
12328,2.4498647922174673E-07
12329,2.5713344301834988E-07
12330,2.6983697590429044E-07
12331,2.8312035335813497E-07
12332,2.9700772268327769E-07
12333,3.1152413134362171E-07
12334,3.2669555604905528E-07
12335,3.4254893260420596E-07
12336,3.5911218653395335E-07
12337,3.76414264499183E-07
12338,3.9448516651626168E-07
