big_demand,prob_demand
5759,0.0042337293876994371
5760,0.0041922023739845785
5761,0.0041503032063311606
5762,0.0041080496423106169
5763,0.0040654594683630441
5764,0.0040225504880780647
5765,0.00397934051057186
5766,0.0039358473389694741
5767,0.0038920887590014937
5768,0.0038480825277238864
5769,0.00380384636236929
5770,0.0037593979293383227
5771,0.0037147548333386015
5772,0.0036699346066793657
5773,0.0036249546987290877
5774,0.0035798324655432609
5775,0.0035345851596691714
5776,0.0034892299201345137
5777,0.0034437837626259669
5778,0.0033982635698639168
5779,0.0033526860821791148
5780,0.0033070678882967915
5781,0.0032614254163335419
5782,0.0032157749250117632
5783,0.0031701324950967331
5784,0.0031245140210602769
5785,0.0030789352029756034
5786,0.0030334115386470985
5787,0.0029879583159785348
5788,0.0029425906055834984
5789,0.0028973232536405858
5790,0.002852170874996853
5791,0.0028071478465217081
5792,0.0027622683007138783
5793,0.0027175461195633674
5794,0.0026729949286706097
5795,0.002628628091624171
5796,0.0025844587046386707
5797,0.0025404995914539729
5798,0.0024967632984967078
5799,0.0024532620903049297
5800,0.0024100079452163184
5801,0.0023670125513204042
5802,0.0023242873026749268
5803,0.0022818432957860883
5804,0.0022396913263526951
5805,0.0021978418862734534
5806,0.0021563051609169498
5807,0.00211509102665325
5808,0.0020742090486462932
5809,0.0020336684789057833
5810,0.0019934782545969229
5811,0.0019536469966068173
5812,0.0019141830083653773
5813,0.0018750942749190731
5814,0.001836388462255328
5815,0.0017980729168752007
5816,0.0017601546656118624
5817,0.0017226404156926297
5818,0.0016855365550413274
5819,0.001648849152818317
5820,0.0016125839601950581
5821,0.001576746411359847
5822,0.0015413416247517307
5823,0.001506374404518399
5824,0.0014718492421951588
5825,0.0014377703186004059
5826,0.0014041415059442934
5827,0.001370966370146078
5828,0.0013382481733559726
5829,0.0013059898766771842
5830,0.0012741941430837011
5831,0.001242863340528969
5832,0.0012119995452409974
5833,0.0011816045451987262
5834,0.0011516798437846956
5835,0.0011222266636091785
5836,0.00109324595050007
5837,0.0010647383776537093
5838,0.0010367043499406384
5839,0.0010091440083611423
5840,0.00098205723464483974
5841,0.000955443655988469
5842,0.000929302649926084
5843,0.00090363334932577906
5844,0.00087843464750691732
5845,0.00085370520347176641
5846,0.00082944344724554672
5847,0.00080564758531834625
5848,0.00078231560618312074
5849,0.00075944528596304554
5850,0.00073703419412214947
5851,0.00071507969925275246
5852,0.00069357897493303082
5853,0.0006725290056488998
5854,0.0006519265927729395
5855,0.00063176836059458956
5856,0.00061205076239478407
5857,0.00059277008655842834
5858,0.00057392246271878065
5859,0.00055550386792667871
5860,0.00053751013283863923
5861,0.00051993694791728083
5862,0.00050277986963770253
5863,0.00048603432669371715
5864,0.0004696956261974613
5865,0.00045375895986645
5866,0.00043821941019186051
5867,0.00042307195658212044
5868,0.00040831148147589319
5869,0.00039393277641859293
5870,0.00037993054809670122
5871,0.00036629942432454447
5872,0.00035303395997768918
5873,0.00034012864286787474
5874,0.00032757789955428231
5875,0.00031537610108574554
5876,0.00030351756866963878
5877,0.00029199657926191652
5878,0.00028080737107420516
5879,0.00026994414899344816
5880,0.00025940108990954013
5881,0.00024917234794735152
5882,0.00023925205959873767
5883,0.00022963434875110822
5884,0.00022031333160892939
5885,0.00021128312150488053
5886,0.00020253783359736437
5887,0.00019407158945162784
5888,0.00018587852150152816
5889,0.0001779527773895912
5890,0.00017028852418294837
5891,0.00016287995246296185
5892,0.0001557212802866985
5893,0.00014880675701850555
5894,0.00014213066703015474
5895,0.00013568733326833242
5896,0.00012947112068823768
5897,0.00012347643955258662
5898,0.00011769774859508673
5899,0.00011212955804820423
5900,0.00010676643253469679
5901,0.00010160299382288866
5902,9.6633923445843835E-05
5903,9.1853965184693308E-05
5904,8.7257927416627281E-05
5905,8.2840685328148153E-05
5906,7.8597182994503007E-05
5907,7.4522435326264988E-05
5908,7.06115298842848E-05
5909,6.6859628564325688E-05
5910,6.3261969152891988E-05
5911,5.981386675590812E-05
5912,5.6510715102074574E-05
5913,5.3347987722777648E-05
5914,5.0321239010724313E-05
5915,4.7426105159389127E-05
5916,4.4658304985669754E-05
5917,4.2013640638143919E-05
5918,3.94879981935244E-05
5919,3.7077348143857944E-05
5920,3.477774577725146E-05
5921,3.2585331454969347E-05
5922,3.0496330787710368E-05
5923,2.8507054714115363E-05
5924,2.661389948444992E-05
5925,2.4813346552617167E-05
5926,2.310196237958061E-05
5927,2.1476398151405006E-05
5928,1.9933389415092766E-05
5929,1.8469755635473771E-05
5930,1.7082399676443857E-05
5931,1.5768307209720721E-05
5932,1.4524546054553515E-05
5933,1.3348265451523147E-05
5934,1.2236695273839993E-05
5935,1.1187145179337583E-05
5936,1.0197003706446007E-05
5937,9.2637373173945959E-06
5938,8.3848893918420576E-06
5939,7.5580791741324393E-06
5940,6.7810006772995E-06
5941,6.0514215469501738E-06
5942,5.3671818880668169E-06
5943,4.72619305774703E-06
5944,4.1264364268626224E-06
5945,3.5659621134739187E-06
5946,3.0428876909149791E-06
5947,2.555396873260027E-06
5948,2.1017381809309779E-06
5949,1.6802235890466524E-06
5950,1.2892271610985561E-06
5951,9.2718367044578375E-07
5952,5.9258721201853566E-07
5953,2.8398980661549048E-07
5742,0.0048659250582020735
5741,0.0048978213252313689
5740,0.0049290294782637165
5739,0.0049595348551801132
5738,0.0049893230724862318
5737,0.0050183800364210131
5736,0.0050466919539030554
5735,0.0050742453433024843
5734,0.0051010270450269337
5733,0.0051270242319094179
5732,0.0051522244193867609
5731,0.0051766154754568977
5730,0.0052001856304036394
5729,0.0052229234862778322
5728,0.0052448180261237317
5727,0.0052658586229397588
5726,0.0052860350483631335
5725,0.0053053374810678507
5724,0.0053237565148659387
5723,0.0053412831665021476
5722,0.0053579088831324133
5721,0.0053736255494769465
5720,0.0053884254946388191
5719,0.0054023014985795344
5718,0.0054152467982433918
5717,0.0054272550933224563
5716,0.0054383205516549717
5715,0.0054484378142498043
5714,0.0054576019999302717
5713,0.0054658087095911956
5712,0.0054730540300630447
5711,0.00547933453757803
5710,0.00548464730083293
