StoreID,ProductID,DateTime,Demand,PredictedDemandDistribution,PredictedDemandVariance,PredictedDemandProbability
1,13_1,2017-01-16,40.38302485181384,,-1,1
1,13_1,2017-01-17,31.15599104159159,,-1,1
1,13_1,2017-01-18,30.607882119856768,,-1,1
1,13_1,2017-01-19,41.357663923825356,,-1,1
1,13_1,2017-01-20,41.73969143718534,,-1,1
1,13_1,2017-01-21,44.69673380428957,,-1,1
1,13_1,2017-01-22,51.278618847778475,,-1,1
1,13_1,2017-01-23,38.44141828439757,,-1,1
1,13_1,2017-01-24,43.63097474095151,,-1,1
1,13_1,2017-01-25,47.451881154089925,,-1,1
1,13_1,2017-01-26,34.3078723220582,,-1,1
1,13_1,2017-01-27,39.434568575053056,,-1,1
1,13_1,2017-01-28,30.4995228354314,,-1,1
1,13_1,2017-01-29,34.866677878975764,,-1,1
1,13_1,2017-01-30,54.62623071633645,,-1,1
1,13_1,2017-01-31,29.75254371499641,,-1,1
1,13_1,2017-02-01,33.880123852178336,,-1,1
1,13_1,2017-02-02,40.97964607581779,,-1,1
1,13_1,2017-02-03,38.09362789172461,,-1,1
1,13_1,2017-02-04,45.878480945696936,,-1,1
1,13_1,2017-02-05,31.434046247352963,,-1,1
1,13_1,2017-02-06,50.027114259048005,,-1,1
1,13_1,2017-02-07,41.66296257275504,,-1,1
1,13_1,2017-02-08,53.48221961129249,,-1,1
1,13_1,2017-02-09,33.6383529585954,,-1,1
1,13_1,2017-02-10,43.55022088311228,,-1,1
1,13_1,2017-02-11,35.885351897182325,,-1,1
1,13_1,2017-02-12,35.885351897182325,,-1,1
1,13_1,2017-02-13,49.75492536408965,,-1,1
1,13_1,2017-02-14,43.35483557279822,,-1,1
1,13_1,2017-02-15,32.1719478837397,,-1,1
1,13_1,2017-02-16,31.758757674583435,,-1,1
1,13_1,2017-02-17,41.79688599454814,,-1,1
1,13_1,2017-02-18,41.69438609956632,,-1,1
1,13_1,2017-02-19,56.5733717912059,,-1,1
1,13_1,2017-02-20,52.85270377629343,,-1,1
1,13_1,2017-02-21,30.709944398662657,,-1,1
1,13_1,2017-02-22,37.10916280609453,,-1,1
1,13_1,2017-02-23,39.83967853120722,,-1,1
1,13_1,2017-02-24,38.202196453153455,,-1,1
1,13_1,2017-02-25,36.46014870703298,,-1,1
1,13_1,2017-02-26,52.87022177344512,,-1,1
