big_demand,prob_lead_demand
150,0.033677687748163022
151,0.033337256021129448
152,0.032779039192008426
153,0.032015212289196182
154,0.031061619970648296
155,0.029937247503429607
156,0.028663613650425548
157,0.027253289772313009
158,0.025739448004799024
159,0.024146449639071078
160,0.022498528402289157
161,0.020819246321637255
162,0.019131026242501431
163,0.017454768277491144
164,0.015809550799092451
165,0.014212411007331036
166,0.012678196239484919
167,0.011219475384681734
168,0.0098465000016966248
169,0.00856720663124704
170,0.0073872546799159319
171,0.0063100973250933374
172,0.0053370853707324232
173,0.0044676052817124324
174,0.0036992524500944765
175,0.0030280391520393817
176,0.0024486340006702129
177,0.0019546265600594481
178,0.0015388078088441279
179,0.0011934549191268168
180,0.00091060776704347617
181,0.00068232490045417823
182,0.00050090829624868194
183,0.00035908887752343312
184,0.00025016802708721745
185,0.00016811377669087707
186,0.00010761355050657421
187,6.4087968478262754E-05
188,3.3672068541158655E-05
189,1.3171317810243522E-05
