big_demand,prob_demand
489,0.0064697211291419587
490,0.0060051596500815384
491,0.0055593143884724167
492,0.0051328956987179986
493,0.0047264404424264125
494,0.0043403270748835236
495,0.0039747660272999013
496,0.0036298183190513326
497,0.00330540556777941
498,0.00300132076045826
499,0.0027172396018838776
500,0.00245273226101002
501,0.002207275342151135
502,0.0019802639170242572
503,0.001771023464599158
504,0.0015788215784337553
505,0.0014028793152366889
506,0.0012423820734602897
507,0.0010964899064255565
508,0.00096434719046809545
509,0.00084509158454189163
510,0.00073786223332543454
511,0.00064180718087506665
512,0.00055608997603527914
513,0.00047989546395844213
514,0.00041243477006372507
515,0.00035294949347570374
516,0.000300715136366852
517,0.00025504380366110115
518,0.00021528621424665167
519,0.00018083307023113176
520,0.00015111583490851356
521,0.00012560697306862408
522,0.00010381970915140796
523,8.5307359620811593E-05
524,6.9662295901826545E-05
525,5.6514593383821044E-05
526,4.5530420437325552E-05
527,3.6410219211009173E-05
528,2.8886727258963833E-05
529,2.2722885881152296E-05
530,1.7709677525148377E-05
531,1.3663930776278529E-05
532,1.0426127435412357E-05
533,7.8582420266846078E-06
534,5.841639867082014E-06
535,4.2750556391471293E-06
536,3.072670306462086E-06
537,2.1623002636827651E-06
538,1.4837088771687804E-06
539,9.8704709971488723E-07
540,6.3142667591114116E-07
541,3.8362662602479725E-07
542,2.1693122856900876E-07
543,1.1009562701320435E-07
544,4.6433466234749304E-08
545,1.3019611459457503E-08
459,0.019512588934285
460,0.019454760531860755
461,0.01935250543415297
462,0.01920656772269044
463,0.019017971530993837
464,0.018788009558344549
465,0.018518228920259377
466,0.018210414545720709
467,0.017866570362177446
468,0.017488898535823184
469,0.0170797770563213
470,0.016641735971742174
471,0.016177432590878286
472,0.015689625976285617
473,0.015181151052447345
474,0.014654892649539095
475,0.014113759794651874
476,0.013560660549323311
477,0.012998477675226959
478,0.012430045389307207
479,0.011858127445992572
480,0.011285396757870709
481,0.010714416737875047
482,0.010147624516137332
483,0.00958731615372074
484,0.00903563394397637
485,0.0084945558607601081
486,0.0079658871816834509
487,0.007451254284403127
488,0.0069521097773989826
