big_demand,prob_lead_demand
120,2.2700284143395654E-05
119,6.1091268829893759E-05
118,0.00012193804547302118
117,0.00021392217296920178
116,0.00034787129394835186
115,0.00053691047612178439
114,0.00079649508898103254
113,0.0011442849230537749
112,0.0015998239986295467
111,0.0021840006662142333
110,0.0029182779876730965
109,0.0038237039250526191
108,0.0049197326088356958
107,0.0062229093348923417
106,0.0077454901698034333
105,0.00949407967898447
104,0.01146837573869774
103,0.013660108279539521
102,0.016052250059490934
101,0.018618564127582615
100,0.021323536909751289
99,0.024122729933794794
98,0.026963568260989876
97,0.029786569529912484
96,0.03252700272238921
95,0.035116948235595795
94,0.037487708725931615
93,0.039572492834936822
92,0.04130926262148079
91,0.0426436037781625
90,0.0435314507080949
