big_demand,prob_lead_demand
120,0.037146391289260762
121,0.036641982852636104
122,0.035848157977032481
123,0.034786396407494355
124,0.033483855941720472
125,0.031972247048176444
126,0.030286586155793636
127,0.028463893816655646
128,0.026541902487643834
129,0.024557833315246472
130,0.022547292730284618
131,0.02054332874177001
132,0.018575674529483669
133,0.016670194245992986
134,0.014848533746125566
135,0.013127968021270598
136,0.011521427997446454
137,0.010037682424812394
138,0.0086816459983813012
139,0.0074547825711126434
140,0.0063555721574782712
141,0.0053800120633246129
142,0.0045221255258334619
143,0.0037744552803611084
144,0.0031285240683628654
