big_demand,prob_demand
405,0.020793608002577676
406,0.020727401477442366
407,0.020607478888833363
408,0.020434820181118214
409,0.020210788446464355
410,0.019937112720515359
411,0.019615866678373832
412,0.019249443586371619
413,0.018840527917972694
414,0.018392064086561466
415,0.017907222783191071
416,0.01738936543320195
417,0.016842007301794543
418,0.016268779785191114
419,0.015673392421185317
420,0.015059595141070812
421,0.014431141264730288
422,0.013791751712758227
423,0.013145080874693824
424,0.012494684531651642
425,0.0118439901858151
426,0.011196270099403258
427,0.010554617292859373
428,0.0099219246971710678
429,0.0093008675994378353
430,0.0086938894650472713
431,0.0081031911650645758
432,0.0075307356089065088
433,0.006978230101917714
434,0.0064471138931854882
435,0.0059385743618287218
436,0.0054535517959143605
437,0.00499275918404721
438,0.0045566658180830749
439,0.0041455232486395325
440,0.0037593787230049669
441,0.0033980900735854926
442,0.0030613417481977446
443,0.0027486616764487897
444,0.0024594386747721366
445,0.002192940105900678
446,0.001948329526052396
447,0.0017246840742132896
448,0.0015210113819072405
449,0.0013362658080044495
450,0.0011693638306988672
451,0.0010191984570644505
452,0.00088465253890810411
453,0.00076461091136380646
454,0.00065797129728415956
455,0.00056365394553455517
456,0.00048060999442464062
457,0.000407828572456513
458,0.00034434266715167877
459,0.00028923380884258206
460,0.00024163562995366004
461,0.0002007363714850848
462,0.00016578041723069918
463,0.00013606894282684181
464,0.00011095977118248123
465,8.986652834101636E-05
466,7.2257194536980827E-05
467,5.7652144307590945E-05
468,4.5621767171728761E-05
469,3.5783756769535688E-05
470,2.7800151635955042E-05
471,2.1374205132936745E-05
472,1.6247155659690211E-05
473,1.2194961270940753E-05
474,9.0250554321467124E-06
475,6.5731729990971344E-06
476,4.7002877944593452E-06
477,3.2896955260786221E-06
478,2.2442684011759693E-06
479,1.4839007729856761E-06
480,9.4315863010300131E-07
481,5.691398014083847E-07
482,3.1954647535914705E-07
483,1.6096707173003036E-07
484,6.73606818797755E-08
485,1.8734211797187939E-08
