StoreID,ProductID,DateTime,Demand,PredictedDemandDistribution,PredictedDemandVariance,PredictedDemandProbability
1,5_1,2017-01-02,83.52102036777535,,-1,1
1,5_1,2017-01-03,74.22726498385813,,-1,1
1,5_1,2017-01-04,50.13420896100034,,-1,1
1,5_1,2017-01-05,52.88435551831206,,-1,1
1,5_1,2017-01-06,69.75820071239026,,-1,1
1,5_1,2017-01-07,53.5447280184658,,-1,1
1,5_1,2017-01-08,71.15715491843544,,-1,1
1,5_1,2017-01-09,52.55787430660883,,-1,1
1,5_1,2017-01-10,78.88087615774384,,-1,1
1,5_1,2017-01-11,81.62478696797312,,-1,1
1,5_1,2017-01-12,57.12093032576775,,-1,1
1,5_1,2017-01-13,79.60109722706858,,-1,1
1,5_1,2017-01-14,85.87045882393554,,-1,1
1,5_1,2017-01-15,44.240155443669984,,-1,1
1,5_1,2017-01-16,71.15715491843544,,-1,1
1,5_1,2017-01-17,59.71000090136141,,-1,1
1,5_1,2017-01-18,81.06651406762626,,-1,1
1,5_1,2017-01-19,62.177620991798634,,-1,1
1,5_1,2017-01-20,50.857276812358535,,-1,1
1,5_1,2017-01-21,44.952270900453534,,-1,1
1,5_1,2017-01-22,59.836840546561234,,-1,1
1,5_1,2017-01-23,48.038080709773496,,-1,1
1,5_1,2017-01-24,43.801885269569844,,-1,1
1,5_1,2017-01-25,47.74729996942146,,-1,1
1,5_1,2017-01-26,87.89242212494027,,-1,1
1,5_1,2017-01-27,41.35890393721551,,-1,1
1,5_1,2017-01-28,43.11131076729787,,-1,1
1,5_1,2017-01-29,64.49278077421113,,-1,1
1,5_1,2017-01-30,41.11547363536545,,-1,1
1,5_1,2017-01-31,42.68624485363582,,-1,1
1,5_1,2017-02-01,57.603325520832925,,-1,1
1,5_1,2017-02-02,42.5176069861741,,-1,1
1,5_1,2017-02-03,43.714850386616824,,-1,1
1,5_1,2017-02-04,52.99372858612775,,-1,1
1,5_1,2017-02-05,45.13242429352385,,-1,1
1,5_1,2017-02-06,46.13878230133492,,-1,1
1,5_1,2017-02-07,39.22740594409686,,-1,1
1,5_1,2017-02-08,44.15208658069423,,-1,1
1,5_1,2017-02-09,43.28273804117823,,-1,1
1,5_1,2017-02-10,52.775256024724136,,-1,1
1,5_1,2017-02-11,50.236741641961984,,-1,1
1,5_1,2017-02-12,49.52428040562383,,-1,1
