s_Q,prob_lead_lifetime
18738,5.3190742551335774E-07
18468,1.2242162378461804E-20
18469,7.6565676561580117E-20
18470,2.7931006707461482E-19
18471,7.7624609941686353E-19
18472,1.8200602125136273E-18
18473,3.7929687503944266E-18
18474,7.2450923982007572E-18
18475,1.2939279378362519E-17
18476,2.1903128372673937E-17
18477,3.5489029057486118E-17
18478,5.5443109836741293E-17
18479,8.39840591079496E-17
18480,1.238928684891631E-16
18481,1.7861463417355925E-16
18482,2.5237364627921209E-16
18483,3.5030309605606222E-16
18484,4.7859083744577794E-16
18485,6.446427531241609E-16
18486,8.5726539616671469E-16
18487,1.1268697072589665E-15
18488,1.465697744333829E-15
18489,1.8880745070857872E-15
18490,2.410687093430808E-15
18491,3.052893589114883E-15
18492,3.8370642658052259E-15
18493,4.7889578476279544E-15
18494,5.9381358017665182E-15
18495,7.3184178159484876E-15
18496,8.9683818449883269E-15
18497,1.0931912340606047E-14
18498,1.3258800524114189E-14
18499,1.6005400820889306E-14
18500,1.9235347849474229E-14
18501,2.3020338647372718E-14
18502,2.7440985120802647E-14
18503,3.2587742027597768E-14
18504,3.8561916141847305E-14
18505,4.5476762606519072E-14
18506,5.345867485703759E-14
18507,6.2648474895421448E-14
18508,7.3202811111990858E-14
18509,8.5295671290736722E-14
18510,9.9120018896119844E-14
18511,1.1488956122430683E-13
18512,1.328406585116318E-13
18513,1.5323438362842727E-13
18514,1.7635874254834674E-13
18515,2.0253106637299206E-13
18516,2.3210058631018871E-13
18517,2.6545120365277676E-13
18518,3.0300446748449361E-13
18519,3.4522277355165845E-13
18520,3.9261279848517944E-13
18521,4.4572918433821797E-13
18522,5.0517848922196679E-13
18523,5.7162342067687068E-13
18524,6.4578736931058411E-13
18525,7.2845926116856807E-13
18526,8.204987482798889E-13
18527,9.2284175784113233E-13
18528,1.0365064215668842E-12
18529,1.162599407847647E-12
18530,1.3023226805170226E-12
18531,1.4569807092411502E-12
18532,1.6279881578065879E-12
18533,1.8168780778998498E-12
18534,2.0253106373444137E-12
18535,2.2550824131912854E-12
18536,2.5081362815488407E-12
18537,2.7865719375889153E-12
18538,3.09265708078075E-12
18539,3.428839302084749E-12
18540,3.7977587115860121E-12
18541,4.2022613468655225E-12
18542,4.6454134042969876E-12
18543,5.1305163374217779E-12
18544,5.6611228685955784E-12
18545,6.2410539622208441E-12
18546,6.8744168100807353E-12
18547,7.56562388157636E-12
18548,8.3194130940412564E-12
18549,9.1408691607686552E-12
18550,1.0035446176940245E-11
18551,1.1008991506292525E-11
18552,1.206777103410183E-11
18553,1.3218495854913141E-11
18554,1.4468350466385426E-11
