big_demand,prob_lead_demand
115,0.0037117891131850538
116,0.002842311304081354
117,0.0021331372722833614
118,0.0015660557022418621
119,0.0011219484853495986
120,0.00078173899026805519
121,0.00052719643550735279
122,0.00034155656248916985
123,0.00020994090890299712
124,0.0001195790254363023
125,5.9856286362377954E-05
126,2.2222236595339266E-05
96,0.041753278157892544
97,0.040687303501387252
98,0.039234309471143654
99,0.037440712270146934
100,0.035360776561340984
101,0.03303690316461623
102,0.030543467499459041
103,0.027940782212093378
104,0.025286969514242173
105,0.02263619033873035
106,0.020037290622535606
107,0.01753285413492257
108,0.015158616079792957
109,0.012943174592819929
110,0.010907938532323334
111,0.0090672650003727987
112,0.0074287608628262874
113,0.0059937405113691406
114,0.0047578406285608364
95,0.042396026530471
